Protein,Len,NO,NO,NO,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot
m.8730,570,2,0,3,2,4,4,0.768,1.503,0,0,0.671457,Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2,Q9UJS0
m.20013,565,50,50,57,53,52,46,0.191,1.8005,0,0,0.650362,Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1,Q9UJU6
m.23817,738,7,3,3,5,4,4,0.253,0.6373,0.646207,0.04859,0.744988,ADP-ribosylation factor-binding protein GGA1 OS=Homo sapiens GN=GGA1 PE=1 SV=1,Q9UJY5
m.6835,423,13,13,4,20,14,14,0.713,3.0265,0,0,0.595757,"Stomatin-like protein 2, mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1",Q9UJZ1
m.31925,182,1,0,1,0,0,0,0.225,0.2598,0.994086,0.46025,0.653026,A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Homo sapiens GN=ADAMTS7 PE=1 SV=2,Q9UKP4
m.17663,669,0,1,0,1,0,0,0.242,0.2675,0.993263,0.45177,0.658277,A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2,Q9UKP5
m.23799,509,0,1,1,0,1,0,0.285,0.3302,0.986891,0.376332,0.693617,A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2,Q9UKP5
m.27204,360,2,4,4,0,1,0,-1.048,-1.4999,0,0.59182,0,A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2,Q9UKP5
m.12198,213,0,0,0,1,0,0,0.27,0.2878,0.991399,0.428533,0.671115,Ras-related protein Rab-22A OS=Homo sapiens GN=RAB22A PE=1 SV=2,Q9UL26
m.5755,241,2,3,1,4,3,4,0.874,1.6763,0,0,0.658832,Ras-related protein Rab-23 OS=Homo sapiens GN=RAB23 PE=1 SV=1,Q9ULC3
m.16864,208,1,1,1,3,1,1,0.749,1.0954,0.002012,0.000048,0.705467,Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1,Q9ULC4
m.6192,463,20,24,31,37,37,40,0.661,4.5357,0,0,0.569295,Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1,Q9ULV4
m.1454,475,12,11,5,11,7,10,0.233,0.8909,0.060519,0.00182,0.724874,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1,Q9UMS4
m.7457,110,23,19,28,22,20,20,0.103,0.5549,0.84034,0.104184,0.744546,Sorting nexin-12 OS=Homo sapiens GN=SNX12 PE=1 SV=3,Q9UMY4
m.4386,383,24,13,18,12,15,15,-0.04,-0.1852,0.717935,0.660968,0.09431,RNA-binding protein Nova-2 OS=Homo sapiens GN=NOVA2 PE=1 SV=1,Q9UNW9
m.13279,373,1,0,1,0,0,0,0.15,0.1713,1,0.543372,0.575775,Ankyrin repeat domain-containing protein 26 OS=Homo sapiens GN=ANKRD26 PE=1 SV=3,Q9UPS8
m.28497,512,1,0,0,0,0,0,0.188,0.2054,0.999907,0.514533,0.609393,Catenin delta-2 OS=Homo sapiens GN=CTNND2 PE=1 SV=3,Q9UQB3
m.16224,295,1,0,0,0,0,0,0.204,0.2215,0.998099,0.499513,0.623555,Uncharacterized methyltransferase-like C25B8.10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC25B8.10 PE=3 SV=1,Q9UTA8
m.38509,319,1,1,0,0,0,0,0.295,0.3275,0.987163,0.379783,0.692344,Uncharacterized methyltransferase-like C25B8.10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC25B8.10 PE=3 SV=1,Q9UTA8
m.33514,310,19,13,19,20,14,17,0.244,1.1901,0.000297,0.000007,0.696931,26S proteasome non-ATPase regulatory subunit 14 OS=Drosophila melanogaster GN=Rpn11 PE=1 SV=1,Q9V3H2
m.145,467,1,1,1,0,0,0,0.201,0.2203,0.998288,0.500664,0.622537,V-type proton ATPase subunit H OS=Drosophila melanogaster GN=VhaSFD PE=2 SV=2,Q9V3J1
m.14136,160,1,0,0,0,0,0,0.192,0.2153,0.998735,0.505403,0.618229,GDP-fucose protein O-fucosyltransferase 1 OS=Drosophila melanogaster GN=O-fut1 PE=1 SV=1,Q9V6X7
m.9034,345,1,3,0,7,7,7,1.673,3.6332,0,0,0.582721,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Drosophila melanogaster GN=Anp32a PE=2 SV=1,Q9V895
m.14422,417,1,3,0,4,3,2,0.857,1.4416,0.000001,0,0.676135,Tyrosine-protein kinase Src42A OS=Drosophila melanogaster GN=Src42A PE=2 SV=1,Q9V9J3
m.32424,125,1,0,0,1,2,3,0.946,1.2363,0.000109,0.000002,0.692893,Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2,Q9VEN1
m.35911,133,24,28,35,27,30,29,0.222,1.4382,0.000001,0,0.676398,Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2,Q9VEN1
m.36294,179,0,0,0,1,1,1,0.229,0.2751,0.992695,0.443219,0.663251,Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2,Q9VEN1
m.33573,158,0,0,0,1,0,2,0.57,0.6962,0.46479,0.025621,0.742106,UPF0505 protein CG8202 OS=Drosophila melanogaster GN=CG8202 PE=2 SV=3,Q9VHM2
m.745,243,56,58,60,40,38,40,-0.159,-1.2958,0,0.598435,0,Actin-related protein 2/3 complex subunit 2 OS=Drosophila melanogaster GN=Arpc2 PE=2 SV=2,Q9VIM5
m.27111,329,1,2,0,0,0,2,0.274,0.3732,0.980291,0.319807,0.711248,"Homogentisate 1,2-dioxygenase OS=Drosophila melanogaster GN=hgo PE=1 SV=3",Q9VKJ0
m.9077,144,2,0,0,0,0,0,-0.121,-0.1564,0.793852,0.660021,0.121543,Protein NPC2 homolog OS=Drosophila melanogaster GN=Npc2a PE=1 SV=1,Q9VQ62
m.136,295,0,0,0,0,0,1,0.132,0.1481,1,0.560707,0.550051,Golgi phosphoprotein 3 homolog rotini OS=Drosophila melanogaster GN=rti PE=1 SV=1,Q9VQ93
m.12764,395,1,0,0,2,0,1,0.53,0.6893,0.486501,0.027726,0.742543,Nicotinate phosphoribosyltransferase OS=Drosophila melanogaster GN=CG3714 PE=2 SV=2,Q9VQX4
m.21616,124,0,2,0,0,0,0,-0.109,-0.1275,0.857465,0.6581,0.153627,Fat-like cadherin-related tumor suppressor homolog OS=Drosophila melanogaster GN=kug PE=2 SV=2,Q9VW71
m.17897,385,12,16,5,19,16,12,0.597,2.703,0,0,0.605734,"Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Drosophila melanogaster GN=l(1)G0156 PE=2 SV=1",Q9VWH4
m.10928,723,0,0,0,0,0,13,1.993,2.7951,0,0,0.602653,Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1,Q9VZZ4
m.1440,833,12,5,3,13,9,0,0.381,1.2635,0.000059,0.000001,0.69056,Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1,Q9VZZ4
m.865,271,52,56,70,38,44,38,-0.157,-1.2923,0,0.598561,0,F-actin-capping protein subunit alpha OS=Drosophila melanogaster GN=cpa PE=2 SV=1,Q9W2N0
m.10597,345,1,0,2,2,5,4,1.334,2.1995,0,0,0.627063,Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2,Q9W2U4
m.5148,167,13,11,18,7,9,8,-0.317,-1.2277,0,0.600971,0,Probable chitinase 3 OS=Drosophila melanogaster GN=Cht3 PE=2 SV=2,Q9W5U2
m.16108,243,0,0,1,0,0,0,0.222,0.2446,0.995608,0.47642,0.642015,1-aminocyclopropane-1-carboxylate synthase-like protein 1 OS=Takifugu rubripes GN=accs PE=3 SV=1,Q9W698
m.304,134,5,5,2,8,8,9,0.987,2.6361,0,0,0.608116,40S ribosomal protein S30 OS=Oryzias latipes GN=fau PE=3 SV=2,Q9W6Y0
m.3426,883,0,2,1,5,3,4,1.33,2.3341,0,0,0.62052,Prominin-1-A OS=Danio rerio GN=prom1a PE=2 SV=2,Q9W735
m.5413,216,4,0,4,0,0,0,-1.008,-1.4032,0,0.594774,0,Heme-binding protein 2 OS=Mus musculus GN=Hebp2 PE=1 SV=1,Q9WU63
m.531,580,20,29,25,37,32,41,0.644,4.0458,0,0,0.575445,Phenylalanine--tRNA ligase beta subunit OS=Mus musculus GN=Farsb PE=2 SV=2,Q9WUA2
m.15409,308,0,0,1,4,1,2,1.173,1.6198,0,0,0.662857,Eukaryotic translation initiation factor 4H OS=Mus musculus GN=Eif4h PE=1 SV=3,Q9WUK2
m.13557,339,1,5,4,1,3,4,0.003,0.0058,0.998739,0.632103,0.347912,Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Mus musculus GN=Uchl5 PE=2 SV=2,Q9WUP7
m.38026,211,3,2,1,4,2,3,0.681,1.2434,0.000093,0.000002,0.692281,A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Rattus norvegicus GN=Adamts1 PE=2 SV=1,Q9WUQ1
m.17642,405,12,9,9,14,9,8,0.286,1.1517,0.000661,0.000015,0.700353,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2",Q9WUR2
m.5028,1007,71,52,78,75,73,77,0.35,3.5631,0,0,0.584032,Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1,Q9WV92
m.923,391,22,15,5,10,8,8,-0.26,-1.0251,0.000001,0.60959,0,Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1,Q9WV92
m.15491,328,0,0,1,0,0,0,0.225,0.2579,0.994099,0.462312,0.651696,Mitotic checkpoint protein BUB3 OS=Mus musculus GN=Bub3 PE=2 SV=2,Q9WVA3
m.10852,208,6,6,1,12,6,5,0.792,2.2409,0,0,0.624977,Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1,Q9WVL0
m.14109,662,6,7,2,0,0,0,-1.48,-2.2203,0,0.57741,0,Tolloid-like protein 2 OS=Mus musculus GN=Tll2 PE=1 SV=1,Q9WVM6
m.16877,305,0,0,0,0,3,1,0.813,1.0009,0.011096,0.000288,0.714282,Tolloid-like protein 2 OS=Mus musculus GN=Tll2 PE=1 SV=1,Q9WVM6
m.23814,289,5,4,2,6,6,3,0.547,1.3369,0.000011,0,0.68444,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Cricetulus griseus GN=AIMP2 PE=2 SV=1,Q9WVM7
m.18009,870,1,0,0,0,0,0,0.211,0.2551,0.994589,0.465331,0.649715,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Mus musculus GN=Magi2 PE=1 SV=2",Q9WVQ1
m.4094,218,2,0,0,0,0,0,-0.127,-0.1491,0.811019,0.659633,0.129201,Putative 1-aminocyclopropane-1-carboxylate deaminase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0225 PE=3 SV=1,Q9WY68
m.8946,234,0,1,0,1,0,0,0.185,0.2171,0.998637,0.503707,0.619792,Uncharacterized protein TM_0508 OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0508 PE=4 SV=1,Q9WYX8
m.7660,262,1,13,4,14,12,14,1.064,3.4842,0,0,0.585507,3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=fabG PE=3 SV=1,Q9X248
m.949,153,32,29,42,25,21,19,-0.23,-1.5025,0,0.591745,0,Tryptase-2 OS=Ovis aries PE=2 SV=1,Q9XSM2
m.19513,258,2,0,1,1,0,0,-0.071,-0.0851,0.927592,0.653192,0.20873,Matrix metalloproteinase-14 OS=Sus scrofa GN=MMP14 PE=2 SV=1,Q9XT90
m.14355,846,26,43,32,32,28,33,0.158,1.1705,0.000449,0.00001,0.698671,Glycogen phosphorylase OS=Drosophila melanogaster GN=GlyP PE=2 SV=2,Q9XTL9
m.19151,186,85,74,84,34,34,32,-0.642,-5.2574,0,0.560643,0,Calmodulin-2 OS=Branchiostoma floridae GN=CAM2 PE=2 SV=4,Q9XZP2
m.5689,476,2,2,0,3,4,6,1.196,2.1746,0,0,0.628348,RAC-gamma serine/threonine-protein kinase OS=Homo sapiens GN=AKT3 PE=1 SV=1,Q9Y243
m.21864,258,9,3,9,9,9,7,0.412,1.3152,0.000018,0,0.686223,Heparanase OS=Homo sapiens GN=HPSE PE=1 SV=2,Q9Y251
m.33261,166,2,3,4,2,2,2,-0.196,-0.3668,0.18987,0.653512,0.012284,RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1,Q9Y265
m.721,1283,1,2,0,1,2,0,0.256,0.3495,0.984264,0.351275,0.702124,Disco-interacting protein 2 homolog C OS=Homo sapiens GN=DIP2C PE=2 SV=2,Q9Y2E4
m.4653,228,0,1,0,0,0,0,0.137,0.1587,1,0.553011,0.562093,Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3,Q9Y2Q3
m.15189,147,2,5,0,1,2,1,-0.465,-0.761,0.000359,0.62381,0.000013,Ragulator complex protein LAMTOR2 OS=Homo sapiens GN=LAMTOR2 PE=1 SV=1,Q9Y2Q5
m.16526,293,0,0,0,0,1,1,0.146,0.1666,1,0.54703,0.570753,Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3,Q9Y2S2
m.9935,160,1,2,8,2,0,0,-0.921,-1.4514,0,0.593262,0,Calcium-regulated heat stable protein 1 OS=Homo sapiens GN=CARHSP1 PE=1 SV=2,Q9Y2V2
m.21416,355,2,0,0,0,2,1,0.206,0.2733,0.992863,0.445261,0.662091,Tudor and KH domain-containing protein OS=Homo sapiens GN=TDRKH PE=1 SV=2,Q9Y2W6
m.23733,129,0,1,3,1,3,1,0.233,0.3678,0.981241,0.327023,0.709291,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1,Q9Y2X3
m.5898,324,3,1,0,2,1,0,-0.023,-0.0343,0.97857,0.643394,0.284419,Putative deoxyribose-phosphate aldolase OS=Homo sapiens GN=DERA PE=1 SV=2,Q9Y315
m.1133,280,4,4,5,0,1,0,-1.39,-1.8963,0,0.582657,0,PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2,Q9Y365
m.30602,306,8,8,5,8,5,10,0.317,1.0206,0.007912,0.000202,0.712421,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1,Q9Y376
m.9478,1342,134,89,57,94,79,69,0.091,1.0605,0.003874,0.000096,0.70869,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,Q9Y490
m.5953,1295,100,68,48,89,96,88,0.466,5.0355,0,0,0.564976,Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4,Q9Y4G6
m.9078,300,1,1,0,1,0,0,0.158,0.1745,1,0.540837,0.579142,Dystrobrevin alpha OS=Homo sapiens GN=DTNA PE=1 SV=2,Q9Y4J8
m.21388,376,1,0,0,0,0,0,0.125,0.1463,1,0.561975,0.547957,Nucleoside diphosphate kinase 7 OS=Homo sapiens GN=NME7 PE=1 SV=1,Q9Y5B8
m.26339,197,9,4,4,6,2,3,-0.209,-0.5802,0.009848,0.63642,0.000458,Protocadherin alpha-3 OS=Homo sapiens GN=PCDHA3 PE=2 SV=1,Q9Y5H8
m.2853,518,3,3,3,5,6,5,0.824,1.9716,0,0,0.639661,Sorting nexin-8 OS=Homo sapiens GN=SNX8 PE=1 SV=1,Q9Y5X2
m.5531,219,3,0,0,2,1,0,-0.051,-0.0725,0.943235,0.651189,0.226694,Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1,Q9Y5Z4
m.90,277,0,0,0,2,0,1,0.484,0.6149,0.708329,0.060724,0.745475,Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1,Q9Y5Z4
m.7667,285,35,26,19,39,35,38,0.576,4.2582,0,0,0.572507,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Gallus gallus GN=SDHB PE=1 SV=1",Q9YHT2
m.10135,467,17,12,8,9,6,8,-0.24,-0.893,0.00002,0.616195,0.000001,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial (Fragment) OS=Columba livia GN=SUCLA2 PE=1 SV=1",Q9YI37
m.5924,163,8,86,5,16,9,4,-1.007,-4.8746,0,0.561451,0,Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=2 SV=1,Q9Z0J0
m.474,402,1,1,0,1,0,1,0.233,0.2584,0.994103,0.461771,0.652047,Lysosomal acid lipase/cholesteryl ester hydrolase OS=Mus musculus GN=Lipa PE=2 SV=2,Q9Z0M5
m.5828,1791,7,3,5,6,4,7,0.335,0.9201,0.039888,0.001143,0.722036,Intersectin-1 OS=Mus musculus GN=Itsn1 PE=1 SV=2,Q9Z0R4
m.911,192,6,2,3,1,0,0,-1.156,-1.6954,0,0.586768,0,Dynactin subunit 3 OS=Mus musculus GN=Dctn3 PE=2 SV=2,Q9Z0Y1
m.7211,854,1,0,0,0,0,0,0.177,0.2187,0.99849,0.50219,0.62117,V-type proton ATPase 116 kDa subunit a isoform 1 OS=Mus musculus GN=Atp6v0a1 PE=1 SV=3,Q9Z1G4
m.6129,534,0,1,3,1,0,0,-0.39,-0.5018,0.0334,0.642647,0.00171,Protein Red OS=Mus musculus GN=Ik PE=1 SV=2,Q9Z1M8
m.11536,523,1,0,3,1,2,4,0.547,0.9511,0.024939,0.000684,0.71904,Peroxisomal acyl-coenzyme A oxidase 1 OS=Cavia porcellus GN=ACOX1 PE=2 SV=1,Q9Z1N0
m.19593,255,1,2,0,0,0,0,-0.154,-0.1884,0.709028,0.661021,0.091577,"3_(2_),5_-bisphosphate nucleotidase 1 OS=Rattus norvegicus GN=Bpnt1 PE=1 SV=1",Q9Z1N4
m.1249,263,77,43,64,65,45,39,0.03,0.2574,0.994156,0.462853,0.651344,Chloride intracellular channel protein 1 OS=Mus musculus GN=Clic1 PE=1 SV=3,Q9Z1Q5
m.27813,362,10,3,12,11,8,8,0.321,1.2022,0.00023,0.000005,0.695865,PDZ domain-containing protein GIPC1 OS=Rattus norvegicus GN=Gipc1 PE=1 SV=2,Q9Z254
m.15842,285,0,0,0,0,1,0,0.135,0.1604,1,0.551742,0.56398,Solute carrier family 23 member 1 OS=Mus musculus GN=Slc23a1 PE=1 SV=2,Q9Z2J0
m.29808,242,30,35,30,23,22,23,-0.099,-0.6011,0.006955,0.634827,0.000315,Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1,Q9Z2U1
m.22551,320,1,1,0,1,1,1,0.11,0.128,1,0.574291,0.525887,Proline synthase co-transcribed bacterial homolog protein OS=Mus musculus GN=Prosc PE=1 SV=1,Q9Z2Y8
m.15083,267,0,1,0,0,0,0,0.198,0.2485,0.995209,0.472345,0.644923,Unknown,
m.12533,178,0,0,0,2,0,0,0.626,0.7857,0.216534,0.008387,0.734926,chondroitinase [Bacteroides finegoldii CAG:203],WP_022274969
m.5696,189,32,42,62,19,9,21,-0.792,-4.6872,0,0.562062,0,predicted protein [Nematostella vectensis],XP_001628544
m.33850,297,0,0,0,1,1,0,0.177,0.209,0.999534,0.511251,0.612656,predicted protein [Nematostella vectensis],XP_001630570
m.22122,295,2,0,0,0,0,1,-0.064,-0.0761,0.939196,0.651789,0.221498,PREDICTED: uncharacterized protein LOC100207194 [Hydra vulgaris],XP_002167785
m.24952,767,1,0,0,0,0,1,0.286,0.3271,0.987193,0.380293,0.692154,"PREDICTED: uncharacterized protein LOC100207559, partial [Hydra vulgaris]",XP_002168407
m.5358,207,12,0,0,0,0,0,-1.489,-2.1423,0,0.578573,0,PREDICTED: uncharacterized protein LOC100890748 [Strongylocentrotus purpuratus],XP_003728712
m.11063,151,4,7,5,8,10,8,0.719,2.2175,0,0,0.626148,PREDICTED: uncharacterized protein LOC101235613 [Hydra vulgaris],XP_004206966
m.9671,177,1,0,0,0,0,0,0.136,0.1508,1,0.558782,0.553165,PREDICTED: tumor necrosis factor ligand superfamily member 10-like [Chrysemys picta bellii],XP_005279217
m.9547,523,3,4,1,5,5,6,0.954,2.0113,0,0,0.637334,PREDICTED: uncharacterized protein LOC102806858 [Saccoglossus kowalevskii],XP_006815478
m.35249,116,0,0,0,1,0,0,0.135,0.1624,1,0.550237,0.566183,PREDICTED: uncharacterized protein LOC102803376 [Saccoglossus kowalevskii],XP_006816495
m.16332,202,0,1,0,2,1,0,0.41,0.5727,0.806758,0.089552,0.745203,PREDICTED: uncharacterized protein LOC100369350 [Saccoglossus kowalevskii],XP_006824774
m.10023,149,0,0,0,1,1,0,0.299,0.3487,0.984349,0.352326,0.701791,m.10023,
m.10164,157,1,1,0,1,0,0,0.184,0.2165,0.998677,0.504274,0.619273,m.10164,
m.10216,265,0,0,0,1,1,2,0.495,0.5935,0.761517,0.074331,0.745548,m.10216,
m.10254,141,2,1,8,5,3,3,0.206,0.4831,0.931136,0.1777,0.737879,m.10254,
m.10277,196,0,0,0,2,0,2,0.771,1.1017,0.001782,0.000043,0.70489,m.10277,
m.10353,112,0,0,0,1,0,0,0.204,0.2338,0.9967,0.487442,0.63365,m.10353,
m.10468,320,27,22,14,19,16,18,0.056,0.2941,0.990754,0.421073,0.674813,m.10468,
m.10613,219,1,1,0,0,0,0,0.102,0.1193,1,0.579773,0.514897,m.10613,
m.10645,257,1,4,0,0,0,0,-0.53,-0.7102,0.000976,0.627081,0.000039,m.10645,
m.107,99,14,20,11,18,13,16,0.261,1.2212,0.000152,0.000003,0.694203,m.107,
m.10763,330,0,0,0,1,1,1,0.088,0.0976,1,0.592443,0.486137,m.10763,
m.10901,228,1,2,0,1,1,1,-0.159,-0.2017,0.669752,0.661135,0.080825,m.10901,
m.11104,363,1,0,0,0,0,0,0.194,0.2339,0.996681,0.487342,0.63373,m.11104,
m.113,378,88,121,103,63,60,66,-0.267,-2.856,0,0.571031,0,m.113,
m.11369,202,4,6,12,1,1,1,-1.945,-2.8861,0,0.570778,0,m.11369,
m.11436,297,0,3,3,2,1,0,-0.404,-0.6643,0.002299,0.630219,0.000096,m.11436,
m.11439,174,3,1,0,0,0,0,-0.378,-0.5035,0.032575,0.642509,0.001664,m.11439,
m.1145,390,1,10,5,4,2,2,-0.468,-1.0022,0.000001,0.610674,0,m.1145,
m.11544,157,10,0,2,1,2,0,-1.042,-1.8238,0,0.584034,0,m.11544,
m.11706,165,2,0,0,4,3,3,1.235,2.1529,0,0,0.629488,m.11706,
m.11756,1226,1,0,0,0,0,0,0.116,0.1279,1,0.574355,0.525763,m.11756,
m.12035,180,2,4,3,5,6,5,0.853,2.092,0,0,0.632776,m.12035,
m.12085,276,0,0,0,1,0,0,0.204,0.2391,0.996279,0.482084,0.637812,m.12085,
m.1211,141,0,0,2,0,0,0,-0.053,-0.0646,0.952169,0.649796,0.238268,m.1211,
m.12124,155,9,23,1,12,11,11,0.264,1.0203,0.007954,0.000203,0.71245,m.12124,
m.12129,447,486,479,526,307,310,303,-0.244,-6.4518,0,0.558746,0,m.12129,
m.12223,174,1,0,0,0,0,0,0.237,0.2595,0.994093,0.460577,0.652816,m.12223,
m.12286,483,0,0,1,3,3,3,1.398,2.1264,0,0,0.630902,m.12286,
m.12573,256,0,0,0,1,0,0,0.154,0.1732,1,0.541871,0.57778,m.12573,
m.12576,162,0,0,1,1,0,0,0.226,0.2595,0.994093,0.460577,0.652816,m.12576,
m.12631,255,1,4,0,9,5,7,1.466,3.0513,0,0,0.595081,m.12631,
m.12648,162,9,12,7,5,3,5,-0.551,-1.5857,0,0.589458,0,m.12648,
m.12707,398,1,0,0,0,0,0,0.093,0.1095,1,0.585669,0.502142,m.12707,
m.12721,179,0,0,0,3,4,4,1.651,2.4012,0,0,0.61751,m.12721,
m.12724,296,4,0,0,2,3,3,0.551,1.0196,0.008051,0.000205,0.712516,m.12724,
m.12769,144,0,0,0,7,6,7,2.313,3.3816,0,0,0.587466,m.12769,
m.12773,329,0,1,0,0,0,0,0.212,0.2433,0.995825,0.477768,0.641033,m.12773,
m.12778,145,1,4,3,4,3,2,0.38,0.7581,0.283523,0.012053,0.737371,m.12778,
m.12781,500,1,2,0,0,0,0,-0.201,-0.2492,0.519295,0.660372,0.050026,m.12781,
m.12936,320,1,1,3,3,3,2,0.722,1.3209,0.000016,0,0.685752,m.12936,
m.12991,100,731,498,871,212,190,194,-1.02,-21.8256,0,0.556836,0,m.12991,
m.13039,212,0,0,1,0,2,2,0.743,1.0148,0.00875,0.000224,0.712968,m.13039,
m.13257,225,10,0,10,6,7,5,0.076,0.2305,0.997216,0.490733,0.631002,m.13257,
m.1334,391,0,0,0,0,1,0,0.225,0.2513,0.995059,0.469388,0.646977,m.1334,
m.13354,126,1,1,2,3,2,3,0.941,1.5054,0,0,0.671276,m.13354,
m.13471,151,7,6,7,11,15,14,0.922,3.1978,0,0,0.591379,m.13471,
m.13789,104,46,34,47,47,50,49,0.368,3.0824,0,0,0.594252,m.13789,
m.13862,447,42,47,21,35,31,31,0.117,0.8363,0.122904,0.004139,0.73017,m.13862,
m.13903,193,0,0,0,2,2,2,0.956,1.2896,0.000033,0.000001,0.688355,m.13903,
m.1408,226,28,19,28,15,17,19,-0.158,-0.8736,0.000032,0.617243,0.000001,m.1408,
m.141,436,91,128,103,101,113,110,0.24,3.1161,0,0,0.593379,m.141,
m.14201,145,1,0,3,1,0,0,-0.411,-0.4975,0.035571,0.642997,0.001831,m.14201,
m.14458,126,83,121,92,12,13,14,-1.798,-10.3708,0,0.557381,0,m.14458,
m.14602,310,1,3,6,0,0,0,-1.094,-1.5619,0,0.59009,0,m.14602,
m.14747,198,2,2,5,0,0,0,-0.929,-1.261,0,0.599709,0,m.14747,
m.1478,617,6,4,0,3,1,3,-0.273,-0.5551,0.014774,0.638375,0.000708,m.1478,
m.149,282,0,3,3,6,5,4,1.032,2.3021,0,0,0.622013,m.149,
m.1493,232,27,15,16,16,13,12,-0.12,-0.6029,0.006747,0.634692,0.000305,m.1493,
m.14976,555,1,1,1,3,0,3,1.104,1.5248,0,0,0.669824,m.14976,
m.15066,152,0,0,0,1,0,0,0.238,0.2592,0.994098,0.460903,0.652607,m.15066,
m.15079,260,49,39,59,52,49,50,0.259,2.304,0,0,0.621924,m.15079,
m.15114,369,10,5,0,6,1,2,-0.346,-0.8195,0.000105,0.620289,0.000004,m.15114,
m.15118,99,0,0,0,4,5,6,1.973,2.8343,0,0,0.601406,m.15118,
m.15139,435,214,210,239,110,99,94,-0.55,-8.0993,0,0.557844,0,m.15139,
m.15172,116,3,6,2,8,9,8,1.09,2.8175,0,0,0.601936,m.15172,
m.15303,441,2,0,2,1,2,2,0.222,0.3307,0.986828,0.375692,0.69385,m.15303,
m.15316,161,0,0,0,1,0,0,0.129,0.1623,1,0.550312,0.566074,m.15316,
m.15646,189,7,7,9,0,0,0,-1.935,-2.8981,0,0.570677,0,m.15646,
m.15674,554,2,3,3,0,0,0,-0.865,-1.243,0,0.600386,0,m.15674,
m.15697,123,1,7,0,0,0,0,-0.996,-1.2748,0,0.599199,0,m.15697,
m.15700,399,0,2,5,9,9,6,1.369,3.1614,0,0,0.592249,m.15700,
m.15750,815,2,4,1,0,0,0,-0.727,-0.9881,0.000002,0.611353,0,m.15750,
