Protein,Len,NO,NO,NO,ON,ON,ON,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,
m.9312,311,10,7,9,10,8,9,0.369,1.2598,0.001029,0.000044,0.691128,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Xenopus tropicalis GN=coq9 PE=2 SV=1",Q5RJV0
m.9319,314,11,11,9,14,10,5,0.24,0.9284,0.123352,0.00821,0.731631,Eukaryotic translation initiation factor 2 subunit 1 OS=Xenopus tropicalis GN=eif2s1 PE=2 SV=1,Q6GL89
m.9322,625,54,39,56,7,3,7,-1.878,-7.8655,0,0.592084,0,m.9322,
m.9330,588,56,50,64,65,22,53,0.115,0.9804,0.067002,0.004138,0.724654,m.9330,
m.9331,568,2,2,0,3,3,2,0.769,1.2453,0.001322,0.000058,0.692585,Extended synaptotagmin-3 OS=Xenopus tropicalis GN=esyt3 PE=2 SV=1,Q5M7N9
m.9335,625,0,0,0,0,0,0,0.274,0.3117,0.999839,0.551876,0.631632,Voltage-dependent calcium channel subunit alpha-2/delta-3 OS=Rattus norvegicus GN=Cacna2d3 PE=1 SV=1,Q8CFG5
m.9340,260,4,9,6,7,1,4,-0.191,-0.5335,0.009799,0.673597,0.000573,NADP-dependent malic enzyme OS=Mus musculus GN=Me1 PE=1 SV=2,P06801
m.9341,306,17,9,13,0,0,0,-2.379,-3.624,0,0.596651,0,Chymotrypsin-like protease CTRL-1 OS=Homo sapiens GN=CTRL PE=2 SV=1,P40313
m.9342,193,20,16,17,30,17,39,0.796,4.6596,0,0,0.597138,Rho-related GTP-binding protein RhoC OS=Gallus gallus GN=RHOC PE=1 SV=1,Q9PSX7
m.9358,224,0,0,0,0,0,1,0.224,0.2551,1,0.598043,0.581495,Eukaryotic translation initiation factor 3 subunit K OS=Nematostella vectensis GN=v1g170558 PE=3 SV=1,A7SGZ5
m.9363,503,3,3,2,2,3,0,0.005,0.009,0.960767,0.698653,0.248264,Uncharacterized protein YxaL OS=Bacillus subtilis (strain 168) GN=yxaL PE=1 SV=3,P42111
m.9366,437,6,5,4,3,2,0,-0.683,-1.3849,0,0.624715,0,Actin-binding LIM protein 3 OS=Homo sapiens GN=ABLIM3 PE=1 SV=3,O94929
m.9386,745,6,3,4,8,5,5,0.608,1.6579,0,0,0.660985,Predicted protein OS=Nematostella vectensis GN=v1g248372 PE=4 SV=1,3285191
m.9389,756,0,0,1,0,0,0,0.273,0.3021,0.999906,0.560471,0.623963,Bifunctional protein NCOAT OS=Rattus norvegicus GN=Mgea5 PE=1 SV=1,Q8VIJ5
m.9390,426,0,0,0,0,0,0,0.358,0.4157,1,0.438546,0.695694,Zygotic DNA replication licensing factor mcm6-B OS=Xenopus laevis GN=zmcm6-b PE=1 SV=1,Q7ZY18
m.9399,268,16,21,6,15,2,13,-0.063,-0.2573,0.289212,0.701001,0.025553,Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1,Q27433
m.940,484,16,11,15,21,23,16,0.656,3.3943,0,0,0.606657,Bleomycin hydrolase OS=Gallus gallus GN=BLMH PE=1 SV=1,P87362
m.9401,449,1,1,0,0,0,0,0.251,0.288,1,0.572521,0.612093,Stress-activated protein kinase JNK OS=Drosophila melanogaster GN=bsk PE=1 SV=1,P92208
m.9408,224,0,7,0,0,0,0,-0.834,-1.2542,0,0.629248,0,Predicted protein OS=Nematostella vectensis GN=v1g238751 PE=4 SV=1,3267537
m.9409,314,0,0,0,0,0,0,0.226,0.2608,1,0.593877,0.587092,Uncharacterized oxidoreductase MSMEG_2408/MSMEI_2347 OS=Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155) GN=MSMEG_2408 PE=1 SV=1,A0QV10
m.9411,328,24,12,9,0,2,1,-2.231,-4.2933,0,0.595034,0,Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1,Q27433
m.9419,124,2,0,1,1,5,0,0.906,1.3573,0.000172,0.000006,0.682161,"Single-stranded DNA-binding protein, mitochondrial OS=Drosophila melanogaster GN=mtSSB PE=1 SV=2",P54622
m.942,408,0,0,0,0,0,0,0.273,0.3333,1,0.53136,0.647715,Uncharacterized protein L662 OS=Acanthamoeba polyphaga mimivirus GN=MIMI_L662 PE=4 SV=1,Q5UQ60
m.9424,545,399,321,392,385,298,409,0.289,6.6795,0,0,0.592609,m.9424,
m.9431,161,43,53,63,43,23,32,-0.175,-1.5169,0,0.620815,0,40S ribosomal protein S17 OS=Bos taurus GN=RPS17 PE=2 SV=1,A5PK63
m.9432,802,15,6,9,5,5,9,-0.151,-0.5376,0.009205,0.673213,0.000536,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2,Q92626
m.9440,538,0,0,1,0,0,0,0.305,0.3565,1,0.507507,0.663269,SNW domain-containing protein 1 OS=Pongo abelii GN=SNW1 PE=2 SV=1,Q5R7R9
m.9443,895,1,2,0,1,1,0,-0.084,-0.1038,0.745713,0.708112,0.113339,Eukaryotic translation initiation factor 3 subunit A OS=Nematostella vectensis GN=v1g190699 PE=3 SV=2,A7SK48
m.9447,704,18,13,13,14,13,5,-0.003,-0.0108,0.9373,0.701607,0.220663,Neural cell adhesion molecule 1 OS=Gallus gallus GN=NCAM1 PE=1 SV=3,P13590
m.9463,205,12,6,10,5,4,4,-0.479,-1.3882,0,0.624609,0,Apolipoprotein D OS=Homo sapiens GN=APOD PE=1 SV=1,P05090
m.9469,119,0,0,0,0,0,0,0.311,0.3428,1,0.521819,0.654294,Guanine deaminase OS=Bacillus subtilis (strain 168) GN=guaD PE=1 SV=1,O34598
m.9470,281,0,1,0,1,3,0,0.853,1.1651,0.004944,0.000243,0.701261,Phosphoethanolamine N-methyltransferase 1 OS=Arabidopsis thaliana GN=NMT1 PE=2 SV=1,Q9FR44
m.9472,530,0,0,0,0,0,0,0.208,0.2361,1,0.611189,0.561928,Myocyte-specific enhancer factor 2A OS=Rattus norvegicus GN=Mef2a PE=1 SV=1,Q2MJT0
m.9474,609,3,1,2,5,4,4,1.098,2.1099,0,0,0.639187,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2",O76031
m.9478,1342,134,89,57,75,114,32,0.071,0.7851,0.455947,0.041967,0.748223,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,Q9Y490
m.948,269,25,34,37,21,9,10,-0.568,-2.9625,0,0.600537,0,Chymotrypsin-like elastase family member 3B OS=Homo sapiens GN=CELA3B PE=1 SV=3,P08861
m.9482,331,2,0,4,1,6,0,0.462,0.8482,0.276426,0.021441,0.741766,Serine racemase OS=Bos taurus GN=SRR PE=2 SV=1,A0JNI4
m.9483,562,0,0,0,1,0,1,0.26,0.2854,1,0.57467,0.609823,Glypican-4 OS=Mus musculus GN=Gpc4 PE=2 SV=2,P51655
m.949,153,32,29,42,27,12,3,-0.6,-3.3579,0,0.597896,0,Tryptase-2 OS=Ovis aries PE=2 SV=1,Q9XSM2
m.9498,636,3,0,2,2,1,3,0.29,0.4628,1,0.376785,0.715109,Predicted protein OS=Nematostella vectensis GN=v1g242619 PE=4 SV=1,3274122
m.9505,767,0,0,0,0,0,0,0.212,0.2353,1,0.611718,0.561073,Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens GN=ZZEF1 PE=1 SV=6,O43149
m.9508,415,0,0,0,0,0,0,0.382,0.4329,1,0.416575,0.703375,DnaJ homolog subfamily A member 2 OS=Bos taurus GN=DNAJA2 PE=2 SV=1,Q2HJ94
m.951,473,4,5,4,3,1,6,0.018,0.044,0.989639,0.691858,0.299608,Stromal membrane-associated protein 1 OS=Mus musculus GN=Smap1 PE=1 SV=1,Q91VZ6
m.9510,372,0,0,0,0,0,0,0.178,0.1848,1,0.641319,0.502135,Uncharacterized oxidoreductase YrbE OS=Bacillus subtilis (strain 168) GN=yrbE PE=3 SV=2,O05389
m.9511,681,15,14,14,9,14,3,-0.21,-0.8544,0.000028,0.648731,0.000001,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Rattus norvegicus GN=Gfpt1 PE=1 SV=3,P82808
m.9524,422,0,0,0,0,0,0,0.197,0.2279,1,0.616517,0.553049,Protein transport protein Sec61 subunit alpha isoform 2 OS=Mus musculus GN=Sec61a2 PE=2 SV=3,Q9JLR1
m.9527,577,0,1,2,2,2,0,0.573,0.8058,0.392437,0.033947,0.746328,Delta-1-pyrroline-5-carboxylate synthase OS=Pongo abelii GN=ALDH18A1 PE=2 SV=1,Q5R4M8
m.9533,242,0,0,0,0,0,0,0.251,0.2856,1,0.574506,0.609999,CD151 antigen OS=Bos taurus GN=CD151 PE=2 SV=1,Q3ZBH3
m.954,357,0,3,2,0,0,0,-0.559,-0.7008,0.00059,0.659369,0.000029,Quinone oxidoreductase-like protein 1 OS=Mus musculus GN=Cryzl1 PE=2 SV=1,Q921W4
m.9546,175,8,15,15,5,5,9,-0.398,-1.4038,0,0.624114,0,Elongation factor 1-beta OS=Xenopus laevis GN=eef1b PE=1 SV=3,P30151
m.9547,523,3,4,1,4,0,2,0.187,0.3352,1,0.529478,0.649054,PREDICTED: uncharacterized protein LOC102806858 [Saccoglossus kowalevskii],XP_006815478
m.9551,312,0,2,0,1,2,3,0.727,1.0753,0.018981,0.001044,0.712152,Tetratricopeptide repeat protein 38 OS=Danio rerio GN=ttc38 PE=3 SV=1,A3KPN8
m.9557,1256,0,0,0,1,2,1,0.527,0.6672,0.811686,0.119786,0.752358,Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3,P53992
m.9560,412,4,5,2,9,27,9,1.76,5.4801,0,0,0.593901,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,Q90744
m.9561,429,29,19,24,29,22,28,0.404,2.4674,0,0,0.626134,Eukaryotic initiation factor 4A-II OS=Rattus norvegicus GN=Eif4a2 PE=1 SV=1,Q5RKI1
m.9566,251,16,8,12,7,9,6,-0.209,-0.7441,0.000261,0.656156,0.000012,Charged multivesicular body protein 2a OS=Danio rerio GN=chmp2a PE=2 SV=1,Q7ZW25
m.9571,451,0,0,0,0,0,0,0.301,0.3299,1,0.534698,0.645288,Coagulation factor VIII OS=Canis familiaris GN=F8 PE=2 SV=1,O18806
m.9574,590,0,0,0,0,0,0,0.235,0.2603,1,0.594246,0.586606,Laminin subunit gamma-1 OS=Homo sapiens GN=LAMC1 PE=1 SV=3,P11047
m.9578,173,64,193,44,266,303,225,1.287,18.1206,0,0,0.590936,Beta gamma crystallin isoform 10 (Fragment) OS=Montipora capitata PE=2 SV=1,3300831
m.9583,214,1,0,0,0,0,0,0.232,0.2707,1,0.586388,0.596517,Serine/arginine-rich splicing factor 12 OS=Homo sapiens GN=SRSF12 PE=2 SV=1,Q8WXF0
m.9587,410,3,0,3,0,2,1,-0.362,-0.5287,0.010539,0.674049,0.000619,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Takifugu rubripes GN=gpd1 PE=3 SV=1",O57656
m.9591,560,0,0,0,0,0,1,0.189,0.2196,1,0.621706,0.543795,Calcium homeostasis endoplasmic reticulum protein OS=Mus musculus GN=Cherp PE=1 SV=1,Q8CGZ0
m.9595,223,155,152,204,114,60,77,-0.414,-5.105,0,0.59358,0,Peroxiredoxin-6 OS=Gallus gallus GN=PRDX6 PE=2 SV=3,Q5ZJF4
m.9596,217,0,1,0,1,1,1,0.384,0.4234,1,0.428805,0.699222,MOB kinase activator 1B OS=Mus musculus GN=Mob1b PE=1 SV=3,Q8BPB0
m.96,182,1,3,3,3,2,6,0.784,1.6076,0.000001,0,0.664057,DAZ-associated protein 2 OS=Rattus norvegicus GN=Dazap2 PE=3 SV=1,P60486
m.9604,530,6,30,2,0,5,1,-1.43,-3.2108,0,0.598794,0,Cholinesterase OS=Oryctolagus cuniculus GN=BCHE PE=2 SV=1,P21927
m.9611,446,1,0,0,0,0,0,0.255,0.2803,1,0.578817,0.605299,Protein casc4 OS=Xenopus laevis GN=casc4 PE=2 SV=1,Q32N32
m.9613,714,0,1,0,0,0,0,0.287,0.33,1,0.534601,0.64536,Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus GN=Eif3b PE=1 SV=1,Q8JZQ9
m.9614,496,0,0,0,0,0,0,0.21,0.2429,1,0.606614,0.569092,Acyloxyacyl hydrolase OS=Homo sapiens GN=AOAH PE=1 SV=1,P28039
m.9621,354,2,1,3,5,1,4,0.81,1.5795,0.000001,0,0.665841,m.9621,
m.9624,266,0,1,0,0,0,0,0.237,0.2806,1,0.578575,0.605567,High mobility group protein B3 OS=Mus musculus GN=Hmgb3 PE=2 SV=3,O54879
m.9628,960,11,5,12,34,7,6,0.824,3.3805,0,0,0.606811,Dihydropyrimidine dehydrogenase [NADP(+)] OS=Homo sapiens GN=DPYD PE=1 SV=2,Q12882
m.9648,303,0,0,0,0,0,0,0.276,0.3009,0.999893,0.561523,0.622981,Collagen alpha-1(XIV) chain OS=Mus musculus GN=Col14a1 PE=2 SV=2,Q80X19
m.965,551,51,31,42,33,28,30,-0.006,-0.0461,0.88047,0.705414,0.175142,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Danio rerio GN=sdha PE=2 SV=2",Q7ZVF3
m.9652,236,53,41,43,24,16,34,-0.318,-2.2575,0,0.6085,0,Retinal dehydrogenase 1 OS=Oryctolagus cuniculus GN=ALDH1A1 PE=2 SV=1,Q8MI17
m.9654,1097,0,2,0,0,0,0,-0.072,-0.0888,0.785326,0.707788,0.127782,Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A PE=1 SV=3,Q92614
m.9656,549,2,0,1,0,0,1,-0.016,-0.0199,0.92457,0.702761,0.208439,Protein CBFA2T3 OS=Homo sapiens GN=CBFA2T3 PE=1 SV=2,O75081
m.9657,704,0,0,0,1,0,0,0.247,0.2915,1,0.569593,0.615107,Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2,Q3UQ28
m.9666,288,16,135,41,20,0,46,-0.751,-5.3609,0,0.593162,0,m.9666,
m.9671,177,1,0,0,0,0,0,0.178,0.1917,1,0.637695,0.510755,PREDICTED: tumor necrosis factor ligand superfamily member 10-like [Chrysemys picta bellii],XP_005279217
m.9673,341,0,0,0,0,0,0,0.271,0.333,1,0.531656,0.647502,Ribose-phosphate pyrophosphokinase 2 OS=Xenopus laevis GN=prps2 PE=2 SV=1,Q7ZXC9
m.9683,138,0,0,0,0,0,0,0.191,0.2226,1,0.619853,0.54717,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_66129 PE=4 SV=1,3678521
m.9689,170,27,12,11,31,20,18,0.62,3.2849,0,0,0.607968,Prohibitin OS=Gallus gallus GN=PHB PE=1 SV=1,P84173
m.9698,154,0,0,0,0,0,0,0.301,0.3409,1,0.523752,0.653001,Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3,Q8TB22
m.9699,450,29,28,11,24,9,27,0.18,0.9742,0.072292,0.004502,0.725488,Tubulin alpha-1 chain OS=Aplysia californica PE=2 SV=1,Q8T6A5
m.9713,489,0,0,0,0,0,0,0.214,0.2444,1,0.605585,0.570649,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Gallus gallus GN=HMGCS1 PE=1 SV=1",P23228
m.9718,140,688,464,609,687,367,114,-0.094,-2.7652,0,0.602393,0,Histone H2A OS=Acropora formosa PE=3 SV=2,P35061
m.9719,128,1,0,0,0,0,0,0.264,0.3035,0.999885,0.559237,0.625103,Anaphase-promoting complex subunit 15 OS=Danio rerio GN=anapc15 PE=2 SV=1,F1QY75
m.972,503,1,0,2,0,1,0,-0.044,-0.0556,0.861706,0.706141,0.16383,Angiopoietin-1 receptor OS=Homo sapiens GN=TEK PE=1 SV=2,Q02763
m.9723,684,0,0,227,0,0,0,-4.254,-6.126,0,0.592447,0,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,Q8NDA2
m.9726,370,0,0,0,0,0,2,0.615,0.7347,0.617715,0.067957,0.75159,Nuclear inhibitor of protein phosphatase 1 OS=Mus musculus GN=Ppp1r8 PE=1 SV=1,Q8R3G1
m.9728,225,0,0,2,1,0,0,-0.041,-0.0517,0.86955,0.705857,0.168422,m.9728,
m.9734,585,3,4,1,6,4,4,0.909,2.0517,0,0,0.641578,Exportin-1 OS=Rattus norvegicus GN=Xpo1 PE=1 SV=1,Q80U96
m.9738,222,51,105,53,23,38,78,-0.096,-0.8752,0.000018,0.647444,0.000001,Glutathione S-transferase OS=Blattella germanica PE=1 SV=3,O18598
m.9739,308,0,0,0,0,0,0,0.198,0.2335,1,0.6129,0.559141,Carbonic anhydrase OS=Danio rerio GN=cahz PE=1 SV=2,Q92051
m.9740,719,0,0,0,0,1,0,0.184,0.2311,1,0.614462,0.556544,Caspase domain-containing protein OS=Xenococcus sp. PCC 7305 GN=Xen7305DRAFT_00036030 PE=4 SV=1,24392921
m.9741,712,14,41,0,0,0,2,-2.463,-4.4685,0,0.594626,0,L-amino-acid oxidase OS=Pseudechis australis PE=1 SV=1,Q4JHE1
m.9753,748,3,3,3,1,5,2,0.143,0.2941,1,0.567391,0.617318,Vesicle-fusing ATPase 1 OS=Drosophila melanogaster GN=comt PE=2 SV=1,P46461
m.9756,182,18,12,9,15,2,0,-0.507,-1.7679,0,0.615441,0,m.9756,
m.9764,290,0,0,0,0,0,0,0.236,0.2813,1,0.578011,0.606193,Tenascin-R OS=Homo sapiens GN=TNR PE=1 SV=3,Q92752
m.9774,382,14,11,5,23,12,10,0.713,3.0968,0,0,0.610763,"Alanine--glyoxylate aminotransferase 2, mitochondrial OS=Bos taurus GN=AGXT2 PE=2 SV=1",Q17QF0
m.9778,264,7,3,1,7,8,3,0.825,2.1831,0,0,0.636271,m.9778,
m.9779,278,5,7,6,9,6,6,0.465,1.4331,0.000037,0.000001,0.676064,m.9779,
m.9787,693,1,0,1,0,0,1,0.36,0.4166,1,0.437416,0.696114,Protein ELYS OS=Xenopus laevis GN=ahctf1 PE=1 SV=1,Q5U249
m.9798,528,0,0,0,0,0,0,0.289,0.3485,1,0.515943,0.6581,"Steroid 17-alpha-hydroxylase/17,20 lyase OS=Ictalurus punctatus GN=cyp17a1 PE=2 SV=1",O73853
m.9807,393,34,40,15,45,27,46,0.606,4.4096,0,0,0.598617,Putative glycosyltransferase OS=Micromonospora lupini str. Lupac 08 GN=MILUP08_30041 PE=4 SV=1,16955371
m.9808,239,0,0,1,0,0,1,0.339,0.3579,1,0.506009,0.664153,DnaJ homolog subfamily B member 2 OS=Mus musculus GN=Dnajb2 PE=1 SV=2,Q9QYI5
m.9816,202,20,22,24,37,12,14,0.262,1.5198,0.000006,0,0.669806,m.9816,
m.983,610,3,5,1,1,1,3,-0.389,-0.645,0.001598,0.663786,0.000083,Sodium- and chloride-dependent GABA transporter 2 OS=Homo sapiens GN=SLC6A13 PE=1 SV=3,Q9NSD5
m.9830,219,0,0,0,0,0,0,0.279,0.3075,0.999719,0.555675,0.628317,Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1,Q9Y5Z4
m.9837,123,0,0,0,0,0,0,0.261,0.2948,1,0.566794,0.617909,Pre-mRNA branch site protein p14 OS=Mus musculus GN=Sf3b14 PE=1 SV=1,P59708
m.985,403,0,0,0,0,0,0,0.269,0.3051,0.999815,0.557819,0.626395,Ethanolamine-phosphate cytidylyltransferase OS=Bos taurus GN=PCYT2 PE=2 SV=1,Q5EA75
m.9853,405,1,1,1,1,4,1,0.938,1.3091,0.000426,0.000017,0.686419,Cytohesin-1 OS=Homo sapiens GN=CYTH1 PE=1 SV=1,Q15438
m.9855,546,4,0,0,7,7,4,1.465,2.9332,0,0,0.613854,Annexin A7 OS=Homo sapiens GN=ANXA7 PE=1 SV=3,P20073
m.9863,516,1,0,1,2,0,1,0.536,0.7009,0.721303,0.091304,0.752593,Pre-B-cell leukemia transcription factor 1 OS=Mus musculus GN=Pbx1 PE=1 SV=2,P41778
m.9865,419,2,11,2,9,15,18,1.343,4.3679,0,0,0.598893,Deleted in malignant brain tumors 1 protein OS=Oryctolagus cuniculus GN=Dmbt1 PE=1 SV=2,Q95218
m.9871,485,0,0,0,0,0,0,0.301,0.3428,1,0.521819,0.654294,Hypoxia-inducible factor 1-alpha inhibitor OS=Danio rerio GN=hif1an PE=2 SV=2,P59723
m.9872,361,0,0,0,0,0,1,0.153,0.178,1,0.644768,0.493473,Cathepsin O OS=Homo sapiens GN=CTSO PE=2 SV=1,P43234
m.9873,222,15,25,28,0,11,10,-0.851,-3.2219,0,0.598723,0,Glutathione S-transferase OS=Blattella germanica PE=1 SV=3,O18598
m.9878,617,0,0,0,0,1,0,0.175,0.2029,1,0.631538,0.524372,SEC23-interacting protein OS=Mus musculus GN=Sec23ip PE=2 SV=2,Q6NZC7
m.9880,463,0,0,0,0,0,0,0.216,0.256,1,0.597392,0.582387,Piwi-like protein 2 OS=Danio rerio GN=piwil2 PE=1 SV=2,A2CEI6
m.9881,429,0,0,0,16,1,1,2.142,3.451,0,0,0.606056,Vacuolar protein sorting-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS1 PE=1 SV=2,P21576
m.9884,211,0,0,0,0,0,0,0.311,0.3533,1,0.510909,0.661226,"NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Canis familiaris GN=SIRT5 PE=3 SV=1",E2RDZ6
m.9886,890,9,8,10,12,5,3,-0.014,-0.0459,0.880863,0.705397,0.175384,m.9886,
m.9887,521,0,0,0,0,0,0,0.256,0.2825,1,0.577039,0.607262,Ubiquitin-associated protein 1 OS=Rattus norvegicus GN=Ubap1 PE=2 SV=1,Q5XIS7
m.9891,150,10,14,18,13,14,17,0.362,1.751,0,0,0.655692,Calmodulin OS=Paxillus involutus GN=calA PE=2 SV=3,Q8X187
m.9912,268,0,0,0,0,1,0,0.184,0.2129,1,0.625746,0.536131,V-type proton ATPase subunit D OS=Pongo abelii GN=ATP6V1D PE=2 SV=1,Q5RCS8
m.9915,347,0,1,0,0,0,0,0.271,0.3069,0.999676,0.556213,0.627838,Myotubularin OS=Pongo abelii GN=MTM1 PE=2 SV=1,Q5R9S3
m.9920,256,0,0,0,0,1,0,0.258,0.2986,0.999791,0.563525,0.621084,GMP synthase [glutamine-hydrolyzing] OS=Rattus norvegicus GN=Gmps PE=1 SV=1,Q4V7C6
m.9925,1408,0,0,0,1,1,1,0.268,0.2892,1,0.571522,0.613131,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1,A2AN08
m.9927,451,5,0,1,4,0,0,0.112,0.1883,1,0.639496,0.506529,Bifunctional 3_-phosphoadenosine 5_-phosphosulfate synthase OS=Urechis caupo PE=2 SV=1,Q27128
m.9935,160,1,2,8,0,4,5,0.161,0.3398,1,0.524866,0.652248,Calcium-regulated heat stable protein 1 OS=Homo sapiens GN=CARHSP1 PE=1 SV=2,Q9Y2V2
m.9939,196,14,14,23,17,10,15,0.109,0.5118,0.999958,0.308986,0.730449,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1,Q9UBQ0
m.9952,327,1,0,0,0,0,0,0.159,0.1778,1,0.644867,0.493216,Histone-lysine N-methyltransferase setd3 OS=Xenopus tropicalis GN=setd3 PE=2 SV=1,B7ZUF3
m.9955,392,0,1,0,0,1,0,0.204,0.2243,1,0.618793,0.549067,Hsp90 co-chaperone Cdc37 OS=Tetraodon fluviatilis GN=cdc37 PE=3 SV=1,Q9DGQ7
m.9956,418,1,2,0,0,0,2,0.26,0.3636,1,0.499837,0.667691,BRO1 domain-containing protein BROX OS=Xenopus tropicalis GN=brox PE=2 SV=1,A4IIL4
m.9957,415,98,65,112,94,53,76,0.092,1.0234,0.038677,0.002262,0.718904,Phosphoglycerate kinase 1 OS=Pongo abelii GN=PGK1 PE=2 SV=4,Q5NVB5
m.996,484,0,0,0,0,0,0,0.256,0.3118,0.999837,0.551785,0.631711,Tektin-2 OS=Homo sapiens GN=TEKT2 PE=1 SV=1,Q9UIF3
m.9960,137,0,0,0,0,0,0,0.297,0.3685,1,0.494444,0.670652,Mitotic-spindle organizing protein 2 OS=Bos taurus GN=MZT2 PE=2 SV=1,A5PJV8
m.9972,351,24,19,33,34,20,32,0.43,2.7424,0,0,0.618301,Cathepsin L OS=Drosophila melanogaster GN=Cp1 PE=2 SV=2,Q95029
m.9978,986,0,0,0,1,0,0,0.302,0.3338,1,0.530866,0.648068,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1,Q8IDX6
m.9983,124,1,0,0,0,1,0,0.273,0.3048,0.999832,0.558085,0.626154,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,P13667
m.9986,274,15,14,9,11,16,22,0.571,2.6217,0,0,0.621535,Proteasome subunit beta type-4 OS=Bos taurus GN=PSMB4 PE=1 SV=1,Q3T108
m.9987,752,1,0,0,0,0,0,0.258,0.3049,0.999827,0.557997,0.626234,Lysine-specific histone demethylase 1A OS=Mus musculus GN=Kdm1a PE=1 SV=2,Q6ZQ88
m.9990,280,0,1,0,0,0,0,0.348,0.4118,1,0.44342,0.693851,3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=1 SV=3,P25325
m.9992,283,0,5,0,4,2,0,0.288,0.5185,0.999224,0.299649,0.732215,DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1,Q96GG9
symbB1.EST_k37c20_10084|m.23354,961,5,1,3,5,1,4,0.397,0.8756,0.214067,0.015652,0.738461,symbB1.EST_k37c20_10084 g.23354  ORF symbB1.EST_k37c20_10084 g.23354 symbB1.EST_k37c20_10084 m.23354 type:internal len:962 (+) symbB1.EST_k37c20_10084:3-2885(+),
symbB1.EST_k37c20_10131|m.23447,349,2,0,1,0,1,0,-0.017,-0.0203,0.923989,0.702809,0.207909,symbB1.EST_k37c20_10131 g.23447  ORF symbB1.EST_k37c20_10131 g.23447 symbB1.EST_k37c20_10131 m.23447 type:5prime_partial len:349 (+) symbB1.EST_k37c20_10131:1-1047(+),
symbB1.EST_k37c20_10192|m.23590,575,6,4,2,4,6,0,0.229,0.551,0.983967,0.254976,0.739647,symbB1.EST_k37c20_10192 g.23590  ORF symbB1.EST_k37c20_10192 g.23590 symbB1.EST_k37c20_10192 m.23590 type:5prime_partial len:575 (-) symbB1.EST_k37c20_10192:60-1784(-),
symbB1.EST_k37c20_10199|m.23603,313,2,0,0,0,0,0,-0.084,-0.1039,0.745447,0.708113,0.113247,symbB1.EST_k37c20_10199 g.23603  ORF symbB1.EST_k37c20_10199 g.23603 symbB1.EST_k37c20_10199 m.23603 type:3prime_partial len:314 (+) symbB1.EST_k37c20_10199:43-981(+),
symbB1.EST_k37c20_10268|m.23756,772,0,0,0,0,0,0,0.278,0.3081,0.999757,0.555136,0.628794,symbB1.EST_k37c20_10268 g.23756  ORF symbB1.EST_k37c20_10268 g.23756 symbB1.EST_k37c20_10268 m.23756 type:5prime_partial len:772 (+) symbB1.EST_k37c20_10268:1-2316(+),
symbB1.EST_k37c20_1036|m.2331,146,20,25,34,16,6,14,-0.494,-2.5727,0,0.604626,0,symbB1.EST_k37c20_1036 g.2331  ORF symbB1.EST_k37c20_1036 g.2331 symbB1.EST_k37c20_1036 m.2331 type:complete len:146 (+) symbB1.EST_k37c20_1036:73-510(+),
