Protein,Len,NN,NN,NN,NO,NO,NO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE
symbB1.EST_k37c20_35331|m.73474,716,0,2,1,0,0,3,0.161,0.2201,1,1,0.853101,symbB1.EST_k37c20_35331 g.73474  ORF symbB1.EST_k37c20_35331 g.73474 symbB1.EST_k37c20_35331 m.73474 type:5prime_partial len:716 (-) symbB1.EST_k37c20_35331:2152-4299(-)
m.7348,315,47,45,53,52,24,31,-0.373,-2.9048,0.03827,0.993651,0.00807,Zonadhesin (Fragment) OS=Oryctolagus cuniculus GN=ZAN PE=2 SV=2
m.735,142,0,99,185,102,69,219,0.233,3.0225,0.008692,0.000923,0.990668,Ubiquitin-60S ribosomal protein L40 OS=Drosophila melanogaster GN=RpL40 PE=1 SV=2
symbB1.EST_k37c20_35485|m.73684,496,1,2,0,3,4,0,0.643,1.0469,1,0.812051,0.994357,symbB1.EST_k37c20_35485 g.73684  ORF symbB1.EST_k37c20_35485 g.73684 symbB1.EST_k37c20_35485 m.73684 type:5prime_partial len:496 (+) symbB1.EST_k37c20_35485:2-1489(+)
m.7372,521,2,1,0,0,0,1,-0.446,-0.5681,1,0.867209,1,Ran-binding protein 3 OS=Macaca fascicularis GN=RANBP3 PE=2 SV=1
m.7374,436,10,8,8,16,9,11,0.251,0.9687,1,0.897667,0.989568,Mitochondrial-processing peptidase subunit beta OS=Bos taurus GN=PMPCB PE=2 SV=1
m.7375,539,2,3,2,5,8,3,0.725,1.5162,1,0.343415,1,Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2
m.738,140,57,92,117,147,104,116,0.262,3.228,0.002694,0.000281,0.989746,Profilin OS=Clypeaster japonicus PE=1 SV=2
symbB1.EST_k37c20_35567|m.73809,393,1,2,0,1,4,0,0.321,0.4899,1,1,0.919442,symbB1.EST_k37c20_35567 g.73809  ORF symbB1.EST_k37c20_35567 g.73809 symbB1.EST_k37c20_35567 m.73809 type:5prime_partial len:393 (+) symbB1.EST_k37c20_35567:3-1181(+)
m.7382,319,0,0,0,1,2,2,0.457,0.6164,1,1,0.945755,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g99081 PE=4 SV=1
m.739,482,1,2,4,1,0,1,-1.023,-1.406,1,1,0.675535,Carboxypeptidase D (Fragment) OS=Lophonetta specularioides GN=CPD PE=1 SV=1
m.7395,220,0,0,1,1,0,0,-0.049,-0.0555,0.477102,1,0.905308,Protein CWC15 homolog A OS=Xenopus laevis GN=cwc15-a PE=2 SV=1
m.7404,524,430,386,396,410,399,547,0.036,0.8928,1,0.981642,0.983465,Protein disulfide-isomerase 2 OS=Caenorhabditis elegans GN=pdi-2 PE=1 SV=1
m.7417,349,0,0,0,0,1,0,-0.14,-0.1626,0.451936,0.946611,1,Dual specificity mitogen-activated protein kinase kinase 6 OS=Homo sapiens GN=MAP2K6 PE=1 SV=1
m.742,625,5,0,1,3,1,1,-0.446,-0.7249,1,0.909182,1,Protein Shroom2 OS=Xenopus tropicalis GN=shroom2 PE=2 SV=1
m.7420,427,1,0,0,0,0,0,-0.167,-0.1927,0.465468,0.917277,1,Hepatocyte nuclear factor 4-gamma OS=Homo sapiens GN=HNF4G PE=1 SV=3
m.7422,586,0,0,0,0,1,0,-0.097,-0.1173,0.448597,1,0.965593,A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Mus musculus GN=Adamts18 PE=2 SV=2
m.7426,502,95,94,91,101,100,115,0.032,0.3639,1,1,0.887995,Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2
symbB1.EST_k37c20_35923|m.74384,408,3,2,1,0,3,3,0.1,0.1729,1,1,0.845711,symbB1.EST_k37c20_35923 g.74384  ORF symbB1.EST_k37c20_35923 g.74384 symbB1.EST_k37c20_35923 m.74384 type:complete len:408 (-) symbB1.EST_k37c20_35923:102-1325(-)
symbB1.EST_k37c20_3137|m.7441,137,0,5,5,0,4,6,-0.092,-0.2026,0.471978,0.908651,1,symbB1.EST_k37c20_3137 g.7441  ORF symbB1.EST_k37c20_3137 g.7441 symbB1.EST_k37c20_3137 m.7441 type:complete len:137 (-) symbB1.EST_k37c20_3137:112-522(-)
symbB1.EST_k37c20_3138|m.7442,296,3,7,10,4,10,6,-0.089,-0.2785,0.560081,0.858999,1,symbB1.EST_k37c20_3138 g.7442  ORF symbB1.EST_k37c20_3138 g.7442 symbB1.EST_k37c20_3138 m.7442 type:5prime_partial len:296 (-) symbB1.EST_k37c20_3138:476-1363(-)
m.745,243,45,43,61,56,58,60,0.079,0.7038,1,1,0.960572,Actin-related protein 2/3 complex subunit 2 OS=Drosophila melanogaster GN=Arpc2 PE=2 SV=2
m.7451,145,2,0,0,0,0,0,-0.401,-0.5211,1,0.855297,1,ADAMTS-like protein 1 OS=Homo sapiens GN=ADAMTSL1 PE=1 SV=4
m.7457,110,18,20,23,23,19,28,0.057,0.3173,1,1,0.875646,Sorting nexin-12 OS=Homo sapiens GN=SNX12 PE=1 SV=3
m.7461,430,34,68,48,44,73,54,0.048,0.4303,1,1,0.905083,"Fumarate hydratase, mitochondrial OS=Danio rerio GN=fh PE=2 SV=1"
m.7463,129,1,2,0,2,3,2,0.495,0.7093,1,1,0.961292,"Fumarate hydratase, mitochondrial OS=Mus musculus GN=Fh PE=1 SV=3"
symbB1.EST_k37c20_36108|m.74654,758,0,0,0,1,0,0,-0.162,-0.188,0.46274,0.921803,1,symbB1.EST_k37c20_36108 g.74654  ORF symbB1.EST_k37c20_36108 g.74654 symbB1.EST_k37c20_36108 m.74654 type:complete len:758 (+) symbB1.EST_k37c20_36108:58-2331(+)
m.7469,537,3,3,3,4,1,10,0.43,0.9679,1,0.900287,0.9894,NGFI-A-binding protein 2 OS=Mus musculus GN=Nab2 PE=1 SV=2
m.7470,329,0,0,2,3,1,1,0.159,0.2217,1,1,0.853555,Ubiquitin fusion degradation protein 1 homolog OS=Homo sapiens GN=UFD1L PE=1 SV=3
symbB1.EST_k37c20_3155|m.7489,688,1,0,0,2,3,0,0.61,0.7833,1,1,0.971446,symbB1.EST_k37c20_3155 g.7489  ORF symbB1.EST_k37c20_3155 g.7489 symbB1.EST_k37c20_3155 m.7489 type:5prime_partial len:688 (-) symbB1.EST_k37c20_3155:125-2188(-)
m.750,800,0,1,5,0,4,1,-0.229,-0.3997,0.879897,0.83677,1,L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2
m.7509,441,3,7,4,10,4,9,0.452,1.311,1,0.536771,1,Apoptosis-inducing factor 2 OS=Taeniopygia guttata GN=AIFM2 PE=2 SV=1
m.7513,255,21,21,0,51,14,0,0.369,1.9858,0.395504,0.080542,1,m.7513
m.7527,791,22,6,27,26,7,21,-0.092,-0.4853,1,0.84753,1,Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4
m.753,343,26,23,6,15,21,7,-0.318,-1.5467,1,1,0.534544,"Agmatinase, mitochondrial OS=Gallus gallus GN=AGMAT PE=2 SV=1"
m.7561,417,0,3,11,5,7,3,-0.045,-0.1109,0.449749,1,0.960141,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Bos taurus GN=CAMK2D PE=2 SV=1
symbB1.EST_k37c20_3194|m.7561,532,4,10,14,8,14,16,0.233,0.9109,1,0.96323,0.984934,symbB1.EST_k37c20_3194 g.7561  ORF symbB1.EST_k37c20_3194 g.7561 symbB1.EST_k37c20_3194 m.7561 type:5prime_partial len:532 (+) symbB1.EST_k37c20_3194:2-1597(+)
m.7570,532,0,0,1,0,0,0,-0.069,-0.077,0.462683,1,0.923585,Xanthine dehydrogenase/oxidase OS=Gallus gallus GN=XDH PE=1 SV=1
m.7577,436,0,0,1,0,1,0,-0.21,-0.2411,0.507746,0.878172,1,TBC1 domain family member 2B OS=Mus musculus GN=Tbc1d2b PE=1 SV=2
m.7582,540,1,1,4,2,6,1,0.367,0.7077,1,1,0.961292,Syntaxin-binding protein 1 OS=Gallus gallus GN=STXBP1 PE=2 SV=1
m.7588,415,2,8,6,9,8,12,0.534,1.6512,0.980557,0.240115,1,Carboxypeptidase A2 OS=Homo sapiens GN=CPA2 PE=1 SV=3
m.7592,467,52,47,38,59,29,35,-0.191,-1.4928,1,1,0.586,Dipeptidyl peptidase 1 (Fragment) OS=Canis familiaris GN=CTSC PE=1 SV=1
m.7593,596,16,18,7,11,6,10,-0.508,-2.1054,0.454775,1,0.141917,Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=2
m.7595,1291,85,156,227,171,106,182,-0.094,-1.374,1,1,0.710324,Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1
m.760,542,1,2,2,3,4,0,0.426,0.7161,1,1,0.962357,m.760
m.7600,469,0,1,1,1,0,0,-0.112,-0.1263,0.447664,0.993907,0.976908,UPF0505 protein C16orf62 homolog OS=Mus musculus PE=2 SV=2
m.7601,151,2,0,0,0,0,0,-0.476,-0.5831,1,0.870988,1,m.7601
m.7602,173,0,0,2,0,0,0,-0.352,-0.4409,1,0.840091,1,m.7602
m.7612,380,2,0,1,3,0,1,0.181,0.2553,1,1,0.860562,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2
m.7626,466,1,1,4,2,0,0,-0.575,-0.8359,1,0.935199,1,Hexokinase-2 OS=Rattus norvegicus GN=Hk2 PE=1 SV=1
m.7628,331,0,0,0,1,0,0,-0.146,-0.1756,0.456649,0.933752,1,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g52158 PE=4 SV=1
m.7633,286,0,0,0,0,0,1,-0.085,-0.1039,0.451471,1,0.952216,m.7633
m.7637,482,6,5,4,6,7,7,0.228,0.6528,1,1,0.952108,Glutaredoxin OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=grx PE=3 SV=1
m.7643,141,1,0,0,0,0,0,-0.114,-0.1369,0.447576,0.978124,0.991804,Mediator of RNA polymerase II transcription subunit 22 OS=Danio rerio GN=med22 PE=2 SV=1
m.7644,222,0,1,1,1,0,2,0.181,0.2348,1,1,0.85593,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1
symbB1.EST_k37c20_37308|m.76453,115,6,2,8,7,6,5,0.005,0.0146,0.562272,1,0.863894,symbB1.EST_k37c20_37308 g.76453  ORF symbB1.EST_k37c20_37308 g.76453 symbB1.EST_k37c20_37308 m.76453 type:5prime_partial len:115 (+) symbB1.EST_k37c20_37308:1-345(+)
m.7647,1472,0,3,0,1,5,0,0.266,0.4469,1,1,0.909211,Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2
m.765,688,1,6,1,5,2,0,-0.115,-0.2272,0.492846,0.887819,1,Mannan-binding lectin serine protease 1 OS=Rattus norvegicus GN=Masp1 PE=1 SV=2
m.7660,262,2,7,5,1,13,4,0.195,0.536,1,1,0.929561,3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=fabG PE=3 SV=1
m.7663,465,6,13,12,13,10,10,-0.024,-0.0988,0.45303,1,0.947104,Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus GN=Dync1li2 PE=1 SV=2
m.7667,285,14,24,23,35,26,19,0.205,1.135,1,0.71784,0.998215,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Gallus gallus GN=SDHB PE=1 SV=1"
m.7674,481,46,53,22,37,48,16,-0.258,-1.9544,0.662447,1,0.213215,"Glutathione reductase, mitochondrial OS=Mus musculus GN=Gsr PE=1 SV=3"
m.7691,358,0,1,0,0,1,0,-0.18,-0.2077,0.475745,0.90256,1,D-arabinitol dehydrogenase 1 OS=Uromyces fabae GN=ARD1 PE=1 SV=1
m.77,597,113,89,95,113,95,139,0.08,1.0262,1,0.835275,0.993188,Alpha-adducin OS=Rattus norvegicus GN=Add1 PE=2 SV=2
m.772,418,16,34,41,41,61,33,0.319,2.4424,0.064222,0.01433,0.996218,Actin-related protein 3 OS=Rattus norvegicus GN=Actr3 PE=1 SV=1
m.7741,384,184,351,211,235,341,257,0.045,0.8495,1,1,0.97907,m.7741
m.7744,503,21,14,22,28,5,16,-0.222,-1.1345,1,0.984303,0.973159,Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1
m.7748,455,0,0,1,0,2,0,0.236,0.3042,1,1,0.872016,Flavin-containing monooxygenase FMO GS-OX3 OS=Arabidopsis thaliana GN=FMOGS-OX3 PE=2 SV=1
m.7751,288,13,19,19,19,20,36,0.309,1.7828,0.764401,0.160007,1,Thrombospondin-2 OS=Bos taurus GN=THBS2 PE=2 SV=2
m.7770,273,0,0,0,0,1,0,-0.155,-0.1766,0.457077,0.933749,1,Nuclear cap-binding protein subunit 1 OS=Homo sapiens GN=NCBP1 PE=1 SV=1
m.7798,205,1,1,1,2,1,1,0.188,0.2487,1,1,0.858972,Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1
symbB1.EST_k37c20_3283|m.7800,496,2,2,5,1,8,7,0.515,1.2319,1,0.616167,1,symbB1.EST_k37c20_3283 g.7800  ORF symbB1.EST_k37c20_3283 g.7800 symbB1.EST_k37c20_3283 m.7800 type:5prime_partial len:496 (-) symbB1.EST_k37c20_3283:145-1632(-)
m.7819,226,1,1,2,2,1,2,0.11,0.1516,0.953085,1,0.843717,UDP-glucose:glycoprotein glucosyltransferase 2 OS=Homo sapiens GN=UGGT2 PE=1 SV=4
m.782,388,185,211,309,234,145,223,-0.233,-4.2171,0.000042,0.987103,0.000004,Arginine kinase OS=Anthopleura japonicus PE=1 SV=1
m.7823,187,0,5,1,0,2,0,-0.661,-0.9987,1,0.966058,1,Putative maltase-glucoamylase-like protein FLJ16351 OS=Homo sapiens PE=2 SV=1
m.783,232,0,1,1,2,1,2,0.479,0.6101,1,1,0.944426,EF-hand calcium-binding domain-containing protein 1 OS=Xenopus laevis GN=efcab1 PE=2 SV=1
m.7834,739,1,2,6,6,3,1,0.094,0.1953,1,1,0.848597,Dynactin subunit 1 OS=Xenopus laevis GN=dctn1 PE=2 SV=1
m.7836,367,6,6,7,5,6,10,0.004,0.0128,0.559264,1,0.864914,S-adenosylmethionine synthase isoform type-1 OS=Homo sapiens GN=MAT1A PE=1 SV=2
m.784,162,5,5,6,6,1,6,-0.294,-0.7527,1,0.91577,1,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10007637 PE=4 SV=1
m.7866,258,1,0,1,2,2,1,0.441,0.5959,1,1,0.941711,Coiled-coil domain-containing protein 22 homolog OS=Nematostella vectensis GN=v1g180167 PE=3 SV=1
m.787,428,54,97,46,48,125,55,0.074,0.7287,1,1,0.964092,Multifunctional protein ADE2 OS=Gallus gallus GN=AIRC PE=2 SV=1
m.7887,147,1,1,1,1,2,0,0.285,0.3462,1,1,0.883034,Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Pongo abelii GN=FKBP14 PE=2 SV=1
m.789,775,0,0,1,1,1,2,0.147,0.1999,1,1,0.849342,Rho guanine nucleotide exchange factor 7 OS=Homo sapiens GN=ARHGEF7 PE=1 SV=2
m.79,1706,0,0,3,1,0,0,-0.64,-0.8632,1,0.941281,1,Dystroglycan OS=Bos taurus GN=DAG1 PE=1 SV=1
m.7906,339,0,0,0,0,1,0,-0.073,-0.0831,0.459494,1,0.930284,Rhs family protein OS=Salmonella enterica subsp. enterica serovar Muenchen str. baa1674 GN=SEEM1674_20224 PE=4 SV=1
m.791,133,0,0,0,0,1,0,-0.191,-0.2054,0.47401,0.904557,1,m.791
symbB1.EST_k37c20_39215|m.79182,259,1,2,0,1,0,0,-0.445,-0.5463,1,0.861089,1,symbB1.EST_k37c20_39215 g.79182  ORF symbB1.EST_k37c20_39215 g.79182 symbB1.EST_k37c20_39215 m.79182 type:5prime_partial len:259 (+) symbB1.EST_k37c20_39215:3-779(+)
m.792,129,1,0,0,0,0,0,-0.029,-0.0334,0.497318,1,0.88969,Predicted protein OS=Nematostella vectensis GN=v1g237353 PE=4 SV=1
m.793,584,0,0,0,0,1,3,0.423,0.5867,1,1,0.940325,C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4
symbB1.EST_k37c20_3326|m.7935,316,0,0,7,3,0,4,-0.259,-0.5625,1,0.865346,1,symbB1.EST_k37c20_3326 g.7935  ORF symbB1.EST_k37c20_3326 g.7935 symbB1.EST_k37c20_3326 m.7935 type:internal len:317 (-) symbB1.EST_k37c20_3326:3-950(-)
m.7945,324,0,3,1,2,3,4,0.545,0.9269,1,0.944831,0.986326,Retinol dehydrogenase 10-B OS=Danio rerio GN=rdh10b PE=2 SV=2
m.7959,492,0,0,0,1,0,0,-0.091,-0.1054,0.451059,1,0.952214,Receptor-type tyrosine-protein phosphatase S OS=Rattus norvegicus GN=Ptprs PE=1 SV=2
m.7974,155,0,2,8,13,0,4,0.411,1.0839,1,0.773609,0.996095,m.7974
m.7976,169,0,1,0,0,3,0,0.426,0.565,1,1,0.935561,Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1
symbB1.EST_k37c20_3355|m.8002,163,2,14,18,15,13,19,0.254,1.1896,1,0.660422,0.999958,symbB1.EST_k37c20_3355 g.8002  ORF symbB1.EST_k37c20_3355 g.8002 symbB1.EST_k37c20_3355 m.8002 type:5prime_partial len:163 (-) symbB1.EST_k37c20_3355:226-714(-)
m.8003,356,90,90,73,53,83,66,-0.292,-3.1657,0.013804,0.991061,0.002456,Aldose 1-epimerase OS=Bos taurus GN=GALM PE=2 SV=1
m.8017,724,1,1,2,3,3,4,0.86,1.4182,1,0.433076,1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog OS=Mus musculus GN=Malt1 PE=1 SV=2
m.8022,818,0,1,0,1,0,0,-0.014,-0.0164,0.516855,1,0.879311,GRIP and coiled-coil domain-containing protein 2 OS=Rattus norvegicus GN=Gcc2 PE=1 SV=1
m.8023,472,0,1,0,0,0,0,-0.155,-0.1792,0.458248,0.928866,1,Coiled-coil domain-containing protein 91 OS=Rattus norvegicus GN=Ccdc91 PE=2 SV=1
m.8025,347,0,0,0,1,0,0,-0.096,-0.1096,0.450034,1,0.957464,Transcription factor E2F5 OS=Homo sapiens GN=E2F5 PE=1 SV=1
symbB1.EST_k37c20_3367|m.8026,143,1,7,4,6,6,6,0.341,0.9029,1,0.971119,0.984314,symbB1.EST_k37c20_3367 g.8026  ORF symbB1.EST_k37c20_3367 g.8026 symbB1.EST_k37c20_3367 m.8026 type:5prime_partial len:143 (-) symbB1.EST_k37c20_3367:54-482(-)
m.8032,116,1,3,7,2,3,6,-0.084,-0.1812,0.459201,0.928862,1,Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1
symbB1.EST_k37c20_3378|m.8052,1598,0,0,0,1,0,1,-0.157,-0.1925,0.465348,0.917278,1,symbB1.EST_k37c20_3378 g.8052  ORF symbB1.EST_k37c20_3378 g.8052 symbB1.EST_k37c20_3378 m.8052 type:complete len:1598 (-) symbB1.EST_k37c20_3378:423-5216(-)
m.8070,110,3,1,1,1,3,1,-0.125,-0.1912,0.464568,0.91728,1,Lysosomal thioesterase PPT2 OS=Bos taurus GN=PPT2 PE=2 SV=1
m.8075,430,1,2,0,4,3,0,0.664,1.0593,1,0.799202,0.994964,Predicted protein OS=Nematostella vectensis GN=v1g246689 PE=4 SV=1
m.8087,152,0,0,1,0,0,0,-0.129,-0.1477,0.44862,0.966151,1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Macaca fascicularis GN=NGLY1 PE=2 SV=1
m.809,141,3,3,1,0,4,5,0.33,0.6541,1,1,0.952515,Elongation factor 1-beta OS=Xenopus laevis GN=eef1b PE=1 SV=3
m.81,504,5,7,18,7,9,18,0.045,0.1922,1,1,0.848235,UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus GN=Uap1 PE=1 SV=1
m.8103,997,1,1,1,3,1,2,0.688,0.9909,1,0.874199,0.991016,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1
m.8138,1023,0,0,0,0,1,0,-0.008,-0.0091,0.526374,1,0.875319,Zinc finger FYVE domain-containing protein 16 OS=Mus musculus GN=Zfyve16 PE=1 SV=2
symbB1.EST_k37c20_40880|m.81403,200,10,14,8,9,18,8,0.02,0.0917,0.740132,1,0.844243,symbB1.EST_k37c20_40880 g.81403  ORF symbB1.EST_k37c20_40880 g.81403 symbB1.EST_k37c20_40880 m.81403 type:complete len:200 (-) symbB1.EST_k37c20_40880:111-710(-)
m.8149,654,1,0,0,0,2,0,0.192,0.2441,1,1,0.857937,L-ascorbate oxidase OS=Cucumis sativus PE=1 SV=1
m.816,328,0,0,0,0,0,1,-0.069,-0.0813,0.460395,1,0.928016,Zinc metalloproteinase nas-4 OS=Caenorhabditis elegans GN=nas-4 PE=2 SV=4
m.8180,154,2,1,1,5,2,1,0.628,1.0259,1,0.835273,0.993188,Alpha/beta hydrolase domain-containing protein 14B OS=Mus musculus GN=Abhd14b PE=2 SV=1
m.8203,109,1,2,1,2,0,0,-0.1,-0.1348,0.447507,0.981208,0.988759,Uncharacterized protein OS=Strigamia maritima PE=4 SV=1
m.8207,116,0,0,2,2,0,1,-0.122,-0.1612,0.451537,0.949292,1,m.8207
m.8222,467,46,63,105,93,99,93,0.215,2.4312,0.067469,0.015032,0.996387,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Bos taurus GN=IDH2 PE=1 SV=2"
m.8227,922,0,2,0,1,5,0,0.518,0.7397,1,1,0.965778,Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1
m.8231,396,2,0,1,2,0,0,-0.146,-0.1876,0.46252,0.921805,1,CUE domain-containing protein 1 OS=Homo sapiens GN=CUEDC1 PE=1 SV=1
m.8232,523,10,18,17,13,20,24,0.144,0.704,1,1,0.960572,Xaa-Pro aminopeptidase 1 OS=Mus musculus GN=Xpnpep1 PE=2 SV=1
m.8233,1215,99,213,147,147,249,155,0.113,1.8815,0.571868,0.11529,1,Formate acetyltransferase 2 OS=Escherichia coli (strain K12) GN=pflD PE=3 SV=1
m.8236,303,1,7,3,1,1,1,-1.57,-2.1431,0.418212,1,0.127445,Transmembrane protease serine 5 OS=Homo sapiens GN=TMPRSS5 PE=1 SV=2
m.8241,512,5,3,2,3,2,1,-0.602,-1.1609,1,0.987361,0.941211,SH2 domain-containing adapter protein B OS=Homo sapiens GN=SHB PE=1 SV=2
m.8246,632,0,0,0,0,2,1,0.167,0.2036,1,1,0.850119,Predicted protein OS=Nematostella vectensis GN=v1g119730 PE=4 SV=1
m.8265,286,0,0,1,0,0,0,-0.099,-0.109,0.45017,1,0.957464,m.8265
symbB1.EST_k37c20_41902|m.82682,468,0,0,5,0,2,0,-0.674,-1.0779,1,0.977696,1,symbB1.EST_k37c20_41902 g.82682  ORF symbB1.EST_k37c20_41902 g.82682 symbB1.EST_k37c20_41902 m.82682 type:3prime_partial len:469 (+) symbB1.EST_k37c20_41902:112-1515(+)
m.8323,199,0,0,0,0,0,1,-0.21,-0.2422,0.509029,0.878168,1,Ubiquinone biosynthesis protein COQ7 homolog OS=Homo sapiens GN=COQ7 PE=1 SV=3
m.834,558,1,0,0,0,0,0,-0.096,-0.1048,0.451224,1,0.952214,"Presequence protease, mitochondrial OS=Pongo abelii GN=PITRM1 PE=2 SV=1"
symbB1.EST_k37c20_389|m.834,340,0,0,0,3,1,0,0.509,0.6667,1,1,0.954516,symbB1.EST_k37c20_389 g.834  ORF symbB1.EST_k37c20_389 g.834 symbB1.EST_k37c20_389 m.834 type:3prime_partial len:341 (+) symbB1.EST_k37c20_389:628-1647(+)
m.8342,908,86,106,107,113,117,82,-0.028,-0.3641,0.759545,0.837583,1,Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2
m.8346,1058,1,0,2,2,0,0,-0.128,-0.1703,0.454523,0.938787,1,Mucin-4 OS=Homo sapiens GN=MUC4 PE=1 SV=4
symbB1.EST_k37c20_42597|m.83523,1158,0,2,1,3,0,2,0.318,0.4484,1,1,0.909211,symbB1.EST_k37c20_42597 g.83523  ORF symbB1.EST_k37c20_42597 g.83523 symbB1.EST_k37c20_42597 m.83523 type:5prime_partial len:1158 (+) symbB1.EST_k37c20_42597:1-3474(+)
m.8374,341,0,0,0,0,2,0,0.161,0.2011,1,1,0.849725,Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1
m.8376,1390,0,0,13,4,4,1,-0.62,-1.3512,1,1,0.732947,Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4
symbB1.EST_k37c20_43080|m.84062,431,9,3,0,19,0,16,0.982,2.9258,0.012862,0.001569,0.99117,symbB1.EST_k37c20_43080 g.84062  ORF symbB1.EST_k37c20_43080 g.84062 symbB1.EST_k37c20_43080 m.84062 type:3prime_partial len:432 (+) symbB1.EST_k37c20_43080:39-1331(+)
m.8408,465,0,0,0,0,0,1,-0.046,-0.0551,0.47742,1,0.905309,Vacuolar protein sorting-associated protein 13C OS=Homo sapiens GN=VPS13C PE=1 SV=1
symbB1.EST_k37c20_3550|m.8423,118,0,0,0,0,1,0,-0.118,-0.1311,0.447489,0.987485,0.982767,symbB1.EST_k37c20_3550 g.8423  ORF symbB1.EST_k37c20_3550 g.8423 symbB1.EST_k37c20_3550 m.8423 type:internal len:119 (+) symbB1.EST_k37c20_3550:1-354(+)
m.8474,133,0,0,0,0,0,1,0.001,0.0014,0.541312,1,0.869246,Intraflagellar transport protein 20 homolog OS=Danio rerio GN=ift20 PE=2 SV=1
m.849,171,22,57,47,40,50,39,-0.045,-0.3613,0.75104,0.837788,1,Myosin regulatory light polypeptide 9 OS=Bos taurus GN=MYL9 PE=2 SV=3
m.8493,227,0,3,3,4,0,2,-0.083,-0.1474,0.448577,0.966151,1,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2
m.853,520,0,0,1,0,0,0,-0.176,-0.2097,0.477303,0.902553,1,Deformed epidermal autoregulatory factor 1 homolog OS=Rattus norvegicus GN=Deaf1 PE=1 SV=1
m.8545,112,0,0,0,1,0,0,-0.172,-0.2045,0.473352,0.906586,1,m.8545
m.858,537,2,3,7,6,7,5,0.346,0.9091,1,0.965861,0.984728,"Glutamate dehydrogenase, mitochondrial OS=Chaenocephalus aceratus GN=glud1 PE=1 SV=1"
m.8594,352,46,34,38,40,36,40,-0.094,-0.7474,1,0.914588,1,CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus GN=Cuzd1 PE=2 SV=2
symbB1.EST_k37c20_44997|m.85943,208,0,0,0,1,0,0,-0.192,-0.2036,0.472697,0.906589,1,symbB1.EST_k37c20_44997 g.85943  ORF symbB1.EST_k37c20_44997 g.85943 symbB1.EST_k37c20_44997 m.85943 type:5prime_partial len:208 (+) symbB1.EST_k37c20_44997:2-625(+)
m.860,473,27,24,6,29,23,26,0.233,1.3191,1,0.529679,1,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Bos taurus GN=UQCRC2 PE=1 SV=2"
m.8607,785,0,0,0,0,0,1,-0.035,-0.0405,0.490203,1,0.894608,Exportin-2 OS=Oreochromis niloticus GN=cse1l PE=2 SV=1
m.8609,175,0,0,0,0,5,0,0.853,1.1491,1,0.70277,0.998713,Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1
m.8622,179,2,2,0,3,4,0,0.427,0.7351,1,1,0.96511,Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1
