PROTID,UniprotID,Name
m.6200,Q60803,TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=2                   
m.6201,O89110,Caspase-8 OS=Mus musculus GN=Casp8 PE=1 SV=1                      
m.6202,Q6DJM7,Cyclin-dependent kinase 14 OS=Xenopus laevis GN=cdk14 PE=2 SV=1                    
m.6203,Q5R7J6,Ubiquitin-conjugating enzyme E2 N OS=Pongo abelii GN=UBE2N PE=2 SV=1                   
m.6205,Q9BUQ8,Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3                  
m.6207,P50426,N-acetylglucosamine-6-sulfatase OS=Capra hircus GN=GNS PE=2 SV=1                      
m.6209,Q8VCB2,Mediator of RNA polymerase II transcription subunit 25 OS=Mus musculus GN=Med25 PE=1 SV=1               
m.6212,Q6DIF4,WD repeat-containing protein 1 OS=Xenopus tropicalis GN=wdr1 PE=2 SV=1                   
m.6215,Q1AAU6,Arf-GAP with SH3 domain ANK repeat and PH domain-containing protein 1 OS=Rattus norvegicus GN=Asap1 PE=2 SV=2                           
m.6218,4602711,Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1                      
m.6219,Q14185,Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=1 SV=2                  
m.6225,3285893,Predicted protein OS=Nematostella vectensis GN=v1g221490 PE=4 SV=1                     
m.623,Q6DK99,Cornifelin homolog B OS=Xenopus laevis GN=cnfn-b PE=3 SV=1                    
m.6230,Q5ASQ0,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) GN=cyp1 PE=3 SV=1     
m.6231,O69060,Probable alpha-ketoglutarate-dependent hypophosphite dioxygenase OS=Pseudomonas stutzeri GN=htxA PE=3 SV=1                   
m.6232,Q8BP78,Protein FRA10AC1 homolog OS=Mus musculus GN=Fra10ac1 PE=1 SV=3                    
m.6233,Q8HXP6,Superoxide dismutase [Mn] mitochondrial OS=Pongo pygmaeus GN=SOD2 PE=2 SV=3                           
m.6234,Q7T6X2,Putative serine/threonine-protein kinase/receptor R826 OS=Acanthamoeba polyphaga mimivirus GN=MIMI_R826 PE=4 SV=2                  
m.6235,Q80X50,Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1                    
m.6237,P35248,Pulmonary surfactant-associated protein D OS=Rattus norvegicus GN=Sftpd PE=1 SV=1                   
m.6238,Q8CBF3,Ephrin type-B receptor 1 OS=Mus musculus GN=Ephb1 PE=1 SV=1                   
m.6240,Q96CG8,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1                 
m.6241,3669368,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_74259 PE=4 SV=1                    
m.6242,Q6P5F6,Zinc transporter ZIP10 OS=Mus musculus GN=Slc39a10 PE=1 SV=1                    
m.6244,Q80T32,Probable G-protein coupled receptor 133 OS=Mus musculus GN=Gpr133 PE=2 SV=2                  
m.6245,Q2M389,WASH complex subunit 7 OS=Homo sapiens GN=KIAA1033 PE=1 SV=2                   
m.6246,5368159,Uncharacterized protein OS=Capitella teleta GN=CAPTEDRAFT_213228 PE=4 SV=1                     
m.6247,Q9NS68,Tumor necrosis factor receptor superfamily member 19 OS=Homo sapiens GN=TNFRSF19 PE=1 SV=1                
m.6248,4783979,Cytadherence high molecular weight protein 2 OS=Crassostrea gigas GN=CGI_10027082 PE=4 SV=1                 
m.625,Q75N90,Fibrillin-3 OS=Homo sapiens GN=FBN3 PE=2 SV=3                      
m.6253,Q6QN13,Type I iodothyronine deiodinase OS=Sus scrofa GN=DIO1 PE=2 SV=2                   
m.6254,Q6P2K6,Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Mus musculus GN=Smek1 PE=1 SV=1                 
m.6256,3266558,Predicted protein OS=Nematostella vectensis GN=v1g238123 PE=4 SV=1                     
m.6258,Q6INX4,Mitochondrial enolase superfamily member 1 OS=Xenopus laevis GN=enosf1 PE=2 SV=1                  
m.6260,3271274,Predicted protein OS=Nematostella vectensis GN=v1g202689 PE=4 SV=1                     
m.6261,Q9CZJ2,Heat shock 70 kDa protein 12B OS=Mus musculus GN=Hspa12b PE=1 SV=1                 
m.6263,Q5XG24,RNA-binding protein with serine-rich domain 1-A OS=Xenopus laevis GN=rnps1-a PE=2 SV=1                 
m.6265,P22003,Bone morphogenetic protein 5 OS=Homo sapiens GN=BMP5 PE=2 SV=1                   
m.6266,Q2KJG3,Asparagine--tRNA ligase cytoplasmic OS=Bos taurus GN=NARS PE=2 SV=3                           
m.6267,Q2KHT8,Probable dimethyladenosine transferase OS=Bos taurus GN=DIMT1 PE=2 SV=1                    
m.6268,Q54PV7,Eukaryotic translation initiation factor 2A OS=Dictyostelium discoideum GN=eif2a PE=3 SV=1                  
m.6269,Q8UVK2,Transcription elongation factor SPT6 OS=Danio rerio GN=supt6h PE=1 SV=1                   
m.6274,Q8N138,ORM1-like protein 3 OS=Homo sapiens GN=ORMDL3 PE=1 SV=1                    
m.6276,Q8T498,Probable Ras GTPase-activating protein OS=Drosophila melanogaster GN=CG42684 PE=1 SV=3                   
m.6278,Q6NTY6,Early growth response protein 1-B OS=Xenopus laevis GN=egr1-b PE=2 SV=1                  
m.6279,3267062,Predicted protein OS=Nematostella vectensis GN=v1g197473 PE=4 SV=1                     
m.628,Q91447,Dual specificity mitogen-activated protein kinase kinase 1 (Fragment) OS=Serinus canaria GN=MAP2K1 PE=2 SV=1               
m.6281,3275912,Predicted protein OS=Nematostella vectensis GN=v1g243613 PE=4 SV=1                     
m.6282,Q8NFZ4,Neuroligin-2 OS=Homo sapiens GN=NLGN2 PE=1 SV=1                      
m.6287,O57472,Chordin OS=Danio rerio GN=chd PE=2 SV=1                      
m.6288,3281278,Predicted protein OS=Nematostella vectensis GN=v1g215299 PE=4 SV=1                     
m.6290,Q6ZQY2,Leucine-rich repeat-containing protein LOC400891 OS=Homo sapiens PE=2 SV=2                    
m.6291,Q03629,Uncharacterized protein YML079W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YML079W PE=1 SV=1               
m.6292,Q9D9B4,Leucine-rich repeat-containing protein C10orf11 homolog OS=Mus musculus PE=2 SV=1                   
m.6295,3276285,Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1                     
m.6296,4499264,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.6297,Q5FVB0,Ataxin-10 OS=Xenopus tropicalis GN=atxn10 PE=2 SV=1                      
m.6299,XP_002740834,PREDICTED: cyclic GMP-AMP synthase-like [Saccoglossus kowalevskii]                      
m.630,Q9R283,Short transient receptor potential channel 2 OS=Rattus norvegicus GN=Trpc2 PE=2 SV=2                 
m.6300,A4IHR5,Insulinoma-associated protein 1 OS=Xenopus tropicalis GN=insm1 PE=2 SV=2                    
m.6303,Q02974,Ketohexokinase OS=Rattus norvegicus GN=Khk PE=1 SV=1                      
m.6305,P18762,Beta-2 adrenergic receptor OS=Mus musculus GN=Adrb2 PE=2 SV=2                    
m.6307,Q8IY17,Neuropathy target esterase OS=Homo sapiens GN=PNPLA6 PE=1 SV=2                    
m.6308,Q9P2D1,Chromodomain-helicase-DNA-binding protein 7 OS=Homo sapiens GN=CHD7 PE=1 SV=3                    
m.631,O15182,Centrin-3 OS=Homo sapiens GN=CETN3 PE=2 SV=2                      
m.6310,P10079,Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2                      
m.6312,Q99NA9,Polycomb group RING finger protein 6 OS=Mus musculus GN=Pcgf6 PE=1 SV=1                 
m.6313,Q26619,cAMP-dependent protein kinase type II regulatory subunit OS=Strongylocentrotus purpuratus PE=2 SV=1                 
m.6314,A8JF70,Outer dynein arm protein 1 OS=Chlamydomonas reinhardtii GN=ODA1 PE=1 SV=1                  
m.6315,Q9CPW7,Zinc finger matrin-type protein 2 OS=Mus musculus GN=Zmat2 PE=2 SV=1                  
m.6318,Q3SWT6,Serine/threonine-protein phosphatase with EF-hands 1 OS=Rattus norvegicus GN=Ppef1 PE=2 SV=1                  
m.6319,Q14AW5,Putative methyltransferase NSUN7 OS=Mus musculus GN=Nsun7 PE=2 SV=2                    
m.632,O15063,Uncharacterized protein KIAA0355 OS=Homo sapiens GN=KIAA0355 PE=1 SV=2                    
m.6324,3278434,Predicted protein OS=Nematostella vectensis GN=v1g245026 PE=4 SV=1                     
m.6326,P17970,Potassium voltage-gated channel protein Shab OS=Drosophila melanogaster GN=Shab PE=1 SV=2                  
m.6327,Q6DH02,Probable 39S ribosomal protein L24 mitochondrial OS=Danio rerio GN=mrpl24 PE=2 SV=1                           
m.6328,Q9N126,Retinol dehydrogenase 8 OS=Bos taurus GN=RDH8 PE=1 SV=1                    
m.6330,Q710E6,SUN domain-containing ossification factor OS=Rattus norvegicus GN=Suco PE=2 SV=1                   
m.6332,4606617,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100635572 PE=4 SV=1                     
m.6333,A8WGF7,Protein spinster homolog 1 OS=Xenopus tropicalis GN=spns1 PE=2 SV=2                   
m.6335,B7Q2M2,U1 small nuclear ribonucleoprotein C OS=Ixodes scapularis GN=ISCW020627 PE=3 SV=1                  
m.6336,Q803R5,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Danio rerio GN=cmtr1 PE=2 SV=1                   
m.6338,P05696,Protein kinase C alpha type OS=Rattus norvegicus GN=Prkca PE=1 SV=3                  
m.6340,P37235,Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3                    
m.6341,Q5E9G1,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma OS=Bos taurus GN=PPP2R3C PE=2 SV=1               
m.6342,Q60980,Krueppel-like factor 3 OS=Mus musculus GN=Klf3 PE=1 SV=1                    
m.6347,P05099,Cartilage matrix protein OS=Gallus gallus GN=MATN1 PE=1 SV=2                    
m.6348,Q6TNS2,p21-activated protein kinase-interacting protein 1-like OS=Danio rerio GN=pak1ip1 PE=2 SV=1                  
m.6349,Q6NW40,RGM domain family member B OS=Homo sapiens GN=RGMB PE=1 SV=3                  
m.6350,Q8BKJ9,NAD-dependent protein deacetylase sirtuin-7 OS=Mus musculus GN=Sirt7 PE=1 SV=2                   
m.6352,P36110,Protein PRY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY2 PE=3 SV=1                
m.6353,Q96ME1,F-box/LRR-repeat protein 18 OS=Homo sapiens GN=FBXL18 PE=1 SV=2                    
m.6354,Q640R7,Ras-related protein Rap-1b OS=Xenopus tropicalis GN=rap1b PE=2 SV=1                    
m.6356,Q8N9N7,Leucine-rich repeat-containing protein 57 OS=Homo sapiens GN=LRRC57 PE=1 SV=1                   
m.6357,E9Q555,E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=2 SV=1                   
m.6358,Q9UGP8,Translocation protein SEC63 homolog OS=Homo sapiens GN=SEC63 PE=1 SV=2                   
m.6360,Q8N5J2,Protein FAM63A OS=Homo sapiens GN=FAM63A PE=1 SV=2                     
m.6361,Q6P179,Endoplasmic reticulum aminopeptidase 2 OS=Homo sapiens GN=ERAP2 PE=1 SV=2                   
m.6363,Q86VP6,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2                   
m.6364,Q28653,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Oryctolagus cuniculus GN=PPP2R5D PE=2 SV=1              
m.6367,Q8N9H8,Probable exonuclease mut-7 homolog OS=Homo sapiens GN=EXD3 PE=1 SV=3                   
m.6368,Q5FWP2,Protein Smaug homolog 1 OS=Xenopus laevis GN=samd4a PE=2 SV=1                   
m.637,A2VDN6,Splicing factor 3A subunit 1 OS=Bos taurus GN=SF3A1 PE=2 SV=1                  
m.6371,Q5RCS0,Autophagy-related protein 9A OS=Pongo abelii GN=ATG9A PE=2 SV=1                    
m.6372,P00766,Chymotrypsinogen A OS=Bos taurus PE=1 SV=1                      
m.6375,Q9H4K1,RIB43A-like with coiled-coils protein 2 OS=Homo sapiens GN=RIBC2 PE=2 SV=1                  
m.6376,Q8JG33,WAP four-disulfide core domain protein 1 OS=Gallus gallus GN=WFDC1 PE=2 SV=1                 
m.6386,O08654,UPF0183 protein C16orf70 homolog OS=Rattus norvegicus PE=2 SV=1                    
m.6387,Q96GM5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Homo sapiens GN=SMARCD1 PE=1 SV=2             
m.6388,Q80UV9,Transcription initiation factor TFIID subunit 1 OS=Mus musculus GN=Taf1 PE=1 SV=2                 
m.639,Q9Y2L9,Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Homo sapiens GN=LRCH1 PE=1 SV=3               
m.6390,A4FUP9,Glycosyltransferase 1 domain-containing protein 1 OS=Mus musculus GN=Glt1d1 PE=2 SV=2                  
m.6391,3281278,Predicted protein OS=Nematostella vectensis GN=v1g215299 PE=4 SV=1                     
m.6392,O00409,Forkhead box protein N3 OS=Homo sapiens GN=FOXN3 PE=1 SV=1                   
m.6395,A2A3L6,Tetratricopeptide repeat protein 24 OS=Homo sapiens GN=TTC24 PE=2 SV=1                   
m.6397,Q80YE4,Serine/threonine-protein kinase LMTK1 OS=Mus musculus GN=Aatk PE=1 SV=1                    
m.6399,Q0V9K5,Transcription factor RFX3 OS=Xenopus tropicalis GN=rfx3 PE=2 SV=2                    
m.64,Q8VHJ4,Transmembrane protease serine 11D OS=Rattus norvegicus GN=Tmprss11d PE=2 SV=1                   
m.6400,A7S1L6,GDP-fucose transporter 1 OS=Nematostella vectensis GN=slc35c1 PE=3 SV=1                    
m.6401,P57729,Ras-related protein Rab-38 OS=Homo sapiens GN=RAB38 PE=1 SV=1                    
m.6403,P28562,Dual specificity protein phosphatase 1 OS=Homo sapiens GN=DUSP1 PE=1 SV=3                  
m.6406,P49660,Somatostatin receptor type 4 OS=Mus musculus GN=Sstr4 PE=1 SV=2                   
m.6408,Q5ZK44,Protein FAM172A OS=Gallus gallus GN=FAM172A PE=2 SV=1                     
m.6409,Q4R6T7,IQ and ubiquitin-like domain-containing protein OS=Macaca fascicularis GN=IQUB PE=2 SV=2                  
m.6410,Q5JR12,Protein phosphatase 1J OS=Homo sapiens GN=PPM1J PE=1 SV=1                    
m.6412,Q2HJ10,Zinc transporter 2 OS=Mus musculus GN=Slc30a2 PE=2 SV=1                    
m.6414,Q60865,Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2                      
m.6417,Q8C0Y1,Homeobox protein TGIF2 OS=Mus musculus GN=Tgif2 PE=2 SV=1                    
m.6418,Q80UG2,Plexin-A4 OS=Mus musculus GN=Plxna4 PE=1 SV=3                      
m.6419,3266539,Predicted protein OS=Nematostella vectensis GN=v1g238109 PE=4 SV=1                     
m.642,Q9VL13,MOB kinase activator-like 3 OS=Drosophila melanogaster GN=Mob3 PE=2 SV=1                   
m.6421,5573338,Galactosylceramide sulfotransferase OS=Hydra vulgaris GN=GAL3ST1 PE=2 SV=1                     
m.6423,Q80TE4,Signal-induced proliferation-associated 1-like protein 2 OS=Mus musculus GN=Sipa1l2 PE=1 SV=3                  
m.6427,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2                 
m.643,P18503,Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1                    
m.6433,Q5FVQ4,Malectin OS=Rattus norvegicus GN=Mlec PE=2 SV=1                      
m.6434,P10079,Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2                      
m.6435,3281008,Predicted protein OS=Nematostella vectensis GN=v1g214950 PE=4 SV=1                     
m.6438,3669220,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_120670 PE=4 SV=1                    
m.644,P84079,ADP-ribosylation factor 1 OS=Rattus norvegicus GN=Arf1 PE=1 SV=2                    
m.6440,Q9D1D1,Tetraspanin-11 OS=Mus musculus GN=Tspan11 PE=2 SV=1                      
m.6444,Q9C098,Serine/threonine-protein kinase DCLK3 OS=Homo sapiens GN=DCLK3 PE=1 SV=2                    
m.6445,B3RNE8,Alpha-tubulin N-acetyltransferase OS=Trichoplax adhaerens GN=TRIADDRAFT_53139 PE=3 SV=1                     
m.6448,3272521,Predicted protein OS=Nematostella vectensis GN=v1g236767 PE=4 SV=1                     
m.645,Q8R143,Pituitary tumor-transforming gene 1 protein-interacting protein OS=Mus musculus GN=Pttg1ip PE=1 SV=1                 
m.6452,3272491,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g98072 PE=4 SV=1                    
m.6453,3279726,Predicted protein OS=Nematostella vectensis GN=v1g245736 PE=4 SV=1                     
m.6454,Q3UDK1,TRAF-type zinc finger domain-containing protein 1 OS=Mus musculus GN=Trafd1 PE=1 SV=1                 
m.6458,O02695,Receptor-type tyrosine-protein phosphatase N2 OS=Macaca nemestrina GN=PTPRN2 PE=2 SV=1                   
m.646,4495025,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.6461,P12111,Collagen alpha-3(VI) chain OS=Homo sapiens GN=COL6A3 PE=1 SV=5                    
m.6463,A2ASS6,Titin OS=Mus musculus GN=Ttn PE=1 SV=1                      
m.6481,Q96EW2,HSPB1-associated protein 1 OS=Homo sapiens GN=HSPBAP1 PE=1 SV=1                    
m.6482,P74148,Universal stress protein Sll1388 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=sll1388 PE=3 SV=1              
m.6486,P29773,Protein C-ets-2 (Fragment) OS=Lytechinus variegatus GN=ETS-2 PE=3 SV=1                    
m.6487,Q5EAJ7,Major vault protein OS=Strongylocentrotus purpuratus GN=MVP PE=1 SV=1                    
m.649,XP_005005345,PREDICTED: tumor necrosis factor isoform X1 [Cavia porcellus]                    
m.6490,3270643,Predicted protein OS=Nematostella vectensis GN=v1g240575 PE=4 SV=1                     
m.6492,3283494,Predicted protein OS=Nematostella vectensis GN=v1g247680 PE=4 SV=1                     
m.6495,Q8R205,Zinc finger CCCH domain-containing protein 10 OS=Mus musculus GN=Zc3h10 PE=2 SV=1                 
m.6498,3266329,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g196670 PE=4 SV=1                    
m.6499,Q32P51,Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens GN=HNRNPA1L2 PE=2 SV=2                  
m.650,O65201,Acyl-coenzyme A oxidase 2 peroxisomal OS=Arabidopsis thaliana GN=ACX2 PE=1 SV=2                           
m.6501,B4KD90,Glutamate [NMDA] receptor subunit 1 OS=Drosophila mojavensis GN=Nmdar1 PE=3 SV=1                  
m.6502,Q01831,DNA repair protein complementing XP-C cells OS=Homo sapiens GN=XPC PE=1 SV=4                 
m.6505,P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2                   
m.6506,4778342,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10013901 PE=4 SV=1                     
m.6508,O35819,Krueppel-like factor 6 OS=Rattus norvegicus GN=Klf6 PE=2 SV=2                    
m.6509,Q96CG8,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1                 
m.651,Q25532,V-type proton ATPase subunit G OS=Manduca sexta PE=3 SV=1                   
m.6511,Q5XIT1,Microtubule-associated protein RP/EB family member 3 OS=Rattus norvegicus GN=Mapre3 PE=1 SV=1                 
m.6512,Q7T163,Kinase D-interacting substrate of 220 kDa OS=Danio rerio GN=kidins220 PE=2 SV=2                 
m.6514,3270227,Predicted protein OS=Nematostella vectensis GN=v1g240361 PE=4 SV=1                     
m.6515,Q9UMX1,Suppressor of fused homolog OS=Homo sapiens GN=SUFU PE=1 SV=2                   
m.6516,P97321,Seprase OS=Mus musculus GN=Fap PE=2 SV=1                      
m.6517,Q9GMB8,Serine--tRNA ligase cytoplasmic OS=Bos taurus GN=SARS PE=2 SV=3                           
m.6520,Q812D3,Peptidyl-prolyl cis-trans isomerase-like 3 OS=Rattus norvegicus GN=Ppil3 PE=2 SV=1                   
m.6521,3267542,Predicted protein OS=Nematostella vectensis GN=v1g238758 PE=4 SV=1                     
m.6522,P35441,Thrombospondin-1 OS=Mus musculus GN=Thbs1 PE=1 SV=1                      
