Protein,Len,NN,NN,NN,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,
symbB1.EST_k37c20_3980|m.9525,2418,1,3,3,2,0,0,-0.454,-0.705,0.006402,0.652206,0.000288,symbB1.EST_k37c20_3980 g.9525  ORF symbB1.EST_k37c20_3980 g.9525 symbB1.EST_k37c20_3980 m.9525 type:internal len:2419 (-) symbB1.EST_k37c20_3980:2-7255(-),
symbB1.EST_k37c20_4006|m.9590,256,0,2,0,0,0,0,-0.223,-0.2703,0.719081,0.683187,0.095537,symbB1.EST_k37c20_4006 g.9590  ORF symbB1.EST_k37c20_4006 g.9590 symbB1.EST_k37c20_4006 m.9590 type:complete len:256 (+) symbB1.EST_k37c20_4006:83-850(+),
symbB1.EST_k37c20_40880|m.81403,200,10,14,8,7,9,9,-0.07,-0.2677,0.726308,0.683152,0.097752,symbB1.EST_k37c20_40880 g.81403  ORF symbB1.EST_k37c20_40880 g.81403 symbB1.EST_k37c20_40880 m.81403 type:complete len:200 (-) symbB1.EST_k37c20_40880:111-710(-),
symbB1.EST_k37c20_409|m.896,1046,0,0,1,0,0,0,0.1,0.1222,1,0.543436,0.599293,symbB1.EST_k37c20_409 g.896  ORF symbB1.EST_k37c20_409 g.896 symbB1.EST_k37c20_409 m.896 type:internal len:1047 (+) symbB1.EST_k37c20_409:1-3138(+),
symbB1.EST_k37c20_4165|m.9910,173,0,0,0,3,3,1,1.082,1.5119,0,0,0.671592,symbB1.EST_k37c20_4165 g.9910  ORF symbB1.EST_k37c20_4165 g.9910 symbB1.EST_k37c20_4165 m.9910 type:complete len:173 (+) symbB1.EST_k37c20_4165:64-582(+),
symbB1.EST_k37c20_41902|m.82682,468,0,0,5,6,6,6,1.156,2.516,0,0,0.62106,symbB1.EST_k37c20_41902 g.82682  ORF symbB1.EST_k37c20_41902 g.82682 symbB1.EST_k37c20_41902 m.82682 type:3prime_partial len:469 (+) symbB1.EST_k37c20_41902:112-1515(+),
symbB1.EST_k37c20_42597|m.83523,1158,0,2,1,6,12,17,2.317,4.1397,0,0,0.585197,symbB1.EST_k37c20_42597 g.83523  ORF symbB1.EST_k37c20_42597 g.83523 symbB1.EST_k37c20_42597 m.83523 type:5prime_partial len:1158 (+) symbB1.EST_k37c20_42597:1-3474(+),
symbB1.EST_k37c20_4301|m.10263,578,0,0,0,0,1,0,0.187,0.2012,1,0.463955,0.659641,symbB1.EST_k37c20_4301 g.10263  ORF symbB1.EST_k37c20_4301 g.10263 symbB1.EST_k37c20_4301 m.10263 type:complete len:578 (+) symbB1.EST_k37c20_4301:119-1852(+),
symbB1.EST_k37c20_43080|m.84062,431,9,3,0,9,12,12,1.132,3.4148,0,0,0.597568,symbB1.EST_k37c20_43080 g.84062  ORF symbB1.EST_k37c20_43080 g.84062 symbB1.EST_k37c20_43080 m.84062 type:3prime_partial len:432 (+) symbB1.EST_k37c20_43080:39-1331(+),
symbB1.EST_k37c20_4340|m.10357,1335,1,0,1,0,2,0,0.413,0.529,0.822141,0.075689,0.747667,symbB1.EST_k37c20_4340 g.10357  ORF symbB1.EST_k37c20_4340 g.10357 symbB1.EST_k37c20_4340 m.10357 type:complete len:1335 (+) symbB1.EST_k37c20_4340:37-4041(+),
symbB1.EST_k37c20_4454|m.10626,401,1,0,1,1,0,0,0.119,0.1325,0.999998,0.534314,0.608465,symbB1.EST_k37c20_4454 g.10626  ORF symbB1.EST_k37c20_4454 g.10626 symbB1.EST_k37c20_4454 m.10626 type:5prime_partial len:401 (-) symbB1.EST_k37c20_4454:122-1324(-),
symbB1.EST_k37c20_4455|m.10629,100,0,1,0,0,0,0,0.237,0.2546,1,0.398742,0.688836,symbB1.EST_k37c20_4455 g.10629  ORF symbB1.EST_k37c20_4455 g.10629 symbB1.EST_k37c20_4455 m.10629 type:complete len:100 (-) symbB1.EST_k37c20_4455:94-393(-),
symbB1.EST_k37c20_4529|m.10833,454,0,0,6,0,10,4,0.789,1.9621,0,0,0.643468,symbB1.EST_k37c20_4529 g.10833  ORF symbB1.EST_k37c20_4529 g.10833 symbB1.EST_k37c20_4529 m.10833 type:complete len:454 (+) symbB1.EST_k37c20_4529:89-1450(+),
symbB1.EST_k37c20_4530|m.10835,1086,0,1,6,0,0,2,-0.576,-0.9355,0.000087,0.636723,0.000003,symbB1.EST_k37c20_4530 g.10835  ORF symbB1.EST_k37c20_4530 g.10835 symbB1.EST_k37c20_4530 m.10835 type:complete len:1086 (-) symbB1.EST_k37c20_4530:193-3450(-),
symbB1.EST_k37c20_45462|m.86368,713,0,0,0,1,1,0,0.141,0.1554,1,0.512692,0.627403,symbB1.EST_k37c20_45462 g.86368  ORF symbB1.EST_k37c20_45462 g.86368 symbB1.EST_k37c20_45462 m.86368 type:complete len:713 (-) symbB1.EST_k37c20_45462:87-2225(-),
symbB1.EST_k37c20_4560|m.10902,412,0,2,1,0,0,0,-0.162,-0.2079,0.868261,0.680287,0.15875,symbB1.EST_k37c20_4560 g.10902  ORF symbB1.EST_k37c20_4560 g.10902 symbB1.EST_k37c20_4560 m.10902 type:5prime_partial len:412 (+) symbB1.EST_k37c20_4560:2-1237(+),
symbB1.EST_k37c20_4585|m.10961,135,2,5,16,13,12,13,0.655,2.4384,0,0,0.623774,symbB1.EST_k37c20_4585 g.10961  ORF symbB1.EST_k37c20_4585 g.10961 symbB1.EST_k37c20_4585 m.10961 type:complete len:135 (-) symbB1.EST_k37c20_4585:62-466(-),
symbB1.EST_k37c20_469|m.1095,2136,0,0,3,1,1,2,-0.102,-0.1437,0.958441,0.671802,0.243641,symbB1.EST_k37c20_469 g.1095  ORF symbB1.EST_k37c20_469 g.1095 symbB1.EST_k37c20_469 m.1095 type:complete len:2136 (+) symbB1.EST_k37c20_469:78-6485(+),
symbB1.EST_k37c20_47102|m.87502,841,0,0,0,4,2,0,1.092,1.403,0.000001,0,0.680013,symbB1.EST_k37c20_47102 g.87502  ORF symbB1.EST_k37c20_47102 g.87502 symbB1.EST_k37c20_47102 m.87502 type:complete len:841 (+) symbB1.EST_k37c20_47102:56-2578(+),
symbB1.EST_k37c20_47206|m.87566,331,0,0,3,0,0,1,-0.442,-0.5585,0.055398,0.664736,0.003109,symbB1.EST_k37c20_47206 g.87566  ORF symbB1.EST_k37c20_47206 g.87566 symbB1.EST_k37c20_47206 m.87566 type:5prime_partial len:331 (+) symbB1.EST_k37c20_47206:3-995(+),
symbB1.EST_k37c20_47208|m.87569,118,0,0,0,2,1,2,0.732,0.8999,0.021732,0.000617,0.72394,symbB1.EST_k37c20_47208 g.87569  ORF symbB1.EST_k37c20_47208 g.87569 symbB1.EST_k37c20_47208 m.87569 type:5prime_partial len:118 (-) symbB1.EST_k37c20_47208:102-455(-),
symbB1.EST_k37c20_47335|m.87632,209,0,0,0,12,0,0,1.731,2.7178,0,0,0.6146,symbB1.EST_k37c20_47335 g.87632  ORF symbB1.EST_k37c20_47335 g.87632 symbB1.EST_k37c20_47335 m.87632 type:complete len:209 (+) symbB1.EST_k37c20_47335:96-722(+),
symbB1.EST_k37c20_475|m.1111,752,0,0,0,3,2,3,1.313,1.8879,0,0,0.647363,symbB1.EST_k37c20_475 g.1111  ORF symbB1.EST_k37c20_475 g.1111 symbB1.EST_k37c20_475 m.1111 type:5prime_partial len:752 (-) symbB1.EST_k37c20_475:62-2317(-),
symbB1.EST_k37c20_47646|m.87855,135,3,3,3,2,4,3,0.173,0.3613,0.999977,0.254154,0.726254,symbB1.EST_k37c20_47646 g.87855  ORF symbB1.EST_k37c20_47646 g.87855 symbB1.EST_k37c20_47646 m.87855 type:internal len:136 (+) symbB1.EST_k37c20_47646:2-406(+),
symbB1.EST_k37c20_47739|m.87984,210,2,1,0,0,0,1,-0.179,-0.2135,0.857421,0.680742,0.152235,symbB1.EST_k37c20_47739 g.87984  ORF symbB1.EST_k37c20_47739 g.87984 symbB1.EST_k37c20_47739 m.87984 type:5prime_partial len:210 (+) symbB1.EST_k37c20_47739:2-631(+),
symbB1.EST_k37c20_4774|m.11339,320,0,2,0,3,1,3,0.718,1.1733,0.000129,0.000003,0.699255,symbB1.EST_k37c20_4774 g.11339  ORF symbB1.EST_k37c20_4774 g.11339 symbB1.EST_k37c20_4774 m.11339 type:complete len:320 (+) symbB1.EST_k37c20_4774:389-1348(+),
symbB1.EST_k37c20_48001|m.88307,156,6,7,3,7,8,8,0.519,1.6114,0,0,0.664441,symbB1.EST_k37c20_48001 g.88307  ORF symbB1.EST_k37c20_48001 g.88307 symbB1.EST_k37c20_48001 m.88307 type:5prime_partial len:156 (+) symbB1.EST_k37c20_48001:2-469(+),
symbB1.EST_k37c20_48025|m.88342,199,0,3,2,4,3,4,0.852,1.5817,0,0,0.666518,symbB1.EST_k37c20_48025 g.88342  ORF symbB1.EST_k37c20_48025 g.88342 symbB1.EST_k37c20_48025 m.88342 type:complete len:199 (-) symbB1.EST_k37c20_48025:199-795(-),
symbB1.EST_k37c20_48112|m.88444,146,2,1,0,0,0,0,-0.172,-0.2039,0.875778,0.679937,0.163501,symbB1.EST_k37c20_48112 g.88444  ORF symbB1.EST_k37c20_48112 g.88444 symbB1.EST_k37c20_48112 m.88444 type:5prime_partial len:146 (+) symbB1.EST_k37c20_48112:3-440(+),
symbB1.EST_k37c20_48383|m.88794,162,1,0,0,2,1,1,0.39,0.4788,0.922072,0.116375,0.745089,symbB1.EST_k37c20_48383 g.88794  ORF symbB1.EST_k37c20_48383 g.88794 symbB1.EST_k37c20_48383 m.88794 type:5prime_partial len:162 (-) symbB1.EST_k37c20_48383:95-580(-),
symbB1.EST_k37c20_4845|m.11546,980,5,5,3,0,0,0,-1.372,-1.9655,0,0.599387,0,symbB1.EST_k37c20_4845 g.11546  ORF symbB1.EST_k37c20_4845 g.11546 symbB1.EST_k37c20_4845 m.11546 type:3prime_partial len:981 (+) symbB1.EST_k37c20_4845:105-3044(+),
symbB1.EST_k37c20_48537|m.88971,130,1,0,0,0,0,0,-0.02,-0.0238,1,0.635928,0.424445,symbB1.EST_k37c20_48537 g.88971  ORF symbB1.EST_k37c20_48537 g.88971 symbB1.EST_k37c20_48537 m.88971 type:3prime_partial len:131 (+) symbB1.EST_k37c20_48537:80-469(+),
symbB1.EST_k37c20_4867|m.11612,401,7,8,16,11,11,11,0.234,0.942,0.010982,0.000301,0.720035,symbB1.EST_k37c20_4867 g.11612  ORF symbB1.EST_k37c20_4867 g.11612 symbB1.EST_k37c20_4867 m.11612 type:complete len:401 (-) symbB1.EST_k37c20_4867:125-1327(-),
symbB1.EST_k37c20_48819|m.89293,326,6,1,1,2,1,3,-0.192,-0.3326,0.526139,0.682232,0.052734,symbB1.EST_k37c20_48819 g.89293  ORF symbB1.EST_k37c20_48819 g.89293 symbB1.EST_k37c20_48819 m.89293 type:complete len:326 (+) symbB1.EST_k37c20_48819:72-1049(+),
symbB1.EST_k37c20_4887|m.11643,246,0,1,1,0,0,0,0.081,0.0898,1,0.569735,0.567698,symbB1.EST_k37c20_4887 g.11643  ORF symbB1.EST_k37c20_4887 g.11643 symbB1.EST_k37c20_4887 m.11643 type:complete len:246 (-) symbB1.EST_k37c20_4887:196-933(-),
symbB1.EST_k37c20_4961|m.11850,169,1,0,0,1,0,0,0.158,0.1798,1,0.487622,0.645474,symbB1.EST_k37c20_4961 g.11850  ORF symbB1.EST_k37c20_4961 g.11850 symbB1.EST_k37c20_4961 m.11850 type:5prime_partial len:169 (-) symbB1.EST_k37c20_4961:252-758(-),
symbB1.EST_k37c20_5116|m.12234,365,0,0,0,1,0,2,0.443,0.5395,0.795479,0.068683,0.747878,symbB1.EST_k37c20_5116 g.12234  ORF symbB1.EST_k37c20_5116 g.12234 symbB1.EST_k37c20_5116 m.12234 type:complete len:365 (-) symbB1.EST_k37c20_5116:140-1234(-),
symbB1.EST_k37c20_51745|m.92258,182,1,0,0,0,0,0,0.129,0.1449,1,0.522837,0.618964,symbB1.EST_k37c20_51745 g.92258  ORF symbB1.EST_k37c20_51745 g.92258 symbB1.EST_k37c20_51745 m.92258 type:complete len:182 (+) symbB1.EST_k37c20_51745:38-583(+),
symbB1.EST_k37c20_51810|m.92310,177,0,9,5,6,7,9,0.557,1.7728,0,0,0.653983,symbB1.EST_k37c20_51810 g.92310  ORF symbB1.EST_k37c20_51810 g.92310 symbB1.EST_k37c20_51810 m.92310 type:5prime_partial len:177 (-) symbB1.EST_k37c20_51810:104-634(-),
symbB1.EST_k37c20_521|m.1204,664,0,0,0,1,0,0,0.075,0.0849,1,0.573402,0.56255,symbB1.EST_k37c20_521 g.1204  ORF symbB1.EST_k37c20_521 g.1204 symbB1.EST_k37c20_521 m.1204 type:5prime_partial len:664 (+) symbB1.EST_k37c20_521:2-1993(+),
symbB1.EST_k37c20_5213|m.12433,322,2,0,0,7,7,0,1.499,2.6595,0,0,0.616361,symbB1.EST_k37c20_5213 g.12433  ORF symbB1.EST_k37c20_5213 g.12433 symbB1.EST_k37c20_5213 m.12433 type:5prime_partial len:322 (-) symbB1.EST_k37c20_5213:62-1027(-),
symbB1.EST_k37c20_5221|m.12447,319,0,0,0,0,9,11,2.229,3.4423,0,0,0.596956,symbB1.EST_k37c20_5221 g.12447  ORF symbB1.EST_k37c20_5221 g.12447 symbB1.EST_k37c20_5221 m.12447 type:3prime_partial len:320 (+) symbB1.EST_k37c20_5221:89-1045(+),
symbB1.EST_k37c20_52225|m.92643,160,0,1,0,0,0,0,0.031,0.0373,1,0.605006,0.507493,symbB1.EST_k37c20_52225 g.92643  ORF symbB1.EST_k37c20_52225 g.92643 symbB1.EST_k37c20_52225 m.92643 type:internal len:161 (-) symbB1.EST_k37c20_52225:3-482(-),
symbB1.EST_k37c20_5230|m.12466,323,0,1,0,0,0,0,0.116,0.1284,1,0.537991,0.604864,symbB1.EST_k37c20_5230 g.12466  ORF symbB1.EST_k37c20_5230 g.12466 symbB1.EST_k37c20_5230 m.12466 type:internal len:324 (-) symbB1.EST_k37c20_5230:1-969(-),
symbB1.EST_k37c20_52688|m.92998,111,0,1,0,0,0,0,0.103,0.1168,1,0.548072,0.594319,symbB1.EST_k37c20_52688 g.92998  ORF symbB1.EST_k37c20_52688 g.92998 symbB1.EST_k37c20_52688 m.92998 type:5prime_partial len:111 (-) symbB1.EST_k37c20_52688:43-375(-),
symbB1.EST_k37c20_534|m.1227,498,3,2,3,4,3,4,0.496,1.0489,0.001626,0.000042,0.710267,symbB1.EST_k37c20_534 g.1227  ORF symbB1.EST_k37c20_534 g.1227 symbB1.EST_k37c20_534 m.1227 type:5prime_partial len:498 (+) symbB1.EST_k37c20_534:3-1496(+),
symbB1.EST_k37c20_54809|m.94121,211,0,4,0,0,0,0,-0.684,-0.9578,0.000054,0.635467,0.000002,symbB1.EST_k37c20_54809 g.94121  ORF symbB1.EST_k37c20_54809 g.94121 symbB1.EST_k37c20_54809 m.94121 type:5prime_partial len:211 (+) symbB1.EST_k37c20_54809:1-633(+),
symbB1.EST_k37c20_55677|m.94421,130,0,1,0,0,0,0,0.148,0.171,1,0.496903,0.6392,symbB1.EST_k37c20_55677 g.94421  ORF symbB1.EST_k37c20_55677 g.94421 symbB1.EST_k37c20_55677 m.94421 type:internal len:131 (+) symbB1.EST_k37c20_55677:3-392(+),
symbB1.EST_k37c20_55680|m.94424,466,0,2,3,0,0,0,-0.668,-0.9036,0.000169,0.638583,0.000006,symbB1.EST_k37c20_55680 g.94424  ORF symbB1.EST_k37c20_55680 g.94424 symbB1.EST_k37c20_55680 m.94424 type:internal len:467 (+) symbB1.EST_k37c20_55680:1-1398(+),
symbB1.EST_k37c20_55936|m.94644,200,3,0,0,0,0,0,-0.39,-0.4645,0.171224,0.673197,0.011439,symbB1.EST_k37c20_55936 g.94644  ORF symbB1.EST_k37c20_55936 g.94644 symbB1.EST_k37c20_55936 m.94644 type:5prime_partial len:200 (-) symbB1.EST_k37c20_55936:60-659(-),
symbB1.EST_k37c20_5636|m.13449,465,3,2,3,0,0,0,-0.99,-1.3302,0,0.618243,0,symbB1.EST_k37c20_5636 g.13449  ORF symbB1.EST_k37c20_5636 g.13449 symbB1.EST_k37c20_5636 m.13449 type:complete len:465 (-) symbB1.EST_k37c20_5636:296-1690(-),
symbB1.EST_k37c20_5665|m.13503,196,1,0,0,0,0,0,0.104,0.1134,1,0.550937,0.591126,symbB1.EST_k37c20_5665 g.13503  ORF symbB1.EST_k37c20_5665 g.13503 symbB1.EST_k37c20_5665 m.13503 type:3prime_partial len:197 (-) symbB1.EST_k37c20_5665:2-589(-),
symbB1.EST_k37c20_56696|m.95177,333,0,3,2,3,2,2,0.336,0.6097,0.578328,0.033735,0.74695,symbB1.EST_k37c20_56696 g.95177  ORF symbB1.EST_k37c20_56696 g.95177 symbB1.EST_k37c20_56696 m.95177 type:5prime_partial len:333 (+) symbB1.EST_k37c20_56696:3-1001(+),
symbB1.EST_k37c20_57176|m.95446,360,0,0,3,0,0,0,-0.411,-0.5353,0.074739,0.666845,0.004358,symbB1.EST_k37c20_57176 g.95446  ORF symbB1.EST_k37c20_57176 g.95446 symbB1.EST_k37c20_57176 m.95446 type:5prime_partial len:360 (+) symbB1.EST_k37c20_57176:1-1080(+),
symbB1.EST_k37c20_57609|m.95663,175,2,0,0,3,3,1,0.714,1.1364,0.000284,0.000007,0.702481,symbB1.EST_k37c20_57609 g.95663  ORF symbB1.EST_k37c20_57609 g.95663 symbB1.EST_k37c20_57609 m.95663 type:5prime_partial len:175 (+) symbB1.EST_k37c20_57609:3-527(+),
symbB1.EST_k37c20_5771|m.13757,265,3,7,8,3,1,1,-1.208,-2.3301,0,0.593264,0,symbB1.EST_k37c20_5771 g.13757  ORF symbB1.EST_k37c20_5771 g.13757 symbB1.EST_k37c20_5771 m.13757 type:complete len:265 (-) symbB1.EST_k37c20_5771:52-846(-),
symbB1.EST_k37c20_5896|m.14042,237,0,0,1,3,3,3,1.298,1.9607,0,0,0.643539,symbB1.EST_k37c20_5896 g.14042  ORF symbB1.EST_k37c20_5896 g.14042 symbB1.EST_k37c20_5896 m.14042 type:5prime_partial len:237 (-) symbB1.EST_k37c20_5896:207-917(-),
symbB1.EST_k37c20_59003|m.96069,174,1,3,0,0,0,0,-0.437,-0.5091,0.103162,0.669226,0.006301,symbB1.EST_k37c20_59003 g.96069  ORF symbB1.EST_k37c20_59003 g.96069 symbB1.EST_k37c20_59003 m.96069 type:internal len:175 (-) symbB1.EST_k37c20_59003:1-522(-),
symbB1.EST_k37c20_5933|m.14161,198,19,16,5,2,3,3,-1.52,-3.8909,0,0.578194,0,symbB1.EST_k37c20_5933 g.14161  ORF symbB1.EST_k37c20_5933 g.14161 symbB1.EST_k37c20_5933 m.14161 type:5prime_partial len:198 (+) symbB1.EST_k37c20_5933:3-596(+),
symbB1.EST_k37c20_59477|m.96193,186,1,1,3,1,2,4,0.502,0.8479,0.047593,0.001427,0.728769,symbB1.EST_k37c20_59477 g.96193  ORF symbB1.EST_k37c20_59477 g.96193 symbB1.EST_k37c20_59477 m.96193 type:5prime_partial len:186 (+) symbB1.EST_k37c20_59477:3-560(+),
symbB1.EST_k37c20_59520|m.96221,144,0,1,0,0,0,0,0.123,0.1333,0.999914,0.533589,0.609159,symbB1.EST_k37c20_59520 g.96221  ORF symbB1.EST_k37c20_59520 g.96221 symbB1.EST_k37c20_59520 m.96221 type:5prime_partial len:144 (-) symbB1.EST_k37c20_59520:114-545(-),
symbB1.EST_k37c20_60358|m.96564,145,0,0,0,0,0,1,0.1,0.1112,1,0.55277,0.589038,symbB1.EST_k37c20_60358 g.96564  ORF symbB1.EST_k37c20_60358 g.96564 symbB1.EST_k37c20_60358 m.96564 type:complete len:145 (-) symbB1.EST_k37c20_60358:68-502(-),
symbB1.EST_k37c20_6038|m.14360,104,26,24,19,16,18,18,-0.125,-0.7002,0.006918,0.652585,0.000313,symbB1.EST_k37c20_6038 g.14360  ORF symbB1.EST_k37c20_6038 g.14360 symbB1.EST_k37c20_6038 m.14360 type:5prime_partial len:104 (-) symbB1.EST_k37c20_6038:17-328(-),
symbB1.EST_k37c20_6130|m.14576,559,0,0,2,1,0,1,-0.24,-0.2884,0.665798,0.683245,0.081098,symbB1.EST_k37c20_6130 g.14576  ORF symbB1.EST_k37c20_6130 g.14576 symbB1.EST_k37c20_6130 m.14576 type:complete len:559 (+) symbB1.EST_k37c20_6130:66-1742(+),
symbB1.EST_k37c20_61431|m.96824,372,0,4,0,0,0,0,-0.538,-0.7293,0.004291,0.650325,0.000186,symbB1.EST_k37c20_61431 g.96824  ORF symbB1.EST_k37c20_61431 g.96824 symbB1.EST_k37c20_61431 m.96824 type:internal len:373 (+) symbB1.EST_k37c20_61431:2-1117(+),
symbB1.EST_k37c20_622|m.1334,503,7,17,16,0,0,0,-2.615,-4.021,0,0.577516,0,symbB1.EST_k37c20_622 g.1334  ORF symbB1.EST_k37c20_622 g.1334 symbB1.EST_k37c20_622 m.1334 type:complete len:503 (-) symbB1.EST_k37c20_622:101-1609(-),
symbB1.EST_k37c20_623|m.1338,545,8,9,15,8,8,8,-0.124,-0.4562,0.18695,0.673912,0.012725,symbB1.EST_k37c20_623 g.1338  ORF symbB1.EST_k37c20_623 g.1338 symbB1.EST_k37c20_623 m.1338 type:complete len:545 (-) symbB1.EST_k37c20_623:50-1684(-),
symbB1.EST_k37c20_6258|m.14822,332,1,1,2,0,0,0,-0.157,-0.1927,0.895415,0.678838,0.177224,symbB1.EST_k37c20_6258 g.14822  ORF symbB1.EST_k37c20_6258 g.14822 symbB1.EST_k37c20_6258 m.14822 type:5prime_partial len:332 (-) symbB1.EST_k37c20_6258:82-1077(-),
symbB1.EST_k37c20_627|m.1344,226,0,0,0,2,0,1,0.399,0.483,0.915167,0.112507,0.745413,symbB1.EST_k37c20_627 g.1344  ORF symbB1.EST_k37c20_627 g.1344 symbB1.EST_k37c20_627 m.1344 type:complete len:226 (-) symbB1.EST_k37c20_627:115-792(-),
symbB1.EST_k37c20_6393|m.15160,332,0,0,1,0,0,0,0.026,0.0296,1,0.609467,0.497745,symbB1.EST_k37c20_6393 g.15160  ORF symbB1.EST_k37c20_6393 g.15160 symbB1.EST_k37c20_6393 m.15160 type:5prime_partial len:332 (-) symbB1.EST_k37c20_6393:283-1278(-),
symbB1.EST_k37c20_643|m.1391,203,3,0,0,2,3,1,0.324,0.4784,0.922739,0.116748,0.745057,symbB1.EST_k37c20_643 g.1391  ORF symbB1.EST_k37c20_643 g.1391 symbB1.EST_k37c20_643 m.1391 type:internal len:204 (+) symbB1.EST_k37c20_643:2-610(+),
symbB1.EST_k37c20_6450|m.15307,248,6,33,30,11,6,4,-1.031,-4.2559,0,0.576441,0,symbB1.EST_k37c20_6450 g.15307  ORF symbB1.EST_k37c20_6450 g.15307 symbB1.EST_k37c20_6450 m.15307 type:3prime_partial len:249 (+) symbB1.EST_k37c20_6450:88-831(+),
symbB1.EST_k37c20_6496|m.15428,192,0,0,0,2,3,3,1.227,1.8454,0,0,0.649726,symbB1.EST_k37c20_6496 g.15428  ORF symbB1.EST_k37c20_6496 g.15428 symbB1.EST_k37c20_6496 m.15428 type:5prime_partial len:192 (-) symbB1.EST_k37c20_6496:175-750(-),
symbB1.EST_k37c20_6507|m.15457,630,0,5,10,13,14,14,1.114,3.8168,0,0,0.589636,symbB1.EST_k37c20_6507 g.15457  ORF symbB1.EST_k37c20_6507 g.15457 symbB1.EST_k37c20_6507 m.15457 type:complete len:630 (+) symbB1.EST_k37c20_6507:456-2345(+),
symbB1.EST_k37c20_6575|m.15589,213,7,4,3,9,7,7,0.66,1.9502,0,0,0.644073,symbB1.EST_k37c20_6575 g.15589  ORF symbB1.EST_k37c20_6575 g.15589 symbB1.EST_k37c20_6575 m.15589 type:5prime_partial len:213 (-) symbB1.EST_k37c20_6575:64-702(-),
symbB1.EST_k37c20_6576|m.15592,1563,0,0,0,0,0,1,0.21,0.2424,1,0.414333,0.682884,symbB1.EST_k37c20_6576 g.15592  ORF symbB1.EST_k37c20_6576 g.15592 symbB1.EST_k37c20_6576 m.15592 type:5prime_partial len:1563 (+) symbB1.EST_k37c20_6576:1-4689(+),
symbB1.EST_k37c20_6587|m.15610,695,1,0,0,19,11,8,2.701,4.5847,0,0,0.581297,symbB1.EST_k37c20_6587 g.15610  ORF symbB1.EST_k37c20_6587 g.15610 symbB1.EST_k37c20_6587 m.15610 type:5prime_partial len:695 (+) symbB1.EST_k37c20_6587:2-2086(+),
symbB1.EST_k37c20_6593|m.15621,461,2,0,1,1,0,0,-0.236,-0.2993,0.6323,0.683137,0.073221,symbB1.EST_k37c20_6593 g.15621  ORF symbB1.EST_k37c20_6593 g.15621 symbB1.EST_k37c20_6593 m.15621 type:5prime_partial len:461 (-) symbB1.EST_k37c20_6593:145-1527(-),
symbB1.EST_k37c20_6636|m.15718,230,0,0,0,4,3,4,1.578,2.2914,0,0,0.629185,symbB1.EST_k37c20_6636 g.15718  ORF symbB1.EST_k37c20_6636 g.15718 symbB1.EST_k37c20_6636 m.15718 type:3prime_partial len:231 (+) symbB1.EST_k37c20_6636:106-795(+),
symbB1.EST_k37c20_6648|m.15757,234,0,0,0,8,7,7,2.21,3.6917,0,0,0.591864,symbB1.EST_k37c20_6648 g.15757  ORF symbB1.EST_k37c20_6648 g.15757 symbB1.EST_k37c20_6648 m.15757 type:5prime_partial len:234 (+) symbB1.EST_k37c20_6648:2-703(+),
symbB1.EST_k37c20_6688|m.15841,200,0,1,0,1,0,0,-0.008,-0.009,1,0.629338,0.445669,symbB1.EST_k37c20_6688 g.15841  ORF symbB1.EST_k37c20_6688 g.15841 symbB1.EST_k37c20_6688 m.15841 type:5prime_partial len:200 (+) symbB1.EST_k37c20_6688:2-601(+),
symbB1.EST_k37c20_6689|m.15842,200,0,1,0,1,0,0,0.106,0.1234,1,0.542393,0.600382,symbB1.EST_k37c20_6689 g.15842  ORF symbB1.EST_k37c20_6689 g.15842 symbB1.EST_k37c20_6689 m.15842 type:internal len:201 (+) symbB1.EST_k37c20_6689:2-601(+),
symbB1.EST_k37c20_6753|m.15979,351,1,2,0,0,0,0,-0.233,-0.2695,0.721297,0.683177,0.096215,symbB1.EST_k37c20_6753 g.15979  ORF symbB1.EST_k37c20_6753 g.15979 symbB1.EST_k37c20_6753 m.15979 type:5prime_partial len:351 (+) symbB1.EST_k37c20_6753:2-1054(+),
symbB1.EST_k37c20_679|m.1487,246,1,5,4,2,1,4,-0.205,-0.4005,0.318485,0.678348,0.025104,symbB1.EST_k37c20_679 g.1487  ORF symbB1.EST_k37c20_679 g.1487 symbB1.EST_k37c20_679 m.1487 type:complete len:246 (+) symbB1.EST_k37c20_679:1228-1965(+),
symbB1.EST_k37c20_680|m.1491,353,2,4,6,4,4,4,0.152,0.3885,0.99978,0.218174,0.732412,symbB1.EST_k37c20_680 g.1491  ORF symbB1.EST_k37c20_680 g.1491 symbB1.EST_k37c20_680 m.1491 type:complete len:353 (+) symbB1.EST_k37c20_680:66-1124(+),
symbB1.EST_k37c20_6861|m.16206,405,1,0,0,0,0,0,0.079,0.0949,1,0.565833,0.572951,symbB1.EST_k37c20_6861 g.16206  ORF symbB1.EST_k37c20_6861 g.16206 symbB1.EST_k37c20_6861 m.16206 type:5prime_partial len:405 (-) symbB1.EST_k37c20_6861:120-1334(-),
symbB1.EST_k37c20_6889|m.16267,300,1,4,0,5,5,5,1.096,2.2447,0,0,0.630989,symbB1.EST_k37c20_6889 g.16267  ORF symbB1.EST_k37c20_6889 g.16267 symbB1.EST_k37c20_6889 m.16267 type:5prime_partial len:300 (-) symbB1.EST_k37c20_6889:358-1257(-),
