Protein,Len,NN,NN,NN,ON,ON,ON,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot
symbB1.EST_k37c20_11120|m.25660,115,1,0,0,0,0,3,0.821,1.0867,0.004708,0.000209,0.694942,symbB1.EST_k37c20_11120 g.25660  ORF symbB1.EST_k37c20_11120 g.25660 symbB1.EST_k37c20_11120 m.25660 type:5prime_partial len:115 (+) symbB1.EST_k37c20_11120:2-346(+),
symbB1.EST_k37c20_11157|m.25744,424,0,2,6,0,2,2,-0.422,-0.7382,0.001127,0.667689,0.000053,symbB1.EST_k37c20_11157 g.25744  ORF symbB1.EST_k37c20_11157 g.25744 symbB1.EST_k37c20_11157 m.25744 type:5prime_partial len:424 (-) symbB1.EST_k37c20_11157:53-1324(-),
symbB1.EST_k37c20_1119|m.2550,691,0,3,1,0,1,1,-0.441,-0.6034,0.010676,0.679771,0.000569,symbB1.EST_k37c20_1119 g.2550  ORF symbB1.EST_k37c20_1119 g.2550 symbB1.EST_k37c20_1119 m.2550 type:5prime_partial len:691 (-) symbB1.EST_k37c20_1119:456-2528(-),
symbB1.EST_k37c20_11197|m.25835,1985,0,0,0,0,0,1,0.079,0.0933,1,0.653597,0.473485,symbB1.EST_k37c20_11197 g.25835  ORF symbB1.EST_k37c20_11197 g.25835 symbB1.EST_k37c20_11197 m.25835 type:5prime_partial len:1985 (-) symbB1.EST_k37c20_11197:201-6155(-),
symbB1.EST_k37c20_11223|m.25887,300,29,22,17,13,7,0,-0.959,-3.9458,0,0.594888,0,symbB1.EST_k37c20_11223 g.25887  ORF symbB1.EST_k37c20_11223 g.25887 symbB1.EST_k37c20_11223 m.25887 type:complete len:300 (+) symbB1.EST_k37c20_11223:209-1108(+),
symbB1.EST_k37c20_11225|m.25889,304,7,0,0,7,0,13,1.127,2.6606,0,0,0.613339,symbB1.EST_k37c20_11225 g.25889  ORF symbB1.EST_k37c20_11225 g.25889 symbB1.EST_k37c20_11225 m.25889 type:complete len:304 (+) symbB1.EST_k37c20_11225:209-1120(+),
symbB1.EST_k37c20_11294|m.26043,197,0,1,0,2,0,0,0.55,0.663,0.578163,0.062064,0.74045,symbB1.EST_k37c20_11294 g.26043  ORF symbB1.EST_k37c20_11294 g.26043 symbB1.EST_k37c20_11294 m.26043 type:5prime_partial len:197 (-) symbB1.EST_k37c20_11294:71-661(-),
symbB1.EST_k37c20_1157|m.2631,992,0,1,2,0,0,0,-0.084,-0.1087,0.900206,0.709238,0.187036,symbB1.EST_k37c20_1157 g.2631  ORF symbB1.EST_k37c20_1157 g.2631 symbB1.EST_k37c20_1157 m.2631 type:5prime_partial len:992 (+) symbB1.EST_k37c20_1157:1-2976(+),
symbB1.EST_k37c20_11584|m.26712,1063,0,0,0,3,0,3,1.171,1.5956,0,0,0.656369,symbB1.EST_k37c20_11584 g.26712  ORF symbB1.EST_k37c20_11584 g.26712 symbB1.EST_k37c20_11584 m.26712 type:5prime_partial len:1063 (+) symbB1.EST_k37c20_11584:1-3189(+),
symbB1.EST_k37c20_1169|m.2671,307,24,21,17,10,11,20,-0.184,-0.9207,0.000031,0.654214,0.000001,symbB1.EST_k37c20_1169 g.2671  ORF symbB1.EST_k37c20_1169 g.2671 symbB1.EST_k37c20_1169 m.2671 type:5prime_partial len:307 (+) symbB1.EST_k37c20_1169:2-922(+),
symbB1.EST_k37c20_11748|m.27081,218,0,5,0,1,1,0,-0.753,-0.9992,0.000006,0.649405,0,symbB1.EST_k37c20_11748 g.27081  ORF symbB1.EST_k37c20_11748 g.27081 symbB1.EST_k37c20_11748 m.27081 type:complete len:218 (+) symbB1.EST_k37c20_11748:82-735(+),
symbB1.EST_k37c20_12007|m.27647,1483,1,4,2,3,0,0,-0.143,-0.2418,0.573023,0.712328,0.063347,symbB1.EST_k37c20_12007 g.27647  ORF symbB1.EST_k37c20_12007 g.27647 symbB1.EST_k37c20_12007 m.27647 type:5prime_partial len:1483 (-) symbB1.EST_k37c20_12007:73-4521(-),
symbB1.EST_k37c20_12068|m.27795,2128,0,0,1,0,0,5,1.1,1.546,0,0,0.65932,symbB1.EST_k37c20_12068 g.27795  ORF symbB1.EST_k37c20_12068 g.27795 symbB1.EST_k37c20_12068 m.27795 type:complete len:2128 (+) symbB1.EST_k37c20_12068:78-6461(+),
symbB1.EST_k37c20_1208|m.2742,628,0,0,0,0,0,1,0.24,0.2573,1,0.533063,0.63846,symbB1.EST_k37c20_1208 g.2742  ORF symbB1.EST_k37c20_1208 g.2742 symbB1.EST_k37c20_1208 m.2742 type:internal len:629 (-) symbB1.EST_k37c20_1208:2-1885(-),
symbB1.EST_k37c20_1214|m.2760,628,6,9,14,19,4,15,0.511,2.0748,0,0,0.632857,symbB1.EST_k37c20_1214 g.2760  ORF symbB1.EST_k37c20_1214 g.2760 symbB1.EST_k37c20_1214 m.2760 type:internal len:629 (-) symbB1.EST_k37c20_1214:2-1885(-),
symbB1.EST_k37c20_12472|m.28674,778,0,0,0,0,0,3,0.609,0.812,0.180304,0.012359,0.726462,symbB1.EST_k37c20_12472 g.28674  ORF symbB1.EST_k37c20_12472 g.28674 symbB1.EST_k37c20_12472 m.28674 type:5prime_partial len:778 (+) symbB1.EST_k37c20_12472:2-2335(+),
symbB1.EST_k37c20_12510|m.28784,721,2,3,1,6,0,6,1.016,1.9243,0,0,0.639426,symbB1.EST_k37c20_12510 g.28784  ORF symbB1.EST_k37c20_12510 g.28784 symbB1.EST_k37c20_12510 m.28784 type:complete len:721 (+) symbB1.EST_k37c20_12510:133-2295(+),
symbB1.EST_k37c20_12680|m.29198,525,1,1,1,0,1,0,0.253,0.2945,1,0.492898,0.662528,symbB1.EST_k37c20_12680 g.29198  ORF symbB1.EST_k37c20_12680 g.29198 symbB1.EST_k37c20_12680 m.29198 type:5prime_partial len:525 (+) symbB1.EST_k37c20_12680:1-1575(+),
symbB1.EST_k37c20_12744|m.29335,1525,0,0,0,0,3,2,1.038,1.3932,0.000013,0,0.669245,symbB1.EST_k37c20_12744 g.29335  ORF symbB1.EST_k37c20_12744 g.29335 symbB1.EST_k37c20_12744 m.29335 type:5prime_partial len:1525 (+) symbB1.EST_k37c20_12744:1-4575(+),
symbB1.EST_k37c20_12825|m.29527,152,0,1,0,0,0,0,0.213,0.2449,1,0.545354,0.629439,symbB1.EST_k37c20_12825 g.29527  ORF symbB1.EST_k37c20_12825 g.29527 symbB1.EST_k37c20_12825 m.29527 type:complete len:152 (+) symbB1.EST_k37c20_12825:396-851(+),
symbB1.EST_k37c20_12867|m.29616,484,0,1,0,0,0,0,0.148,0.1743,0.999918,0.604957,0.5676,symbB1.EST_k37c20_12867 g.29616  ORF symbB1.EST_k37c20_12867 g.29616 symbB1.EST_k37c20_12867 m.29616 type:complete len:484 (+) symbB1.EST_k37c20_12867:71-1522(+),
symbB1.EST_k37c20_1292|m.3005,113,1,0,1,0,0,0,0.127,0.1526,1,0.619906,0.54481,symbB1.EST_k37c20_1292 g.3005  ORF symbB1.EST_k37c20_1292 g.3005 symbB1.EST_k37c20_1292 m.3005 type:5prime_partial len:113 (+) symbB1.EST_k37c20_1292:2-340(+),
symbB1.EST_k37c20_1299|m.3029,408,1,3,3,2,0,0,-0.308,-0.5054,0.043927,0.689517,0.002601,symbB1.EST_k37c20_1299 g.3029  ORF symbB1.EST_k37c20_1299 g.3029 symbB1.EST_k37c20_1299 m.3029 type:complete len:408 (+) symbB1.EST_k37c20_1299:308-1531(+),
symbB1.EST_k37c20_12990|m.29871,1241,0,0,1,1,0,2,0.506,0.6428,0.641291,0.074694,0.741342,symbB1.EST_k37c20_12990 g.29871  ORF symbB1.EST_k37c20_12990 g.29871 symbB1.EST_k37c20_12990 m.29871 type:complete len:1241 (+) symbB1.EST_k37c20_12990:40-3762(+),
symbB1.EST_k37c20_13083|m.30062,355,0,3,0,1,0,3,0.2,0.3142,1,0.469695,0.673581,symbB1.EST_k37c20_13083 g.30062  ORF symbB1.EST_k37c20_13083 g.30062 symbB1.EST_k37c20_13083 m.30062 type:5prime_partial len:355 (-) symbB1.EST_k37c20_13083:37-1101(-),
symbB1.EST_k37c20_13231|m.30449,390,2,2,0,3,0,3,0.562,0.9251,0.049292,0.002737,0.712845,symbB1.EST_k37c20_13231 g.30449  ORF symbB1.EST_k37c20_13231 g.30449 symbB1.EST_k37c20_13231 m.30449 type:complete len:390 (-) symbB1.EST_k37c20_13231:50-1219(-),
symbB1.EST_k37c20_13318|m.30638,512,0,0,0,0,0,1,0.101,0.1157,1,0.642032,0.50193,symbB1.EST_k37c20_13318 g.30638  ORF symbB1.EST_k37c20_13318 g.30638 symbB1.EST_k37c20_13318 m.30638 type:5prime_partial len:512 (+) symbB1.EST_k37c20_13318:2-1537(+),
symbB1.EST_k37c20_13328|m.30655,189,0,0,1,0,2,0,0.552,0.6725,0.548082,0.056725,0.739913,symbB1.EST_k37c20_13328 g.30655  ORF symbB1.EST_k37c20_13328 g.30655 symbB1.EST_k37c20_13328 m.30655 type:5prime_partial len:189 (+) symbB1.EST_k37c20_13328:1-567(+),
symbB1.EST_k37c20_13424|m.30860,415,5,5,6,9,5,1,0.185,0.4843,0.970547,0.23803,0.731613,symbB1.EST_k37c20_13424 g.30860  ORF symbB1.EST_k37c20_13424 g.30860 symbB1.EST_k37c20_13424 m.30860 type:complete len:415 (+) symbB1.EST_k37c20_13424:105-1349(+),
symbB1.EST_k37c20_1348|m.3129,292,4,3,5,3,1,5,-0.082,-0.1876,0.732396,0.713268,0.103069,symbB1.EST_k37c20_1348 g.3129  ORF symbB1.EST_k37c20_1348 g.3129 symbB1.EST_k37c20_1348 m.3129 type:5prime_partial len:292 (-) symbB1.EST_k37c20_1348:101-976(-),
symbB1.EST_k37c20_13593|m.31218,731,0,0,2,0,0,0,-0.214,-0.2524,0.539871,0.711877,0.057185,symbB1.EST_k37c20_13593 g.31218  ORF symbB1.EST_k37c20_13593 g.31218 symbB1.EST_k37c20_13593 m.31218 type:5prime_partial len:731 (-) symbB1.EST_k37c20_13593:75-2267(-),
symbB1.EST_k37c20_13594|m.31220,315,0,0,0,1,0,0,0.108,0.1235,1,0.637684,0.511418,symbB1.EST_k37c20_13594 g.31220  ORF symbB1.EST_k37c20_13594 g.31220 symbB1.EST_k37c20_13594 m.31220 type:5prime_partial len:315 (-) symbB1.EST_k37c20_13594:151-1095(-),
symbB1.EST_k37c20_1360|m.3153,108,16,40,15,14,4,15,-0.552,-2.5398,0,0.604627,0,symbB1.EST_k37c20_1360 g.3153  ORF symbB1.EST_k37c20_1360 g.3153 symbB1.EST_k37c20_1360 m.3153 type:5prime_partial len:108 (+) symbB1.EST_k37c20_1360:2-325(+),
symbB1.EST_k37c20_1369|m.3168,235,4,3,2,2,2,2,-0.208,-0.4077,0.145074,0.699472,0.009904,symbB1.EST_k37c20_1369 g.3168  ORF symbB1.EST_k37c20_1369 g.3168 symbB1.EST_k37c20_1369 m.3168 type:complete len:235 (-) symbB1.EST_k37c20_1369:115-819(-),
symbB1.EST_k37c20_13730|m.31514,220,0,0,1,0,0,0,0.232,0.2667,1,0.523377,0.644957,symbB1.EST_k37c20_13730 g.31514  ORF symbB1.EST_k37c20_13730 g.31514 symbB1.EST_k37c20_13730 m.31514 type:5prime_partial len:220 (-) symbB1.EST_k37c20_13730:88-747(-),
symbB1.EST_k37c20_13783|m.31626,324,0,0,0,0,4,1,1.011,1.3868,0.000015,0,0.669692,symbB1.EST_k37c20_13783 g.31626  ORF symbB1.EST_k37c20_13783 g.31626 symbB1.EST_k37c20_13783 m.31626 type:5prime_partial len:324 (+) symbB1.EST_k37c20_13783:3-974(+),
symbB1.EST_k37c20_13945|m.31959,330,0,1,0,0,0,0,0.199,0.2237,1,0.565089,0.612784,symbB1.EST_k37c20_13945 g.31959  ORF symbB1.EST_k37c20_13945 g.31959 symbB1.EST_k37c20_13945 m.31959 type:complete len:330 (+) symbB1.EST_k37c20_13945:81-1070(+),
symbB1.EST_k37c20_13984|m.32033,488,0,0,0,0,3,0,0.843,1.0749,0.005689,0.000257,0.696145,symbB1.EST_k37c20_13984 g.32033  ORF symbB1.EST_k37c20_13984 g.32033 symbB1.EST_k37c20_13984 m.32033 type:complete len:488 (-) symbB1.EST_k37c20_13984:43-1506(-),
symbB1.EST_k37c20_14209|m.32494,290,0,0,0,0,0,2,0.481,0.5951,0.778233,0.111913,0.741856,symbB1.EST_k37c20_14209 g.32494  ORF symbB1.EST_k37c20_14209 g.32494 symbB1.EST_k37c20_14209 m.32494 type:5prime_partial len:290 (-) symbB1.EST_k37c20_14209:111-980(-),
symbB1.EST_k37c20_14212|m.32498,1232,0,1,0,0,0,0,0.21,0.259,1,0.531335,0.639656,symbB1.EST_k37c20_14212 g.32498  ORF symbB1.EST_k37c20_14212 g.32498 symbB1.EST_k37c20_14212 m.32498 type:complete len:1232 (-) symbB1.EST_k37c20_14212:283-3978(-),
symbB1.EST_k37c20_14283|m.32649,470,1,0,2,0,0,2,0.23,0.2986,1,0.488175,0.664921,symbB1.EST_k37c20_14283 g.32649  ORF symbB1.EST_k37c20_14283 g.32649 symbB1.EST_k37c20_14283 m.32649 type:complete len:470 (+) symbB1.EST_k37c20_14283:85-1494(+),
symbB1.EST_k37c20_14340|m.32799,3845,0,0,0,1,1,1,0.106,0.1176,1,0.640989,0.504262,symbB1.EST_k37c20_14340 g.32799  ORF symbB1.EST_k37c20_14340 g.32799 symbB1.EST_k37c20_14340 m.32799 type:5prime_partial len:3845 (+) symbB1.EST_k37c20_14340:3-11537(+),
symbB1.EST_k37c20_1455|m.3360,395,11,28,6,0,6,19,-0.329,-1.2455,0,0.637406,0,symbB1.EST_k37c20_1455 g.3360  ORF symbB1.EST_k37c20_1455 g.3360 symbB1.EST_k37c20_1455 m.3360 type:5prime_partial len:395 (-) symbB1.EST_k37c20_1455:112-1296(-),
symbB1.EST_k37c20_1458|m.3366,450,11,28,6,23,6,19,0.287,1.3748,0.000019,0.000001,0.670539,symbB1.EST_k37c20_1458 g.3366  ORF symbB1.EST_k37c20_1458 g.3366 symbB1.EST_k37c20_1458 m.3366 type:complete len:450 (-) symbB1.EST_k37c20_1458:112-1461(-),
symbB1.EST_k37c20_14621|m.33427,809,0,0,6,6,1,5,0.621,1.3574,0.000028,0.000001,0.671786,symbB1.EST_k37c20_14621 g.33427  ORF symbB1.EST_k37c20_14621 g.33427 symbB1.EST_k37c20_14621 m.33427 type:5prime_partial len:809 (+) symbB1.EST_k37c20_14621:1-2427(+),
symbB1.EST_k37c20_14788|m.33784,437,0,1,1,2,0,2,0.703,0.9314,0.045447,0.002499,0.712096,symbB1.EST_k37c20_14788 g.33784  ORF symbB1.EST_k37c20_14788 g.33784 symbB1.EST_k37c20_14788 m.33784 type:complete len:437 (-) symbB1.EST_k37c20_14788:74-1384(-),
symbB1.EST_k37c20_149|m.340,412,2,10,15,5,10,1,-0.302,-0.9302,0.000026,0.653601,0.000001,symbB1.EST_k37c20_149 g.340  ORF symbB1.EST_k37c20_149 g.340 symbB1.EST_k37c20_149 m.340 type:3prime_partial len:413 (+) symbB1.EST_k37c20_149:88-1323(+),
symbB1.EST_k37c20_14930|m.34125,439,0,0,1,0,0,0,0.261,0.3107,1,0.47391,0.671698,symbB1.EST_k37c20_14930 g.34125  ORF symbB1.EST_k37c20_14930 g.34125 symbB1.EST_k37c20_14930 m.34125 type:internal len:440 (+) symbB1.EST_k37c20_14930:1-1317(+),
symbB1.EST_k37c20_14961|m.34203,355,0,0,0,0,0,1,0.221,0.2479,1,0.542431,0.631669,symbB1.EST_k37c20_14961 g.34203  ORF symbB1.EST_k37c20_14961 g.34203 symbB1.EST_k37c20_14961 m.34203 type:5prime_partial len:355 (+) symbB1.EST_k37c20_14961:3-1067(+),
symbB1.EST_k37c20_15139|m.34544,583,7,0,1,3,0,1,-0.41,-0.7125,0.001776,0.669855,0.000085,symbB1.EST_k37c20_15139 g.34544  ORF symbB1.EST_k37c20_15139 g.34544 symbB1.EST_k37c20_15139 m.34544 type:5prime_partial len:583 (+) symbB1.EST_k37c20_15139:2-1750(+),
symbB1.EST_k37c20_15322|m.34940,452,0,1,0,0,0,0,0.196,0.2168,1,0.571166,0.607018,symbB1.EST_k37c20_15322 g.34940  ORF symbB1.EST_k37c20_15322 g.34940 symbB1.EST_k37c20_15322 m.34940 type:5prime_partial len:452 (+) symbB1.EST_k37c20_15322:2-1357(+),
symbB1.EST_k37c20_15345|m.34993,197,0,0,0,0,0,1,0.175,0.1931,0.999849,0.59077,0.585877,symbB1.EST_k37c20_15345 g.34993  ORF symbB1.EST_k37c20_15345 g.34993 symbB1.EST_k37c20_15345 m.34993 type:3prime_partial len:198 (-) symbB1.EST_k37c20_15345:1-591(-),
symbB1.EST_k37c20_15400|m.35107,584,0,0,0,1,2,0,0.392,0.5001,0.954762,0.217173,0.734225,symbB1.EST_k37c20_15400 g.35107  ORF symbB1.EST_k37c20_15400 g.35107 symbB1.EST_k37c20_15400 m.35107 type:5prime_partial len:584 (-) symbB1.EST_k37c20_15400:12-1763(-),
symbB1.EST_k37c20_15413|m.35140,461,0,1,0,0,0,0,0.187,0.2193,1,0.568984,0.609127,symbB1.EST_k37c20_15413 g.35140  ORF symbB1.EST_k37c20_15413 g.35140 symbB1.EST_k37c20_15413 m.35140 type:complete len:461 (+) symbB1.EST_k37c20_15413:41-1423(+),
symbB1.EST_k37c20_15463|m.35243,550,0,1,0,0,0,0,0.136,0.1536,1,0.61925,0.5459,symbB1.EST_k37c20_15463 g.35243  ORF symbB1.EST_k37c20_15463 g.35243 symbB1.EST_k37c20_15463 m.35243 type:5prime_partial len:550 (-) symbB1.EST_k37c20_15463:116-1765(-),
symbB1.EST_k37c20_15528|m.35379,241,0,0,1,0,0,1,0.279,0.3119,1,0.472469,0.672348,symbB1.EST_k37c20_15528 g.35379  ORF symbB1.EST_k37c20_15528 g.35379 symbB1.EST_k37c20_15528 m.35379 type:internal len:242 (+) symbB1.EST_k37c20_15528:1-723(+),
symbB1.EST_k37c20_15561|m.35464,572,0,0,3,0,0,0,-0.337,-0.428,0.115496,0.697435,0.007612,symbB1.EST_k37c20_15561 g.35464  ORF symbB1.EST_k37c20_15561 g.35464 symbB1.EST_k37c20_15561 m.35464 type:internal len:573 (-) symbB1.EST_k37c20_15561:1-1716(-),
symbB1.EST_k37c20_15580|m.35509,323,0,0,0,0,0,2,0.526,0.6459,0.631658,0.072639,0.741228,symbB1.EST_k37c20_15580 g.35509  ORF symbB1.EST_k37c20_15580 g.35509 symbB1.EST_k37c20_15580 m.35509 type:5prime_partial len:323 (-) symbB1.EST_k37c20_15580:151-1119(-),
symbB1.EST_k37c20_15591|m.35544,702,5,13,9,9,7,1,-0.239,-0.7922,0.000417,0.663356,0.000018,symbB1.EST_k37c20_15591 g.35544  ORF symbB1.EST_k37c20_15591 g.35544 symbB1.EST_k37c20_15591 m.35544 type:5prime_partial len:702 (+) symbB1.EST_k37c20_15591:2-2107(+),
symbB1.EST_k37c20_1567|m.3635,725,21,36,18,38,14,18,0.161,0.9516,0.034818,0.001857,0.709717,symbB1.EST_k37c20_1567 g.3635  ORF symbB1.EST_k37c20_1567 g.3635 symbB1.EST_k37c20_1567 m.3635 type:complete len:725 (-) symbB1.EST_k37c20_1567:298-2472(-),
symbB1.EST_k37c20_15697|m.35743,248,2,0,3,0,0,0,-0.6,-0.7721,0.000607,0.664935,0.000027,symbB1.EST_k37c20_15697 g.35743  ORF symbB1.EST_k37c20_15697 g.35743 symbB1.EST_k37c20_15697 m.35743 type:complete len:248 (+) symbB1.EST_k37c20_15697:52-795(+),
symbB1.EST_k37c20_15781|m.35924,350,12,17,21,18,11,2,-0.243,-0.9727,0.00001,0.650965,0,symbB1.EST_k37c20_15781 g.35924  ORF symbB1.EST_k37c20_15781 g.35924 symbB1.EST_k37c20_15781 m.35924 type:complete len:350 (-) symbB1.EST_k37c20_15781:327-1376(-),
symbB1.EST_k37c20_1596|m.3728,759,0,1,0,1,0,0,0.186,0.2064,1,0.58001,0.597997,symbB1.EST_k37c20_1596 g.3728  ORF symbB1.EST_k37c20_1596 g.3728 symbB1.EST_k37c20_1596 m.3728 type:5prime_partial len:759 (+) symbB1.EST_k37c20_1596:1-2277(+),
symbB1.EST_k37c20_16051|m.36532,521,0,0,0,0,1,0,0.182,0.2032,0.99988,0.582655,0.595141,symbB1.EST_k37c20_16051 g.36532  ORF symbB1.EST_k37c20_16051 g.36532 symbB1.EST_k37c20_16051 m.36532 type:complete len:521 (+) symbB1.EST_k37c20_16051:54-1616(+),
symbB1.EST_k37c20_16090|m.36633,157,2,0,0,0,0,0,-0.122,-0.1575,0.807173,0.712594,0.131467,symbB1.EST_k37c20_16090 g.36633  ORF symbB1.EST_k37c20_16090 g.36633 symbB1.EST_k37c20_16090 m.36633 type:complete len:157 (+) symbB1.EST_k37c20_16090:37-507(+),
symbB1.EST_k37c20_16474|m.37535,172,0,1,0,0,1,2,0.492,0.6235,0.699375,0.088467,0.74184,symbB1.EST_k37c20_16474 g.37535  ORF symbB1.EST_k37c20_16474 g.37535 symbB1.EST_k37c20_16474 m.37535 type:complete len:172 (-) symbB1.EST_k37c20_16474:137-652(-),
symbB1.EST_k37c20_16504|m.37609,270,0,0,0,2,0,0,0.454,0.5615,0.857154,0.144615,0.740618,symbB1.EST_k37c20_16504 g.37609  ORF symbB1.EST_k37c20_16504 g.37609 symbB1.EST_k37c20_16504 m.37609 type:3prime_partial len:271 (-) symbB1.EST_k37c20_16504:1-810(-),
symbB1.EST_k37c20_16510|m.37627,710,0,0,0,0,0,2,0.468,0.6105,0.736598,0.098723,0.741959,symbB1.EST_k37c20_16510 g.37627  ORF symbB1.EST_k37c20_16510 g.37627 symbB1.EST_k37c20_16510 m.37627 type:internal len:711 (+) symbB1.EST_k37c20_16510:3-2132(+),
symbB1.EST_k37c20_16682|m.38041,281,5,7,11,7,5,6,-0.013,-0.0405,0.973149,0.698865,0.280503,symbB1.EST_k37c20_16682 g.38041  ORF symbB1.EST_k37c20_16682 g.38041 symbB1.EST_k37c20_16682 m.38041 type:5prime_partial len:281 (-) symbB1.EST_k37c20_16682:106-948(-),
symbB1.EST_k37c20_16905|m.38502,137,5,5,5,4,2,0,-0.565,-1.2299,0,0.638063,0,symbB1.EST_k37c20_16905 g.38502  ORF symbB1.EST_k37c20_16905 g.38502 symbB1.EST_k37c20_16905 m.38502 type:complete len:137 (+) symbB1.EST_k37c20_16905:105-515(+),
symbB1.EST_k37c20_17041|m.38837,3032,0,3,0,0,0,0,-0.395,-0.5091,0.041795,0.689139,0.002464,symbB1.EST_k37c20_17041 g.38837  ORF symbB1.EST_k37c20_17041 g.38837 symbB1.EST_k37c20_17041 m.38837 type:complete len:3032 (+) symbB1.EST_k37c20_17041:27-9122(+),
symbB1.EST_k37c20_17071|m.38910,624,2,1,2,2,1,0,-0.027,-0.0376,0.97502,0.698257,0.284746,symbB1.EST_k37c20_17071 g.38910  ORF symbB1.EST_k37c20_17071 g.38910 symbB1.EST_k37c20_17071 m.38910 type:internal len:625 (-) symbB1.EST_k37c20_17071:3-1874(-),
symbB1.EST_k37c20_17078|m.38932,466,14,8,6,6,2,6,-0.501,-1.5876,0,0.624554,0,symbB1.EST_k37c20_17078 g.38932  ORF symbB1.EST_k37c20_17078 g.38932 symbB1.EST_k37c20_17078 m.38932 type:complete len:466 (-) symbB1.EST_k37c20_17078:269-1666(-),
symbB1.EST_k37c20_17248|m.39277,2528,0,0,0,2,0,1,0.556,0.666,0.568636,0.060337,0.740288,symbB1.EST_k37c20_17248 g.39277  ORF symbB1.EST_k37c20_17248 g.39277 symbB1.EST_k37c20_17248 m.39277 type:5prime_partial len:2528 (+) symbB1.EST_k37c20_17248:1-7584(+),
symbB1.EST_k37c20_174|m.400,627,0,0,1,0,1,2,0.475,0.5758,0.825632,0.130045,0.741323,symbB1.EST_k37c20_174 g.400  ORF symbB1.EST_k37c20_174 g.400 symbB1.EST_k37c20_174 m.400 type:5prime_partial len:627 (-) symbB1.EST_k37c20_174:97-1977(-),
symbB1.EST_k37c20_17439|m.39726,295,1,0,1,0,0,0,0.186,0.213,1,0.574442,0.603768,symbB1.EST_k37c20_17439 g.39726  ORF symbB1.EST_k37c20_17439 g.39726 symbB1.EST_k37c20_17439 m.39726 type:5prime_partial len:295 (-) symbB1.EST_k37c20_17439:168-1052(-),
symbB1.EST_k37c20_17555|m.39978,144,2,2,2,0,0,0,-0.551,-0.7567,0.000806,0.666172,0.000037,symbB1.EST_k37c20_17555 g.39978  ORF symbB1.EST_k37c20_17555 g.39978 symbB1.EST_k37c20_17555 m.39978 type:internal len:145 (+) symbB1.EST_k37c20_17555:3-434(+),
symbB1.EST_k37c20_17557|m.39981,1210,0,0,0,0,0,1,0.188,0.2185,1,0.569685,0.608455,symbB1.EST_k37c20_17557 g.39981  ORF symbB1.EST_k37c20_17557 g.39981 symbB1.EST_k37c20_17557 m.39981 type:complete len:1210 (-) symbB1.EST_k37c20_17557:38-3667(-),
symbB1.EST_k37c20_17597|m.40079,818,3,2,1,1,1,0,-0.538,-0.7531,0.000861,0.666464,0.00004,symbB1.EST_k37c20_17597 g.40079  ORF symbB1.EST_k37c20_17597 g.40079 symbB1.EST_k37c20_17597 m.40079 type:5prime_partial len:818 (+) symbB1.EST_k37c20_17597:2-2455(+),
symbB1.EST_k37c20_1763|m.4228,127,7,6,6,6,4,0,-0.351,-0.9012,0.000048,0.655497,0.000002,symbB1.EST_k37c20_1763 g.4228  ORF symbB1.EST_k37c20_1763 g.4228 symbB1.EST_k37c20_1763 m.4228 type:3prime_partial len:128 (+) symbB1.EST_k37c20_1763:91-471(+),
symbB1.EST_k37c20_17688|m.40279,995,0,0,0,1,0,0,0.178,0.2076,1,0.579009,0.599058,symbB1.EST_k37c20_17688 g.40279  ORF symbB1.EST_k37c20_17688 g.40279 symbB1.EST_k37c20_17688 m.40279 type:complete len:995 (+) symbB1.EST_k37c20_17688:200-3184(+),
symbB1.EST_k37c20_17886|m.40673,796,0,0,2,0,0,0,-0.183,-0.2266,0.619804,0.712836,0.073064,symbB1.EST_k37c20_17886 g.40673  ORF symbB1.EST_k37c20_17886 g.40673 symbB1.EST_k37c20_17886 m.40673 type:complete len:796 (-) symbB1.EST_k37c20_17886:226-2613(-),
symbB1.EST_k37c20_17891|m.40681,259,0,1,1,0,0,0,0.095,0.1069,1,0.646735,0.490963,symbB1.EST_k37c20_17891 g.40681  ORF symbB1.EST_k37c20_17891 g.40681 symbB1.EST_k37c20_17891 m.40681 type:complete len:259 (-) symbB1.EST_k37c20_17891:119-895(-),
symbB1.EST_k37c20_179|m.408,173,0,1,0,0,0,0,0.174,0.1837,0.999744,0.598011,0.576907,symbB1.EST_k37c20_179 g.408  ORF symbB1.EST_k37c20_179 g.408 symbB1.EST_k37c20_179 m.408 type:complete len:173 (+) symbB1.EST_k37c20_179:75-593(+),
symbB1.EST_k37c20_18007|m.40947,262,3,2,2,4,4,3,0.721,1.383,0.000016,0.000001,0.669959,symbB1.EST_k37c20_18007 g.40947  ORF symbB1.EST_k37c20_18007 g.40947 symbB1.EST_k37c20_18007 m.40947 type:internal len:263 (-) symbB1.EST_k37c20_18007:3-788(-),
symbB1.EST_k37c20_1807|m.4315,605,0,0,0,1,1,0,0.171,0.191,0.999773,0.592414,0.583902,symbB1.EST_k37c20_1807 g.4315  ORF symbB1.EST_k37c20_1807 g.4315 symbB1.EST_k37c20_1807 m.4315 type:5prime_partial len:605 (+) symbB1.EST_k37c20_1807:2-1816(+),
