Protein,Len,ON,ON,ON,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot_updated
symbB1.EST_k37c20_12744|m.29335,1525,0,3,2,4,0,3,0.269,0.4791,0.174904,0.008395,0.745333,symbB1.EST_k37c20_12744 g.29335  ORF symbB1.EST_k37c20_12744 g.29335 symbB1.EST_k37c20_12744 m.29335 type:5prime_partial len:1525 (+) symbB1.EST_k37c20_12744:1-4575(+),
symbB1.EST_k37c20_12825|m.29527,152,0,0,0,0,0,0,-0.068,-0.0794,1,0.505421,0.662185,symbB1.EST_k37c20_12825 g.29527  ORF symbB1.EST_k37c20_12825 g.29527 symbB1.EST_k37c20_12825 m.29527 type:complete len:152 (+) symbB1.EST_k37c20_12825:396-851(+),
symbB1.EST_k37c20_12867|m.29616,484,0,0,0,0,0,0,-0.133,-0.1588,1,0.579093,0.59867,symbB1.EST_k37c20_12867 g.29616  ORF symbB1.EST_k37c20_12867 g.29616 symbB1.EST_k37c20_12867 m.29616 type:complete len:484 (+) symbB1.EST_k37c20_12867:71-1522(+),
symbB1.EST_k37c20_12887|m.29657,1411,0,0,0,1,0,0,-0.168,-0.1954,1,0.605739,0.561242,symbB1.EST_k37c20_12887 g.29657  ORF symbB1.EST_k37c20_12887 g.29657 symbB1.EST_k37c20_12887 m.29657 type:3prime_partial len:1412 (-) symbB1.EST_k37c20_12887:2-4234(-),
symbB1.EST_k37c20_1292|m.3005,113,0,0,0,1,0,1,-0.132,-0.1606,1,0.580507,0.596955,symbB1.EST_k37c20_1292 g.3005  ORF symbB1.EST_k37c20_1292 g.3005 symbB1.EST_k37c20_1292 m.3005 type:5prime_partial len:113 (+) symbB1.EST_k37c20_1292:2-340(+),
symbB1.EST_k37c20_1299|m.3029,408,2,0,0,1,0,1,-0.323,-0.4372,0.920658,0.694837,0.219926,symbB1.EST_k37c20_1299 g.3029  ORF symbB1.EST_k37c20_1299 g.3029 symbB1.EST_k37c20_1299 m.3029 type:complete len:408 (+) symbB1.EST_k37c20_1299:308-1531(+),
symbB1.EST_k37c20_12990|m.29871,1241,1,0,2,2,2,2,0.357,0.5472,0.077769,0.003308,0.738138,symbB1.EST_k37c20_12990 g.29871  ORF symbB1.EST_k37c20_12990 g.29871 symbB1.EST_k37c20_12990 m.29871 type:complete len:1241 (+) symbB1.EST_k37c20_12990:40-3762(+),
symbB1.EST_k37c20_13083|m.30062,355,1,0,3,1,0,0,-0.657,-0.9147,0.017722,0.670484,0.001017,symbB1.EST_k37c20_13083 g.30062  ORF symbB1.EST_k37c20_13083 g.30062 symbB1.EST_k37c20_13083 m.30062 type:5prime_partial len:355 (-) symbB1.EST_k37c20_13083:37-1101(-),
symbB1.EST_k37c20_13231|m.30449,390,3,0,3,4,3,4,0.4,0.8171,0.001085,0.000035,0.710221,symbB1.EST_k37c20_13231 g.30449  ORF symbB1.EST_k37c20_13231 g.30449 symbB1.EST_k37c20_13231 m.30449 type:complete len:390 (-) symbB1.EST_k37c20_13231:50-1219(-),
symbB1.EST_k37c20_13318|m.30638,512,0,0,1,0,0,0,-0.159,-0.1828,1,0.597059,0.574737,symbB1.EST_k37c20_13318 g.30638  ORF symbB1.EST_k37c20_13318 g.30638 symbB1.EST_k37c20_13318 m.30638 type:5prime_partial len:512 (+) symbB1.EST_k37c20_13318:2-1537(+),
symbB1.EST_k37c20_13328|m.30655,189,0,2,0,0,0,0,-0.419,-0.4809,0.842062,0.699065,0.16368,symbB1.EST_k37c20_13328 g.30655  ORF symbB1.EST_k37c20_13328 g.30655 symbB1.EST_k37c20_13328 m.30655 type:5prime_partial len:189 (+) symbB1.EST_k37c20_13328:1-567(+),
symbB1.EST_k37c20_13424|m.30860,415,9,5,1,7,1,1,-0.585,-1.3657,0.000003,0.640157,0,symbB1.EST_k37c20_13424 g.30860  ORF symbB1.EST_k37c20_13424 g.30860 symbB1.EST_k37c20_13424 m.30860 type:complete len:415 (+) symbB1.EST_k37c20_13424:105-1349(+),
symbB1.EST_k37c20_1348|m.3129,292,3,1,5,1,5,5,0.152,0.3314,0.600616,0.046523,0.756924,symbB1.EST_k37c20_1348 g.3129  ORF symbB1.EST_k37c20_1348 g.3129 symbB1.EST_k37c20_1348 m.3129 type:5prime_partial len:292 (-) symbB1.EST_k37c20_1348:101-976(-),
symbB1.EST_k37c20_13593|m.31218,731,0,0,0,0,0,0,-0.194,-0.212,1,0.616416,0.54248,symbB1.EST_k37c20_13593 g.31218  ORF symbB1.EST_k37c20_13593 g.31218 symbB1.EST_k37c20_13593 m.31218 type:5prime_partial len:731 (-) symbB1.EST_k37c20_13593:75-2267(-),
symbB1.EST_k37c20_13594|m.31220,315,1,0,0,1,0,0,-0.2,-0.2343,1,0.629464,0.515543,symbB1.EST_k37c20_13594 g.31220  ORF symbB1.EST_k37c20_13594 g.31220 symbB1.EST_k37c20_13594 m.31220 type:5prime_partial len:315 (-) symbB1.EST_k37c20_13594:151-1095(-),
symbB1.EST_k37c20_1360|m.3153,108,14,4,15,3,2,1,-1.832,-3.769,0,0.595461,0,symbB1.EST_k37c20_1360 g.3153  ORF symbB1.EST_k37c20_1360 g.3153 symbB1.EST_k37c20_1360 m.3153 type:5prime_partial len:108 (+) symbB1.EST_k37c20_1360:2-325(+),
symbB1.EST_k37c20_1369|m.3168,235,2,2,2,4,3,4,0.545,1.0863,0.000003,0,0.686846,symbB1.EST_k37c20_1369 g.3168  ORF symbB1.EST_k37c20_1369 g.3168 symbB1.EST_k37c20_1369 m.3168 type:complete len:235 (-) symbB1.EST_k37c20_1369:115-819(-),
symbB1.EST_k37c20_13730|m.31514,220,0,0,0,0,0,0,-0.072,-0.0831,1,0.509351,0.659721,symbB1.EST_k37c20_13730 g.31514  ORF symbB1.EST_k37c20_13730 g.31514 symbB1.EST_k37c20_13730 m.31514 type:5prime_partial len:220 (-) symbB1.EST_k37c20_13730:88-747(-),
symbB1.EST_k37c20_13783|m.31626,324,0,4,1,1,0,0,-0.824,-1.0941,0.000939,0.656246,0.000042,symbB1.EST_k37c20_13783 g.31626  ORF symbB1.EST_k37c20_13783 g.31626 symbB1.EST_k37c20_13783 m.31626 type:5prime_partial len:324 (+) symbB1.EST_k37c20_13783:3-974(+),
symbB1.EST_k37c20_13911|m.31899,259,0,0,0,0,0,0,-0.068,-0.0804,1,0.506488,0.661524,symbB1.EST_k37c20_13911 g.31899  ORF symbB1.EST_k37c20_13911 g.31899 symbB1.EST_k37c20_13911 m.31899 type:5prime_partial len:259 (-) symbB1.EST_k37c20_13911:148-924(-),
symbB1.EST_k37c20_13945|m.31959,330,0,0,0,0,0,0,-0.138,-0.1501,1,0.572102,0.60678,symbB1.EST_k37c20_13945 g.31959  ORF symbB1.EST_k37c20_13945 g.31959 symbB1.EST_k37c20_13945 m.31959 type:complete len:330 (+) symbB1.EST_k37c20_13945:81-1070(+),
symbB1.EST_k37c20_13984|m.32033,488,0,3,0,0,0,0,-0.61,-0.8345,0.052529,0.67801,0.003443,symbB1.EST_k37c20_13984 g.32033  ORF symbB1.EST_k37c20_13984 g.32033 symbB1.EST_k37c20_13984 m.32033 type:complete len:488 (-) symbB1.EST_k37c20_13984:43-1506(-),
symbB1.EST_k37c20_14209|m.32494,290,0,0,2,0,0,0,-0.468,-0.5697,0.6002,0.700278,0.078929,symbB1.EST_k37c20_14209 g.32494  ORF symbB1.EST_k37c20_14209 g.32494 symbB1.EST_k37c20_14209 m.32494 type:5prime_partial len:290 (-) symbB1.EST_k37c20_14209:111-980(-),
symbB1.EST_k37c20_14212|m.32498,1232,0,0,0,0,0,0,-0.1,-0.12,1,0.545881,0.632587,symbB1.EST_k37c20_14212 g.32498  ORF symbB1.EST_k37c20_14212 g.32498 symbB1.EST_k37c20_14212 m.32498 type:complete len:1232 (-) symbB1.EST_k37c20_14212:283-3978(-),
symbB1.EST_k37c20_14283|m.32649,470,0,0,2,1,0,1,-0.45,-0.514,0.762848,0.700538,0.127238,symbB1.EST_k37c20_14283 g.32649  ORF symbB1.EST_k37c20_14283 g.32649 symbB1.EST_k37c20_14283 m.32649 type:complete len:470 (+) symbB1.EST_k37c20_14283:85-1494(+),
symbB1.EST_k37c20_14340|m.32799,3845,1,1,1,0,0,1,-0.193,-0.2146,1,0.618012,0.539442,symbB1.EST_k37c20_14340 g.32799  ORF symbB1.EST_k37c20_14340 g.32799 symbB1.EST_k37c20_14340 m.32799 type:5prime_partial len:3845 (+) symbB1.EST_k37c20_14340:3-11537(+),
symbB1.EST_k37c20_1455|m.3360,395,0,6,19,28,18,37,1.107,4.5678,0,0,0.593249,symbB1.EST_k37c20_1455 g.3360  ORF symbB1.EST_k37c20_1455 g.3360 symbB1.EST_k37c20_1455 m.3360 type:5prime_partial len:395 (-) symbB1.EST_k37c20_1455:112-1296(-),
symbB1.EST_k37c20_1458|m.3366,450,23,6,19,28,18,0,-0.091,-0.4299,0.930846,0.69385,0.230097,symbB1.EST_k37c20_1458 g.3366  ORF symbB1.EST_k37c20_1458 g.3366 symbB1.EST_k37c20_1458 m.3366 type:complete len:450 (-) symbB1.EST_k37c20_1458:112-1461(-),
symbB1.EST_k37c20_14621|m.33427,809,6,1,5,2,3,0,-0.851,-1.6667,0,0.627667,0,symbB1.EST_k37c20_14621 g.33427  ORF symbB1.EST_k37c20_14621 g.33427 symbB1.EST_k37c20_14621 m.33427 type:5prime_partial len:809 (+) symbB1.EST_k37c20_14621:1-2427(+),
symbB1.EST_k37c20_14788|m.33784,437,2,0,2,3,6,2,0.719,1.2251,0,0,0.675866,symbB1.EST_k37c20_14788 g.33784  ORF symbB1.EST_k37c20_14788 g.33784 symbB1.EST_k37c20_14788 m.33784 type:complete len:437 (-) symbB1.EST_k37c20_14788:74-1384(-),
symbB1.EST_k37c20_149|m.340,412,5,10,1,7,7,12,0.449,1.3306,0,0,0.66782,symbB1.EST_k37c20_149 g.340  ORF symbB1.EST_k37c20_149 g.340 symbB1.EST_k37c20_149 m.340 type:3prime_partial len:413 (+) symbB1.EST_k37c20_149:88-1323(+),
symbB1.EST_k37c20_14930|m.34125,439,0,0,0,0,0,0,-0.04,-0.0462,1,0.468057,0.682359,symbB1.EST_k37c20_14930 g.34125  ORF symbB1.EST_k37c20_14930 g.34125 symbB1.EST_k37c20_14930 m.34125 type:internal len:440 (+) symbB1.EST_k37c20_14930:1-1317(+),
symbB1.EST_k37c20_14961|m.34203,355,0,0,1,1,1,1,-0.039,-0.0438,1,0.465214,0.683688,symbB1.EST_k37c20_14961 g.34203  ORF symbB1.EST_k37c20_14961 g.34203 symbB1.EST_k37c20_14961 m.34203 type:5prime_partial len:355 (+) symbB1.EST_k37c20_14961:3-1067(+),
symbB1.EST_k37c20_15139|m.34544,583,3,0,1,3,4,4,0.724,1.3009,0,0,0.670051,symbB1.EST_k37c20_15139 g.34544  ORF symbB1.EST_k37c20_15139 g.34544 symbB1.EST_k37c20_15139 m.34544 type:5prime_partial len:583 (+) symbB1.EST_k37c20_15139:2-1750(+),
symbB1.EST_k37c20_15308|m.34905,1232,0,0,0,1,0,0,-0.128,-0.1441,1,0.567128,0.612201,symbB1.EST_k37c20_15308 g.34905  ORF symbB1.EST_k37c20_15308 g.34905 symbB1.EST_k37c20_15308 m.34905 type:5prime_partial len:1232 (+) symbB1.EST_k37c20_15308:3-3698(+),
symbB1.EST_k37c20_15322|m.34940,452,0,0,0,0,0,0,-0.061,-0.0688,1,0.4939,0.668999,symbB1.EST_k37c20_15322 g.34940  ORF symbB1.EST_k37c20_15322 g.34940 symbB1.EST_k37c20_15322 m.34940 type:5prime_partial len:452 (+) symbB1.EST_k37c20_15322:2-1357(+),
symbB1.EST_k37c20_15345|m.34993,197,0,0,1,2,4,3,1.059,1.532,0,0,0.654031,symbB1.EST_k37c20_15345 g.34993  ORF symbB1.EST_k37c20_15345 g.34993 symbB1.EST_k37c20_15345 m.34993 type:3prime_partial len:198 (-) symbB1.EST_k37c20_15345:1-591(-),
symbB1.EST_k37c20_15400|m.35107,584,1,2,0,0,1,0,-0.501,-0.6129,0.465196,0.698262,0.052099,symbB1.EST_k37c20_15400 g.35107  ORF symbB1.EST_k37c20_15400 g.35107 symbB1.EST_k37c20_15400 m.35107 type:5prime_partial len:584 (-) symbB1.EST_k37c20_15400:12-1763(-),
symbB1.EST_k37c20_15413|m.35140,461,0,0,0,1,2,2,0.455,0.5944,0.041313,0.001648,0.733024,symbB1.EST_k37c20_15413 g.35140  ORF symbB1.EST_k37c20_15413 g.35140 symbB1.EST_k37c20_15413 m.35140 type:complete len:461 (+) symbB1.EST_k37c20_15413:41-1423(+),
symbB1.EST_k37c20_15463|m.35243,550,0,0,0,0,0,0,-0.194,-0.2184,1,0.620309,0.534951,symbB1.EST_k37c20_15463 g.35243  ORF symbB1.EST_k37c20_15463 g.35243 symbB1.EST_k37c20_15463 m.35243 type:5prime_partial len:550 (-) symbB1.EST_k37c20_15463:116-1765(-),
symbB1.EST_k37c20_15528|m.35379,241,0,0,1,0,0,1,-0.012,-0.014,1,0.428446,0.698856,symbB1.EST_k37c20_15528 g.35379  ORF symbB1.EST_k37c20_15528 g.35379 symbB1.EST_k37c20_15528 m.35379 type:internal len:242 (+) symbB1.EST_k37c20_15528:1-723(+),
symbB1.EST_k37c20_15561|m.35464,572,0,0,0,0,0,0,-0.106,-0.1179,1,0.543932,0.634261,symbB1.EST_k37c20_15561 g.35464  ORF symbB1.EST_k37c20_15561 g.35464 symbB1.EST_k37c20_15561 m.35464 type:internal len:573 (-) symbB1.EST_k37c20_15561:1-1716(-),
symbB1.EST_k37c20_15580|m.35509,323,0,0,2,0,0,0,-0.433,-0.5,0.798329,0.700081,0.141957,symbB1.EST_k37c20_15580 g.35509  ORF symbB1.EST_k37c20_15580 g.35509 symbB1.EST_k37c20_15580 m.35509 type:5prime_partial len:323 (-) symbB1.EST_k37c20_15580:151-1119(-),
symbB1.EST_k37c20_15591|m.35544,702,9,7,1,12,11,10,0.592,2.0494,0,0,0.631978,symbB1.EST_k37c20_15591 g.35544  ORF symbB1.EST_k37c20_15591 g.35544 symbB1.EST_k37c20_15591 m.35544 type:5prime_partial len:702 (+) symbB1.EST_k37c20_15591:2-2107(+),
symbB1.EST_k37c20_1567|m.3635,725,38,14,18,20,17,15,-0.375,-1.9762,0,0.617773,0,symbB1.EST_k37c20_1567 g.3635  ORF symbB1.EST_k37c20_1567 g.3635 symbB1.EST_k37c20_1567 m.3635 type:complete len:725 (-) symbB1.EST_k37c20_1567:298-2472(-),
symbB1.EST_k37c20_15697|m.35743,248,0,0,0,0,1,1,-0.181,-0.2024,1,0.610345,0.553466,symbB1.EST_k37c20_15697 g.35743  ORF symbB1.EST_k37c20_15697 g.35743 symbB1.EST_k37c20_15697 m.35743 type:complete len:248 (+) symbB1.EST_k37c20_15697:52-795(+),
symbB1.EST_k37c20_15781|m.35924,350,18,11,2,9,16,15,0.187,0.711,0.006991,0.000246,0.720687,symbB1.EST_k37c20_15781 g.35924  ORF symbB1.EST_k37c20_15781 g.35924 symbB1.EST_k37c20_15781 m.35924 type:complete len:350 (-) symbB1.EST_k37c20_15781:327-1376(-),
symbB1.EST_k37c20_1596|m.3728,759,1,0,0,0,0,0,-0.119,-0.1337,1,0.55821,0.621268,symbB1.EST_k37c20_1596 g.3728  ORF symbB1.EST_k37c20_1596 g.3728 symbB1.EST_k37c20_1596 m.3728 type:5prime_partial len:759 (+) symbB1.EST_k37c20_1596:1-2277(+),
symbB1.EST_k37c20_16051|m.36532,521,0,1,0,0,0,0,-0.135,-0.15,1,0.57202,0.606872,symbB1.EST_k37c20_16051 g.36532  ORF symbB1.EST_k37c20_16051 g.36532 symbB1.EST_k37c20_16051 m.36532 type:complete len:521 (+) symbB1.EST_k37c20_16051:54-1616(+),
symbB1.EST_k37c20_16090|m.36633,157,0,0,0,1,0,0,-0.092,-0.1038,1,0.530441,0.645086,symbB1.EST_k37c20_16090 g.36633  ORF symbB1.EST_k37c20_16090 g.36633 symbB1.EST_k37c20_16090 m.36633 type:complete len:157 (+) symbB1.EST_k37c20_16090:37-507(+),
symbB1.EST_k37c20_16139|m.36736,1033,0,0,0,0,0,0,-0.066,-0.0704,1,0.495664,0.667993,symbB1.EST_k37c20_16139 g.36736  ORF symbB1.EST_k37c20_16139 g.36736 symbB1.EST_k37c20_16139 m.36736 type:5prime_partial len:1033 (-) symbB1.EST_k37c20_16139:314-3412(-),
symbB1.EST_k37c20_16158|m.36767,206,0,0,0,0,0,0,-0.135,-0.1584,1,0.578777,0.59905,symbB1.EST_k37c20_16158 g.36767  ORF symbB1.EST_k37c20_16158 g.36767 symbB1.EST_k37c20_16158 m.36767 type:5prime_partial len:206 (+) symbB1.EST_k37c20_16158:3-620(+),
symbB1.EST_k37c20_16307|m.37144,383,0,0,0,2,0,0,0.175,0.2114,0.916749,0.134742,0.755411,symbB1.EST_k37c20_16307 g.37144  ORF symbB1.EST_k37c20_16307 g.37144 symbB1.EST_k37c20_16307 m.37144 type:5prime_partial len:383 (-) symbB1.EST_k37c20_16307:627-1775(-),
symbB1.EST_k37c20_16388|m.37339,464,0,0,0,0,0,0,-0.02,-0.0225,1,0.439198,0.694775,symbB1.EST_k37c20_16388 g.37339  ORF symbB1.EST_k37c20_16388 g.37339 symbB1.EST_k37c20_16388 m.37339 type:complete len:464 (+) symbB1.EST_k37c20_16388:39-1430(+),
symbB1.EST_k37c20_16474|m.37535,172,0,1,2,0,0,0,-0.476,-0.6018,0.499644,0.698901,0.058182,symbB1.EST_k37c20_16474 g.37535  ORF symbB1.EST_k37c20_16474 g.37535 symbB1.EST_k37c20_16474 m.37535 type:complete len:172 (-) symbB1.EST_k37c20_16474:137-652(-),
symbB1.EST_k37c20_16504|m.37609,270,2,0,0,0,0,0,-0.486,-0.5908,0.534054,0.699457,0.064747,symbB1.EST_k37c20_16504 g.37609  ORF symbB1.EST_k37c20_16504 g.37609 symbB1.EST_k37c20_16504 m.37609 type:3prime_partial len:271 (-) symbB1.EST_k37c20_16504:1-810(-),
symbB1.EST_k37c20_16510|m.37627,710,0,0,2,0,0,0,-0.446,-0.5679,0.605816,0.700332,0.080239,symbB1.EST_k37c20_16510 g.37627  ORF symbB1.EST_k37c20_16510 g.37627 symbB1.EST_k37c20_16510 m.37627 type:internal len:711 (+) symbB1.EST_k37c20_16510:3-2132(+),
symbB1.EST_k37c20_16682|m.38041,281,7,5,6,8,8,9,0.288,0.9377,0.000098,0.000003,0.699268,symbB1.EST_k37c20_16682 g.38041  ORF symbB1.EST_k37c20_16682 g.38041 symbB1.EST_k37c20_16682 m.38041 type:5prime_partial len:281 (-) symbB1.EST_k37c20_16682:106-948(-),
symbB1.EST_k37c20_16726|m.38126,211,0,0,0,0,0,0,-0.094,-0.1058,1,0.532398,0.643594,symbB1.EST_k37c20_16726 g.38126  ORF symbB1.EST_k37c20_16726 g.38126 symbB1.EST_k37c20_16726 m.38126 type:5prime_partial len:211 (-) symbB1.EST_k37c20_16726:95-727(-),
symbB1.EST_k37c20_16905|m.38502,137,4,2,0,2,3,2,-0.079,-0.1435,1,0.566624,0.612735,symbB1.EST_k37c20_16905 g.38502  ORF symbB1.EST_k37c20_16905 g.38502 symbB1.EST_k37c20_16905 m.38502 type:complete len:137 (+) symbB1.EST_k37c20_16905:105-515(+),
symbB1.EST_k37c20_17041|m.38837,3032,0,0,0,0,0,0,-0.139,-0.1582,1,0.578619,0.599239,symbB1.EST_k37c20_17041 g.38837  ORF symbB1.EST_k37c20_17041 g.38837 symbB1.EST_k37c20_17041 m.38837 type:complete len:3032 (+) symbB1.EST_k37c20_17041:27-9122(+),
symbB1.EST_k37c20_17071|m.38910,624,2,1,0,3,3,2,0.686,1.06,0.000006,0,0.688981,symbB1.EST_k37c20_17071 g.38910  ORF symbB1.EST_k37c20_17071 g.38910 symbB1.EST_k37c20_17071 m.38910 type:internal len:625 (-) symbB1.EST_k37c20_17071:3-1874(-),
symbB1.EST_k37c20_17078|m.38932,466,6,2,6,5,6,6,0.101,0.285,0.747598,0.07279,0.758003,symbB1.EST_k37c20_17078 g.38932  ORF symbB1.EST_k37c20_17078 g.38932 symbB1.EST_k37c20_17078 m.38932 type:complete len:466 (-) symbB1.EST_k37c20_17078:269-1666(-),
symbB1.EST_k37c20_17248|m.39277,2528,2,0,1,0,0,0,-0.374,-0.444,0.910426,0.695682,0.210632,symbB1.EST_k37c20_17248 g.39277  ORF symbB1.EST_k37c20_17248 g.39277 symbB1.EST_k37c20_17248 m.39277 type:5prime_partial len:2528 (+) symbB1.EST_k37c20_17248:1-7584(+),
symbB1.EST_k37c20_174|m.400,627,0,1,2,0,0,0,-0.502,-0.5975,0.513045,0.699128,0.060683,symbB1.EST_k37c20_174 g.400  ORF symbB1.EST_k37c20_174 g.400 symbB1.EST_k37c20_174 m.400 type:5prime_partial len:627 (-) symbB1.EST_k37c20_174:97-1977(-),
symbB1.EST_k37c20_17439|m.39726,295,0,0,0,2,4,2,0.898,1.292,0,0,0.670725,symbB1.EST_k37c20_17439 g.39726  ORF symbB1.EST_k37c20_17439 g.39726 symbB1.EST_k37c20_17439 m.39726 type:5prime_partial len:295 (-) symbB1.EST_k37c20_17439:168-1052(-),
symbB1.EST_k37c20_17555|m.39978,144,0,0,0,1,0,0,-0.149,-0.179,1,0.594342,0.578681,symbB1.EST_k37c20_17555 g.39978  ORF symbB1.EST_k37c20_17555 g.39978 symbB1.EST_k37c20_17555 m.39978 type:internal len:145 (+) symbB1.EST_k37c20_17555:3-434(+),
symbB1.EST_k37c20_17557|m.39981,1210,0,0,1,0,2,0,0.227,0.289,0.736018,0.070159,0.757982,symbB1.EST_k37c20_17557 g.39981  ORF symbB1.EST_k37c20_17557 g.39981 symbB1.EST_k37c20_17557 m.39981 type:complete len:1210 (-) symbB1.EST_k37c20_17557:38-3667(-),
symbB1.EST_k37c20_17597|m.40079,818,1,1,0,1,1,0,-0.039,-0.0479,1,0.47006,0.681407,symbB1.EST_k37c20_17597 g.40079  ORF symbB1.EST_k37c20_17597 g.40079 symbB1.EST_k37c20_17597 m.40079 type:5prime_partial len:818 (+) symbB1.EST_k37c20_17597:2-2455(+),
symbB1.EST_k37c20_1763|m.4228,127,6,4,0,6,7,7,0.553,1.3763,0,0,0.664462,symbB1.EST_k37c20_1763 g.4228  ORF symbB1.EST_k37c20_1763 g.4228 symbB1.EST_k37c20_1763 m.4228 type:3prime_partial len:128 (+) symbB1.EST_k37c20_1763:91-471(+),
symbB1.EST_k37c20_17688|m.40279,995,1,0,0,0,0,0,-0.07,-0.0794,1,0.505421,0.662185,symbB1.EST_k37c20_17688 g.40279  ORF symbB1.EST_k37c20_17688 g.40279 symbB1.EST_k37c20_17688 m.40279 type:complete len:995 (+) symbB1.EST_k37c20_17688:200-3184(+),
symbB1.EST_k37c20_17886|m.40673,796,0,0,0,0,0,0,-0.169,-0.1916,1,0.603174,0.56538,symbB1.EST_k37c20_17886 g.40673  ORF symbB1.EST_k37c20_17886 g.40673 symbB1.EST_k37c20_17886 m.40673 type:complete len:796 (-) symbB1.EST_k37c20_17886:226-2613(-),
symbB1.EST_k37c20_17891|m.40681,259,0,0,0,0,0,0,-0.163,-0.1835,1,0.597555,0.574004,symbB1.EST_k37c20_17891 g.40681  ORF symbB1.EST_k37c20_17891 g.40681 symbB1.EST_k37c20_17891 m.40681 type:complete len:259 (-) symbB1.EST_k37c20_17891:119-895(-),
symbB1.EST_k37c20_179|m.408,173,0,0,0,0,0,0,-0.12,-0.1374,1,0.561426,0.618089,symbB1.EST_k37c20_179 g.408  ORF symbB1.EST_k37c20_179 g.408 symbB1.EST_k37c20_179 m.408 type:complete len:173 (+) symbB1.EST_k37c20_179:75-593(+),
symbB1.EST_k37c20_18007|m.40947,262,4,4,3,2,0,1,-1.115,-1.7925,0,0.623457,0,symbB1.EST_k37c20_18007 g.40947  ORF symbB1.EST_k37c20_18007 g.40947 symbB1.EST_k37c20_18007 m.40947 type:internal len:263 (-) symbB1.EST_k37c20_18007:3-788(-),
symbB1.EST_k37c20_1807|m.4315,605,1,1,0,0,1,0,-0.129,-0.1395,1,0.56323,0.616262,symbB1.EST_k37c20_1807 g.4315  ORF symbB1.EST_k37c20_1807 g.4315 symbB1.EST_k37c20_1807 m.4315 type:5prime_partial len:605 (+) symbB1.EST_k37c20_1807:2-1816(+),
symbB1.EST_k37c20_18134|m.41193,348,0,0,0,1,0,1,-0.138,-0.1604,1,0.58035,0.597146,symbB1.EST_k37c20_18134 g.41193  ORF symbB1.EST_k37c20_18134 g.41193 symbB1.EST_k37c20_18134 m.41193 type:5prime_partial len:348 (+) symbB1.EST_k37c20_18134:3-1046(+),
symbB1.EST_k37c20_18328|m.41616,239,14,6,0,7,8,5,-0.118,-0.3854,0.976553,0.685896,0.295544,symbB1.EST_k37c20_18328 g.41616  ORF symbB1.EST_k37c20_18328 g.41616 symbB1.EST_k37c20_18328 m.41616 type:complete len:239 (+) symbB1.EST_k37c20_18328:74-790(+),
symbB1.EST_k37c20_18355|m.41682,107,0,0,0,0,0,0,-0.09,-0.1038,1,0.530441,0.645086,symbB1.EST_k37c20_18355 g.41682  ORF symbB1.EST_k37c20_18355 g.41682 symbB1.EST_k37c20_18355 m.41682 type:complete len:107 (-) symbB1.EST_k37c20_18355:112-432(-),
symbB1.EST_k37c20_184|m.421,116,0,1,0,0,0,0,-0.142,-0.1533,1,0.574703,0.603832,symbB1.EST_k37c20_184 g.421  ORF symbB1.EST_k37c20_184 g.421 symbB1.EST_k37c20_184 m.421 type:internal len:117 (+) symbB1.EST_k37c20_184:1-348(+),
symbB1.EST_k37c20_1848|m.4439,640,0,0,0,0,0,0,-0.04,-0.0438,1,0.465214,0.683688,symbB1.EST_k37c20_1848 g.4439  ORF symbB1.EST_k37c20_1848 g.4439 symbB1.EST_k37c20_1848 m.4439 type:3prime_partial len:641 (+) symbB1.EST_k37c20_1848:86-2005(+),
symbB1.EST_k37c20_18525|m.42035,993,0,0,0,0,0,0,-0.195,-0.2328,1,0.628632,0.517416,symbB1.EST_k37c20_18525 g.42035  ORF symbB1.EST_k37c20_18525 g.42035 symbB1.EST_k37c20_18525 m.42035 type:5prime_partial len:993 (+) symbB1.EST_k37c20_18525:1-2979(+),
symbB1.EST_k37c20_18539|m.42064,183,0,0,0,0,0,0,-0.103,-0.1192,1,0.545141,0.633226,symbB1.EST_k37c20_18539 g.42064  ORF symbB1.EST_k37c20_18539 g.42064 symbB1.EST_k37c20_18539 m.42064 type:5prime_partial len:183 (+) symbB1.EST_k37c20_18539:3-551(+),
symbB1.EST_k37c20_18547|m.42076,382,0,0,1,0,0,0,-0.145,-0.1722,1,0.58936,0.585593,symbB1.EST_k37c20_18547 g.42076  ORF symbB1.EST_k37c20_18547 g.42076 symbB1.EST_k37c20_18547 m.42076 type:complete len:382 (+) symbB1.EST_k37c20_18547:75-1220(+),
symbB1.EST_k37c20_18731|m.42470,511,7,6,6,8,2,3,-0.47,-1.3265,0.000008,0.64215,0,symbB1.EST_k37c20_18731 g.42470  ORF symbB1.EST_k37c20_18731 g.42470 symbB1.EST_k37c20_18731 m.42470 type:5prime_partial len:511 (-) symbB1.EST_k37c20_18731:78-1610(-),
symbB1.EST_k37c20_18772|m.42553,178,1,2,0,0,0,0,-0.434,-0.5459,0.67289,0.700761,0.097584,symbB1.EST_k37c20_18772 g.42553  ORF symbB1.EST_k37c20_18772 g.42553 symbB1.EST_k37c20_18772 m.42553 type:complete len:178 (+) symbB1.EST_k37c20_18772:57-590(+),
